date,travaux rénovation,paysagiste,piscine semi enterrée,apprendre anglais,Coach sportif,Installation climatisation,Artisan peintre,jardiner,Gazon synthétique,moustiquaire porte,Cours de cuisine,panneau solaire,Cours de yoga,reparation store,store banne
2018-04-29,0.0,19.30503241741278,0.0,8.128434702068539,27.433467119481318,15.24081506637851,8.128434702068539,39.626119172584126,30,7,0,25,11,0,23
2018-05-06,0.0,20.321086755171347,12.192652053102808,16.256869404137078,13.208706390861376,8.128434702068539,0.0,34.54584748379129,44,8,0,26,15,0,69
2018-05-13,0.0,29.465575794998454,0.0,18.288978079654214,8.128434702068539,8.128434702068539,0.0,26.417412781722753,13,8,8,46,8,0,28
2018-05-20,0.0,39.626119172584126,16.256869404137078,14.224760728619943,21.337141092929915,8.128434702068539,0.0,11.17659771534424,35,8,8,38,0,0,46
2018-05-27,12.192652053102808,18.288978079654214,8.128434702068539,13.208706390861376,18.288978079654214,0.0,8.128434702068539,18.288978079654214,31,8,15,36,0,0,39
2018-06-03,0.0,19.30503241741278,0.0,8.128434702068539,8.128434702068539,8.128434702068539,16.256869404137078,13.208706390861376,18,13,8,13,20,0,26
2018-06-10,0.0,41.65822784810126,10.160543377585673,0.0,12.192652053102808,0.0,8.128434702068539,15.24081506637851,23,15,7,48,11,0,20
2018-06-17,8.128434702068539,25.401358443964185,12.192652053102808,12.192652053102808,8.128434702068539,8.128434702068539,0.0,12.192652053102808,29,21,8,19,20,0,21
2018-06-24,0.0,22.35319543068848,16.256869404137078,8.128434702068539,12.192652053102808,8.128434702068539,8.128434702068539,12.192652053102808,32,24,8,24,11,0,40
2018-07-01,0.0,23.369249768447048,12.192652053102808,8.128434702068539,10.160543377585673,8.128434702068539,8.128434702068539,8.128434702068539,28,19,0,38,11,0,51
2018-07-08,0.0,13.208706390861376,8.128434702068539,8.128434702068539,10.160543377585673,0.0,8.128434702068539,10.160543377585673,25,17,0,22,7,0,17
2018-07-15,8.128434702068539,15.24081506637851,8.128434702068539,0.0,12.192652053102808,8.128434702068539,0.0,8.128434702068539,18,8,7,18,15,0,40
2018-07-22,8.128434702068539,18.288978079654214,23.369249768447048,20.321086755171347,11.17659771534424,11.17659771534424,0.0,10.160543377585673,15,7,0,12,7,0,27
2018-07-29,0.0,20.321086755171347,8.128434702068539,18.288978079654214,26.417412781722753,15.24081506637851,8.128434702068539,0.0,12,12,0,7,0,0,37
2018-08-05,7.1123803643099714,16.256869404137078,9.144489039827107,9.144489039827107,21.337141092929915,17.272923741895646,7.1123803643099714,7.1123803643099714,21,7,7,32,20,0,39
2018-08-12,0.0,11.17659771534424,7.1123803643099714,10.160543377585673,19.30503241741278,7.1123803643099714,0.0,14.224760728619943,14,14,7,23,18,0,7
2018-08-19,0.0,17.272923741895646,12.192652053102808,15.24081506637851,20.321086755171347,15.24081506637851,7.1123803643099714,15.24081506637851,17,7,7,32,11,0,22
2018-08-26,8.128434702068539,26.417412781722753,12.192652053102808,16.256869404137078,8.128434702068539,0.0,0.0,8.128434702068539,11,7,8,30,20,0,15
2018-09-02,0.0,13.208706390861376,8.128434702068539,12.192652053102808,21.337141092929915,8.128434702068539,12.192652053102808,16.256869404137078,19,0,12,29,26,0,10
2018-09-09,8.128434702068539,29.465575794998454,8.128434702068539,28.449521457239886,24.385304106205616,0.0,8.128434702068539,16.256869404137078,16,8,16,29,27,0,8
2018-09-16,0.0,32.513738808274155,0.0,13.208706390861376,24.385304106205616,8.128434702068539,8.128434702068539,16.256869404137078,16,8,12,35,16,0,11
2018-09-23,8.128434702068539,22.35319543068848,12.192652053102808,25.401358443964185,16.256869404137078,0.0,0.0,8.128434702068539,20,0,24,56,16,0,20
2018-09-30,0.0,19.30503241741278,8.128434702068539,17.272923741895646,12.192652053102808,11.17659771534424,25.401358443964185,8.128434702068539,8,8,8,32,11,0,16
2018-10-07,8.128434702068539,22.35319543068848,8.128434702068539,16.256869404137078,19.30503241741278,8.128434702068539,8.128434702068539,8.128434702068539,12,0,24,34,24,0,16
2018-10-14,8.128434702068539,14.224760728619943,8.128434702068539,8.128434702068539,11.17659771534424,0.0,8.128434702068539,12.192652053102808,8,0,8,32,16,0,12
2018-10-21,9.144489039827107,34.54584748379129,9.144489039827107,17.272923741895646,14.224760728619943,0.0,9.144489039827107,9.144489039827107,8,0,17,59,0,0,21
2018-10-28,0.0,8.128434702068539,8.128434702068539,16.256869404137078,16.256869404137078,16.256869404137078,0.0,8.128434702068539,0,0,0,40,0,0,12
2018-11-04,0.0,19.30503241741278,0.0,27.433467119481318,20.321086755171347,8.128434702068539,0.0,12.192652053102808,13,0,8,26,16,0,20
2018-11-11,8.128434702068539,16.256869404137078,16.256869404137078,8.128434702068539,25.401358443964185,8.128434702068539,0.0,14.224760728619943,16,0,8,35,8,0,8
2018-11-18,8.128434702068539,13.208706390861376,8.128434702068539,12.192652053102808,13.208706390861376,0.0,0.0,0.0,16,8,16,34,12,0,8
2018-11-25,17.272923741895646,36.57795615930843,0.0,8.128434702068539,12.192652053102808,0.0,8.128434702068539,8.128434702068539,0,0,0,51,0,0,8
2018-12-02,0.0,17.272923741895646,8.128434702068539,0.0,8.128434702068539,0.0,0.0,8.128434702068539,12,0,19,79,0,0,24
2018-12-09,8.128434702068539,21.337141092929915,0.0,17.272923741895646,13.208706390861376,8.128434702068539,0.0,8.128434702068539,11,0,19,46,8,0,8
2018-12-16,0.0,17.272923741895646,0.0,17.272923741895646,9.144489039827107,0.0,9.144489039827107,9.144489039827107,8,0,17,34,8,0,8
2018-12-23,10.160543377585673,10.160543377585673,0.0,0.0,19.30503241741278,0.0,10.160543377585673,10.160543377585673,16,0,9,16,9,0,9
2018-12-30,0.0,21.337141092929915,0.0,9.144489039827107,23.369249768447048,9.144489039827107,0.0,0.0,9,0,9,27,9,0,0
2019-01-06,8.128434702068539,20.321086755171347,8.128434702068539,25.401358443964185,19.30503241741278,0.0,8.128434702068539,0.0,19,8,0,35,16,0,0
2019-01-13,0.0,22.35319543068848,0.0,8.128434702068539,12.192652053102808,0.0,0.0,17.272923741895646,12,0,0,27,11,0,8
2019-01-20,0.0,27.433467119481318,0.0,24.385304106205616,16.256869404137078,16.256869404137078,0.0,12.192652053102808,8,0,8,47,23,0,16
2019-01-27,8.128434702068539,18.288978079654214,0.0,11.17659771534424,18.288978079654214,16.256869404137078,0.0,13.208706390861376,15,8,8,39,8,0,15
2019-02-03,8.128434702068539,33.52979314603272,20.321086755171347,8.128434702068539,19.30503241741278,0.0,0.0,19.30503241741278,16,0,16,43,16,0,24
2019-02-10,0.0,25.401358443964185,0.0,25.401358443964185,19.30503241741278,8.128434702068539,8.128434702068539,8.128434702068539,24,0,16,49,8,0,24
2019-02-17,16.256869404137078,28.449521457239886,0.0,16.256869404137078,17.272923741895646,0.0,16.256869404137078,33.52979314603272,45,0,8,44,16,0,27
2019-02-24,0.0,32.513738808274155,17.272923741895646,9.144489039827107,26.417412781722753,9.144489039827107,0.0,29.465575794998454,31,17,8,42,11,0,23
2019-03-03,9.144489039827107,37.59401049706699,9.144489039827107,13.208706390861376,13.208706390861376,0.0,9.144489039827107,34.54584748379129,36,0,11,53,21,0,22
2019-03-10,0.0,34.54584748379129,0.0,8.128434702068539,17.272923741895646,0.0,8.128434702068539,21.337141092929915,33,8,0,41,8,0,27
2019-03-17,0.0,40.642173510342694,9.144489039827107,17.272923741895646,21.337141092929915,8.128434702068539,0.0,23.369249768447048,56,8,11,33,11,0,50
2019-03-24,0.0,43.6903365236184,8.128434702068539,8.128434702068539,20.321086755171347,8.128434702068539,8.128434702068539,23.369249768447048,30,8,12,50,14,0,64
2019-03-31,0.0,38.61006483482556,16.256869404137078,14.224760728619943,22.35319543068848,8.128434702068539,0.0,22.35319543068848,32,16,24,37,8,0,34
2019-04-07,0.0,27.433467119481318,0.0,0.0,16.256869404137078,8.128434702068539,0.0,28.449521457239886,50,8,0,37,8,0,34
2019-04-14,0.0,26.417412781722753,8.128434702068539,12.192652053102808,16.256869404137078,0.0,0.0,32.513738808274155,28,8,15,28,8,0,28
2019-04-21,0.0,21.337141092929915,24.385304106205616,16.256869404137078,16.256869404137078,8.128434702068539,0.0,34.54584748379129,28,8,15,52,8,0,36
2019-04-28,16.256869404137078,16.256869404137078,8.128434702068539,8.128434702068539,11.17659771534424,16.256869404137078,0.0,25.401358443964185,30,12,8,24,16,0,27
2019-05-05,24.385304106205616,43.6903365236184,8.128434702068539,8.128434702068539,18.288978079654214,0.0,0.0,16.256869404137078,49,8,8,51,8,0,33
2019-05-12,0.0,29.465575794998454,8.128434702068539,8.128434702068539,20.321086755171347,8.128434702068539,8.128434702068539,21.337141092929915,18,12,0,31,12,0,29
2019-05-19,0.0,16.256869404137078,18.288978079654214,8.128434702068539,16.256869404137078,0.0,12.192652053102808,24.385304106205616,49,23,8,31,15,0,35
2019-05-26,0.0,24.385304106205616,12.192652053102808,12.192652053102808,21.337141092929915,8.128434702068539,12.192652053102808,24.385304106205616,26,8,15,44,8,0,28
2019-06-02,0.0,26.417412781722753,15.24081506637851,8.128434702068539,23.369249768447048,8.128434702068539,8.128434702068539,23.369249768447048,40,17,11,27,0,0,52
2019-06-09,0.0,28.449521457239886,18.288978079654214,8.128434702068539,13.208706390861376,7.1123803643099714,8.128434702068539,10.160543377585673,25,12,7,52,7,0,29
2019-06-16,0.0,24.385304106205616,11.17659771534424,24.385304106205616,16.256869404137078,12.192652053102808,8.128434702068539,11.17659771534424,28,28,12,29,8,0,67
2019-06-23,0.0,18.288978079654214,8.128434702068539,8.128434702068539,18.288978079654214,12.192652053102808,8.128434702068539,8.128434702068539,38,28,8,46,8,0,66
2019-06-30,8.128434702068539,23.369249768447048,13.208706390861376,10.160543377585673,19.30503241741278,18.288978079654214,0.0,12.192652053102808,30,10,8,53,0,0,45
2019-07-07,0.0,22.35319543068848,15.24081506637851,12.192652053102808,22.35319543068848,15.24081506637851,0.0,12.192652053102808,26,14,7,43,7,0,47
2019-07-14,0.0,17.272923741895646,7.1123803643099714,12.192652053102808,18.288978079654214,7.1123803643099714,0.0,22.35319543068848,14,14,0,40,14,0,19
2019-07-21,7.1123803643099714,14.224760728619943,12.192652053102808,14.224760728619943,14.224760728619943,7.1123803643099714,0.0,7.1123803643099714,30,10,10,27,14,0,34
2019-07-28,7.1123803643099714,30.48163013275702,10.160543377585673,7.1123803643099714,11.17659771534424,7.1123803643099714,0.0,21.337141092929915,13,9,10,45,10,0,34
2019-08-04,7.1123803643099714,11.17659771534424,16.256869404137078,10.160543377585673,10.160543377585673,10.160543377585673,0.0,13.208706390861376,20,7,7,55,20,0,31
2019-08-11,0.0,13.208706390861376,7.1123803643099714,9.144489039827107,13.208706390861376,13.208706390861376,7.1123803643099714,10.160543377585673,31,7,7,26,10,0,31
2019-08-18,6.096326026551404,23.369249768447048,6.096326026551404,10.160543377585673,19.30503241741278,19.30503241741278,0.0,0.0,16,9,6,35,14,0,14
2019-08-25,0.0,18.288978079654214,12.192652053102808,6.096326026551404,10.160543377585673,8.128434702068539,0.0,8.128434702068539,18,6,9,40,24,0,24
2019-09-01,7.1123803643099714,19.30503241741278,7.1123803643099714,15.24081506637851,15.24081506637851,15.24081506637851,7.1123803643099714,11.17659771534424,12,7,7,28,25,0,19
2019-09-08,0.0,32.513738808274155,7.1123803643099714,29.465575794998454,14.224760728619943,15.24081506637851,0.0,7.1123803643099714,7,7,7,32,32,0,14
2019-09-15,7.1123803643099714,24.385304106205616,0.0,10.160543377585673,19.30503241741278,0.0,0.0,0.0,25,7,21,19,28,0,7
2019-09-22,0.0,27.433467119481318,0.0,12.192652053102808,20.321086755171347,15.24081506637851,15.24081506637851,7.1123803643099714,22,0,0,29,26,0,22
2019-09-29,7.1123803643099714,22.35319543068848,7.1123803643099714,12.192652053102808,17.272923741895646,7.1123803643099714,0.0,15.24081506637851,14,0,11,41,12,0,14
2019-10-06,0.0,15.24081506637851,0.0,7.1123803643099714,10.160543377585673,8.128434702068539,7.1123803643099714,7.1123803643099714,29,7,0,36,22,0,11
2019-10-13,8.128434702068539,27.433467119481318,8.128434702068539,10.160543377585673,17.272923741895646,15.24081506637851,7.1123803643099714,17.272923741895646,17,0,15,48,18,0,0
2019-10-20,0.0,22.35319543068848,0.0,7.1123803643099714,14.224760728619943,0.0,7.1123803643099714,0.0,16,7,0,49,14,0,7
2019-10-27,0.0,33.52979314603272,7.1123803643099714,15.24081506637851,12.192652053102808,7.1123803643099714,0.0,11.17659771534424,12,0,14,40,14,0,7
2019-11-03,0.0,10.160543377585673,0.0,12.192652053102808,15.24081506637851,22.35319543068848,0.0,7.1123803643099714,12,0,14,45,7,0,7
2019-11-10,7.1123803643099714,22.35319543068848,11.17659771534424,10.160543377585673,18.288978079654214,7.1123803643099714,7.1123803643099714,0.0,12,7,14,43,0,0,11
2019-11-17,7.1123803643099714,29.465575794998454,0.0,11.17659771534424,17.272923741895646,7.1123803643099714,0.0,10.160543377585673,12,0,7,56,14,0,7
2019-11-24,0.0,21.337141092929915,0.0,14.224760728619943,12.192652053102808,7.1123803643099714,7.1123803643099714,21.337141092929915,11,7,14,33,10,0,21
2019-12-01,7.1123803643099714,22.35319543068848,0.0,14.224760728619943,11.17659771534424,7.1123803643099714,7.1123803643099714,11.17659771534424,14,0,14,26,9,0,7
2019-12-08,0.0,14.224760728619943,7.1123803643099714,14.224760728619943,7.1123803643099714,11.17659771534424,7.1123803643099714,7.1123803643099714,21,0,14,38,0,0,7
2019-12-15,7.1123803643099714,17.272923741895646,0.0,10.160543377585673,18.288978079654214,7.1123803643099714,0.0,11.17659771534424,7,7,28,45,14,0,14
2019-12-22,0.0,16.256869404137078,17.272923741895646,16.256869404137078,8.128434702068539,8.128434702068539,8.128434702068539,0.0,12,8,8,24,8,0,16
2019-12-29,0.0,26.417412781722753,8.128434702068539,8.128434702068539,18.288978079654214,0.0,0.0,10.160543377585673,11,0,8,40,8,0,10
2020-01-05,0.0,21.337141092929915,7.1123803643099714,11.17659771534424,36.57795615930843,11.17659771534424,0.0,14.224760728619943,16,7,14,44,10,0,7
2020-01-12,7.1123803643099714,14.224760728619943,7.1123803643099714,7.1123803643099714,25.401358443964185,7.1123803643099714,0.0,7.1123803643099714,24,0,7,38,10,0,11
2020-01-19,0.0,23.369249768447048,0.0,7.1123803643099714,14.224760728619943,7.1123803643099714,0.0,7.1123803643099714,16,7,17,37,13,0,13
2020-01-26,0.0,12.192652053102808,7.1123803643099714,9.144489039827107,16.256869404137078,7.1123803643099714,7.1123803643099714,11.17659771534424,10,21,7,55,7,0,9
2020-02-02,0.0,21.337141092929915,7.1123803643099714,11.17659771534424,14.224760728619943,7.1123803643099714,0.0,18.288978079654214,23,0,14,35,7,0,19
2020-02-09,0.0,29.465575794998454,11.17659771534424,15.24081506637851,18.288978079654214,7.1123803643099714,0.0,14.224760728619943,17,7,11,47,7,0,26
2020-02-16,0.0,28.449521457239886,14.224760728619943,0.0,24.385304106205616,7.1123803643099714,0.0,11.17659771534424,21,0,9,42,21,0,25
2020-02-23,7.1123803643099714,33.52979314603272,7.1123803643099714,7.1123803643099714,17.272923741895646,7.1123803643099714,13.208706390861376,23.369249768447048,32,13,6,51,16,0,32
2020-03-01,10.160543377585673,30.48163013275702,10.160543377585673,13.208706390861376,6.096326026551404,0.0,6.096326026551404,6.096326026551404,19,6,0,29,6,0,32
2020-03-08,0.0,27.433467119481318,7.1123803643099714,7.1123803643099714,27.433467119481318,10.160543377585673,7.1123803643099714,31.497684470515587,31,7,0,31,13,0,33
2020-03-15,6.096326026551404,18.288978079654214,6.096326026551404,12.192652053102808,15.24081506637851,0.0,6.096326026551404,21.337141092929915,15,10,9,23,23,0,12
2020-03-22,6.096326026551404,17.272923741895646,6.096326026551404,11.17659771534424,9.144489039827107,0.0,0.0,23.369249768447048,11,5,11,41,17,0,11
2020-03-29,0.0,17.272923741895646,8.128434702068539,15.24081506637851,15.24081506637851,0.0,6.096326026551404,31.497684470515587,34,17,6,34,11,0,13
2020-04-05,6.096326026551404,20.321086755171347,16.256869404137078,9.144489039827107,16.256869404137078,6.096326026551404,0.0,52.834825563445506,68,6,6,25,9,0,16
2020-04-12,6.096326026551404,21.337141092929915,9.144489039827107,12.192652053102808,12.192652053102808,0.0,6.096326026551404,23.369249768447048,57,11,6,50,13,0,17
2020-04-19,6.096326026551404,20.321086755171347,11.17659771534424,11.17659771534424,11.17659771534424,6.096326026551404,0.0,26.417412781722753,51,5,11,31,13,0,38
2020-04-26,8.128434702068539,22.35319543068848,8.128434702068539,11.17659771534424,18.288978079654214,6.096326026551404,0.0,28.449521457239886,63,23,5,36,16,0,31
2020-05-03,0.0,26.417412781722753,14.224760728619943,11.17659771534424,22.35319543068848,11.17659771534424,6.096326026551404,34.54584748379129,69,26,5,27,5,0,71
2020-05-10,6.096326026551404,19.30503241741278,6.096326026551404,8.128434702068539,10.160543377585673,11.17659771534424,0.0,25.401358443964185,69,15,0,34,15,0,32
2020-05-17,6.096326026551404,54.866934238962635,19.30503241741278,10.160543377585673,17.272923741895646,9.144489039827107,13.208706390861376,13.208706390861376,82,38,6,36,6,0,88
2020-05-24,0.0,31.497684470515587,8.128434702068539,12.192652053102808,19.30503241741278,15.24081506637851,6.096326026551404,25.401358443964185,98,31,9,47,6,0,100
2020-05-31,6.096326026551404,26.417412781722753,15.24081506637851,6.096326026551404,9.144489039827107,6.096326026551404,0.0,22.35319543068848,68,33,6,45,6,0,68
2020-06-07,6.096326026551404,42.67428218585983,15.24081506637851,12.192652053102808,22.35319543068848,6.096326026551404,6.096326026551404,22.35319543068848,72,21,0,49,12,0,51
2020-06-14,0.0,24.385304106205616,7.1123803643099714,11.17659771534424,14.224760728619943,10.160543377585673,0.0,14.224760728619943,51,14,7,26,9,0,65
