date,Psicólogo,wedding planner,clases primaria,Entrenador Personal,Fontanero,Entrega a domicilio,Aire acondicionado,pinturas,portes
2018-12-30,0.0,0.0,0.0,11.051248357424441,5,0,5,11,0
2019-01-06,9.526938239159001,0.0,0.0,19.053876478318003,4,0,12,12,0
2019-01-13,0.0,0.0,0.0,9.145860709592641,4,4,6,16,4
2019-01-20,0.0,0.0,0.0,0.0,4,0,7,10,4
2019-01-27,0.0,0.0,0.0,8.764783180026281,0,0,6,11,4
2019-02-03,9.145860709592641,0.0,0.0,9.145860709592641,8,4,7,8,0
2019-02-10,0.0,0.0,0.0,9.526938239159001,4,4,8,12,4
2019-02-17,0.0,0.0,0.0,0.0,8,0,4,12,4
2019-02-24,19.43495400788436,0.0,0.0,0.0,4,0,4,21,0
2019-03-03,0.0,0.0,0.0,0.0,4,0,6,12,4
2019-03-10,9.526938239159001,0.0,0.0,0.0,4,0,4,16,0
2019-03-17,0.0,0.0,9.526938239159001,0.0,4,0,4,11,6
2019-03-24,0.0,0.0,9.526938239159001,0.0,6,0,10,11,8
2019-03-31,0.0,0.0,0.0,27.437582128777922,8,4,8,14,4
2019-04-07,0.0,0.0,0.0,18.291721419185283,5,0,8,8,0
2019-04-14,9.908015768725361,0.0,0.0,10.289093298291721,4,0,9,6,4
2019-04-21,0.0,0.0,0.0,9.908015768725361,4,0,6,13,4
2019-04-28,0.0,0.0,0.0,9.145860709592641,4,4,7,12,0
2019-05-05,9.145860709592641,0.0,0.0,9.145860709592641,4,0,10,11,4
2019-05-12,0.0,0.0,9.145860709592641,0.0,5,0,12,9,0
2019-05-19,9.145860709592641,0.0,0.0,9.145860709592641,0,0,10,4,4
2019-05-26,9.145860709592641,0.0,9.145860709592641,0.0,4,0,14,6,8
2019-06-02,0.0,0.0,0.0,0.0,4,0,16,11,0
2019-06-09,0.0,0.0,0.0,0.0,8,0,8,10,4
2019-06-16,0.0,0.0,0.0,9.526938239159001,6,0,29,10,4
2019-06-23,0.0,0.0,0.0,10.289093298291721,4,0,100,7,0
2019-06-30,10.289093298291721,0.0,0.0,0.0,13,0,71,9,0
2019-07-07,16.38633377135348,0.0,0.0,11.051248357424441,5,9,29,8,5
2019-07-14,0.0,0.0,0.0,0.0,5,0,18,11,0
2019-07-21,10.670170827858081,0.0,0.0,0.0,5,0,68,7,0
2019-07-28,0.0,0.0,0.0,26.294349540078844,9,0,21,11,0
2019-08-04,0.0,0.0,0.0,0.0,5,5,18,14,0
2019-08-11,0.0,0.0,0.0,10.670170827858081,5,0,20,14,5
2019-08-18,9.908015768725361,0.0,0.0,0.0,4,0,14,9,0
2019-08-25,9.526938239159001,0.0,0.0,9.526938239159001,12,0,5,11,4
2019-09-01,0.0,0.0,0.0,0.0,0,0,8,10,0
2019-09-08,9.145860709592641,0.0,0.0,9.145860709592641,6,4,12,9,4
2019-09-15,8.764783180026281,0.0,0.0,0.0,4,0,7,9,0
2019-09-22,8.764783180026281,0.0,0.0,8.764783180026281,4,0,6,6,4
2019-09-29,8.764783180026281,0.0,0.0,8.764783180026281,4,0,9,7,0
2019-10-06,12.956636005256241,0.0,8.764783180026281,8.764783180026281,4,0,4,14,4
2019-10-13,8.383705650459921,0.0,0.0,8.383705650459921,11,0,7,11,4
2019-10-20,8.383705650459921,0.0,0.0,16.767411300919843,6,0,5,12,0
2019-10-27,8.383705650459921,0.0,0.0,0.0,5,0,4,11,7
2019-11-03,0.0,0.0,0.0,0.0,5,0,10,10,0
2019-11-10,8.002628120893561,0.0,16.005256241787123,8.002628120893561,3,0,6,10,3
2019-11-17,8.002628120893561,0.0,0.0,8.002628120893561,5,0,7,12,3
2019-11-24,0.0,0.0,0.0,0.0,3,0,5,10,0
2019-12-01,9.145860709592641,0.0,0.0,9.145860709592641,4,0,6,13,0
2019-12-08,0.0,0.0,0.0,8.383705650459921,5,0,5,16,4
2019-12-15,0.0,0.0,0.0,8.383705650459921,7,0,4,9,0
2019-12-22,0.0,0.0,0.0,0.0,8,0,6,12,0
2019-12-29,9.145860709592641,0.0,0.0,13.718791064388961,6,0,8,8,0
2020-01-05,0.0,0.0,0.0,0.0,4,0,4,8,4
2020-01-12,7.621550591327201,0.0,0.0,15.243101182654401,5,0,8,18,0
2020-01-19,0.0,0.0,0.0,7.621550591327201,3,0,5,17,3
2020-01-26,15.624178712220761,0.0,0.0,7.621550591327201,3,0,7,10,3
2020-02-02,0.0,0.0,0.0,7.621550591327201,7,0,3,10,3
2020-02-09,7.621550591327201,0.0,0.0,10.670170827858081,5,0,10,11,0
2020-02-16,0.0,0.0,0.0,11.813403416557161,3,0,7,13,3
2020-02-23,0.0,0.0,0.0,0.0,0,0,7,10,0
2020-03-01,14.480946123521681,0.0,0.0,0.0,6,0,8,10,3
2020-03-08,7.240473061760841,0.0,0.0,0.0,3,0,9,8,6
2020-03-15,6.859395532194481,0.0,6.859395532194481,6.859395532194481,3,4,3,11,0
2020-03-22,0.0,0.0,8.383705650459921,8.383705650459921,4,3,5,20,3
2020-03-29,0.0,0.0,0.0,6.097240473061761,5,4,3,19,0
2020-04-05,6.478318002628121,0.0,0.0,6.478318002628121,0,0,4,21,3
2020-04-12,0.0,0.0,0.0,0.0,5,3,7,25,0
2020-04-19,6.097240473061761,0.0,0.0,6.097240473061761,7,3,6,31,3
2020-04-26,0.0,0.0,0.0,18.67279894875164,5,4,9,18,0
2020-05-03,0.0,0.0,0.0,6.097240473061761,3,3,17,16,0
2020-05-10,6.478318002628121,0.0,6.478318002628121,6.097240473061761,3,0,7,14,3
2020-05-17,6.859395532194481,0.0,6.859395532194481,6.859395532194481,3,0,20,14,0
2020-05-24,6.859395532194481,0.0,0.0,0.0,4,0,30,15,0
2020-05-31,6.478318002628121,0.0,0.0,7.240473061760841,3,0,29,18,0
