Year,ticket_geo_region_name,Renovation,Distribution
2018,Puglia,Installazione o sostituzione inferriate,0.0
2018,Puglia,Installazione o sostituzione pannelli fotovoltaici,0.06
2018,Puglia,Installazione o sostituzione porte blindate,0.09
2018,Puglia,Installazione o sostituzione serrature,0.02
2018,Puglia,Installazione o sostituzione vetro antisfondamento,0.0
2018,Puglia,Motorizzazione tapparelle,0.01
2018,Puglia,Rifacimento facciata,0.01
2018,Puglia,Riparazione o manutenzione tetto,0.02
2018,Basilicata,Automazione cancelli,0.0
2018,Basilicata,Certificato conformità impianto elettrico,0.01
2018,Basilicata,Certificazione energetica,0.18
2018,Basilicata,Costruzione o sostituzione tetto,0.1
2018,Basilicata,Cronotermostato e termostato,0.01
2018,Basilicata,Finestre blindate,0.01
2018,Basilicata,Impianto di allarme,0.23
2018,Basilicata,Installazione impianto di domotica,0.0
2018,Basilicata,Installazione o sostituzione doppi vetri,0.0
2018,Basilicata,Installazione o sostituzione finestre,0.21
2018,Basilicata,Installazione o sostituzione impianto di videosorveglianza,0.04
2018,Basilicata,Installazione o sostituzione inferriate,0.0
2018,Basilicata,Installazione o sostituzione pannelli fotovoltaici,0.05
2018,Basilicata,Installazione o sostituzione porte blindate,0.1
2018,Basilicata,Installazione o sostituzione serrature,0.0
2018,Basilicata,Motorizzazione tapparelle,0.0
2018,Basilicata,Rifacimento facciata,0.02
2018,Basilicata,Riparazione o manutenzione tetto,0.04
2018,Calabria,Automazione cancelli,0.01
2018,Calabria,Certificato conformità impianto elettrico,0.03
2018,Calabria,Certificazione energetica,0.22
2018,Calabria,Costruzione o sostituzione tetto,0.09
2018,Calabria,Cronotermostato e termostato,0.0
2018,Calabria,Finestre blindate,0.0
2018,Calabria,Impianto di allarme,0.14
2018,Calabria,Installazione impianto di domotica,0.0
2018,Calabria,Installazione impianto wifi,0.0
2018,Calabria,Installazione o sostituzione doppi vetri,0.01
2018,Calabria,Installazione o sostituzione finestre,0.21
2018,Calabria,Installazione o sostituzione impianto di videosorveglianza,0.09
2018,Calabria,Installazione o sostituzione inferriate,0.0
2018,Calabria,Installazione o sostituzione pannelli fotovoltaici,0.07
2018,Calabria,Installazione o sostituzione porte blindate,0.06
2018,Calabria,Installazione o sostituzione serrature,0.01
2018,Calabria,Installazione o sostituzione vetro antisfondamento,0.0
2018,Calabria,Motorizzazione tapparelle,0.0
2018,Calabria,Rifacimento facciata,0.02
2018,Calabria,Riparazione o manutenzione tetto,0.03
2018,Campania,Automazione cancelli,0.01
2018,Campania,Certificato conformità impianto elettrico,0.03
2018,Campania,Certificazione energetica,0.3
2018,Campania,Costruzione o sostituzione tetto,0.05
2018,Campania,Cronotermostato e termostato,0.0
2018,Campania,Finestre blindate,0.01
2018,Campania,Impianto di allarme,0.15
2018,Campania,Installazione impianto di domotica,0.0
2018,Campania,Installazione impianto wifi,0.0
2018,Campania,Installazione o sostituzione doppi vetri,0.0
2018,Campania,Installazione o sostituzione finestre,0.21
2018,Campania,Installazione o sostituzione impianto di videosorveglianza,0.05
2018,Campania,Installazione o sostituzione inferriate,0.0
2018,Campania,Installazione o sostituzione pannelli fotovoltaici,0.05
2018,Campania,Installazione o sostituzione porte blindate,0.06
2018,Campania,Installazione o sostituzione serrature,0.02
2018,Campania,Installazione o sostituzione vetro antisfondamento,0.0
2018,Campania,Motorizzazione tapparelle,0.02
2018,Campania,Rifacimento facciata,0.01
2018,Campania,Riparazione o manutenzione tetto,0.03
2018,Emilia-Romagna,Automazione cancelli,0.01
2018,Emilia-Romagna,Certificato conformità impianto elettrico,0.05
2018,Emilia-Romagna,Certificazione energetica,0.39
2018,Emilia-Romagna,Costruzione o sostituzione tetto,0.01
2018,Emilia-Romagna,Cronotermostato e termostato,0.01
2018,Emilia-Romagna,Finestre blindate,0.0
2018,Emilia-Romagna,Impianto di allarme,0.1
2018,Emilia-Romagna,Installazione impianto di domotica,0.0
2018,Emilia-Romagna,Installazione impianto wifi,0.0
2018,Emilia-Romagna,Installazione o sostituzione doppi vetri,0.01
2018,Emilia-Romagna,Installazione o sostituzione finestre,0.21
2018,Emilia-Romagna,Installazione o sostituzione impianto di videosorveglianza,0.02
2018,Emilia-Romagna,Installazione o sostituzione inferriate,0.0
2018,Emilia-Romagna,Installazione o sostituzione pannelli fotovoltaici,0.02
2018,Emilia-Romagna,Installazione o sostituzione porte blindate,0.08
2018,Emilia-Romagna,Installazione o sostituzione serrature,0.03
2018,Emilia-Romagna,Installazione o sostituzione vetro antisfondamento,0.0
2018,Emilia-Romagna,Motorizzazione tapparelle,0.02
2018,Emilia-Romagna,Rifacimento facciata,0.01
2018,Emilia-Romagna,Riparazione o manutenzione tetto,0.03
2018,Friuli Venezia Giulia,Automazione cancelli,0.01
2018,Friuli Venezia Giulia,Certificato conformità impianto elettrico,0.04
2018,Friuli Venezia Giulia,Certificazione energetica,0.43
2018,Friuli Venezia Giulia,Costruzione o sostituzione tetto,0.01
2018,Friuli Venezia Giulia,Cronotermostato e termostato,0.01
2018,Friuli Venezia Giulia,Finestre blindate,0.0
2018,Friuli Venezia Giulia,Impianto di allarme,0.08
2018,Friuli Venezia Giulia,Installazione impianto di domotica,0.0
2018,Friuli Venezia Giulia,Installazione impianto wifi,0.0
2018,Friuli Venezia Giulia,Installazione o sostituzione doppi vetri,0.0
2018,Friuli Venezia Giulia,Installazione o sostituzione finestre,0.22
2018,Friuli Venezia Giulia,Installazione o sostituzione impianto di videosorveglianza,0.02
2018,Friuli Venezia Giulia,Installazione o sostituzione inferriate,0.0
2018,Friuli Venezia Giulia,Installazione o sostituzione pannelli fotovoltaici,0.03
2018,Friuli Venezia Giulia,Installazione o sostituzione porte blindate,0.09
2018,Friuli Venezia Giulia,Installazione o sostituzione serrature,0.02
2018,Friuli Venezia Giulia,Installazione o sostituzione vetro antisfondamento,0.0
2018,Friuli Venezia Giulia,Motorizzazione tapparelle,0.0
2018,Friuli Venezia Giulia,Rifacimento facciata,0.01
2018,Friuli Venezia Giulia,Riparazione o manutenzione tetto,0.02
2018,Italia,Automazione cancelli,0.01
2018,Italia,Certificato conformità impianto elettrico,0.04
2018,Italia,Certificazione energetica,0.32
2018,Italia,Costruzione o sostituzione tetto,0.03
2018,Italia,Cronotermostato e termostato,0.01
2018,Italia,Finestre blindate,0.0
2018,Italia,Impianto di allarme,0.12
2018,Italia,Installazione impianto di domotica,0.0
2018,Italia,Installazione impianto wifi,0.0
2018,Italia,Installazione o sostituzione doppi vetri,0.01
2018,Italia,Installazione o sostituzione finestre,0.24
2018,Italia,Installazione o sostituzione impianto di videosorveglianza,0.03
2018,Italia,Installazione o sostituzione inferriate,0.0
2018,Italia,Installazione o sostituzione pannelli fotovoltaici,0.04
2018,Italia,Installazione o sostituzione porte blindate,0.08
2018,Italia,Installazione o sostituzione serrature,0.03
2018,Italia,Installazione o sostituzione vetro antisfondamento,0.0
2018,Italia,Motorizzazione tapparelle,0.02
2018,Italia,Rifacimento facciata,0.01
2018,Italia,Riparazione o manutenzione tetto,0.03
2018,Lazio,Automazione cancelli,0.01
2018,Lazio,Certificato conformità impianto elettrico,0.04
2018,Lazio,Certificazione energetica,0.27
2018,Lazio,Costruzione o sostituzione tetto,0.03
2018,Lazio,Cronotermostato e termostato,0.01
2018,Lazio,Finestre blindate,0.01
2018,Lazio,Impianto di allarme,0.12
2018,Lazio,Installazione impianto di domotica,0.0
2018,Lazio,Installazione impianto wifi,0.0
2018,Lazio,Installazione o sostituzione doppi vetri,0.01
2018,Lazio,Installazione o sostituzione finestre,0.29
2018,Lazio,Installazione o sostituzione impianto di videosorveglianza,0.02
2018,Lazio,Installazione o sostituzione inferriate,0.0
2018,Lazio,Installazione o sostituzione pannelli fotovoltaici,0.03
2018,Lazio,Installazione o sostituzione porte blindate,0.06
2018,Lazio,Installazione o sostituzione serrature,0.03
2018,Lazio,Installazione o sostituzione vetro antisfondamento,0.0
2018,Lazio,Motorizzazione tapparelle,0.02
2018,Lazio,Rifacimento facciata,0.01
2018,Lazio,Riparazione o manutenzione tetto,0.03
2018,Liguria,Automazione cancelli,0.0
2018,Liguria,Certificato conformità impianto elettrico,0.05
2018,Liguria,Certificazione energetica,0.43
2018,Liguria,Costruzione o sostituzione tetto,0.02
2018,Liguria,Cronotermostato e termostato,0.0
2018,Liguria,Finestre blindate,0.0
2018,Liguria,Impianto di allarme,0.07
2018,Liguria,Installazione impianto di domotica,0.0
2018,Liguria,Installazione impianto wifi,0.0
2018,Liguria,Installazione o sostituzione doppi vetri,0.01
2018,Liguria,Installazione o sostituzione finestre,0.25
2018,Liguria,Installazione o sostituzione impianto di videosorveglianza,0.01
2018,Liguria,Installazione o sostituzione inferriate,0.0
2018,Liguria,Installazione o sostituzione pannelli fotovoltaici,0.03
2018,Liguria,Installazione o sostituzione porte blindate,0.07
2018,Liguria,Installazione o sostituzione serrature,0.02
2018,Liguria,Installazione o sostituzione vetro antisfondamento,0.0
2018,Liguria,Motorizzazione tapparelle,0.01
2018,Liguria,Rifacimento facciata,0.01
2018,Liguria,Riparazione o manutenzione tetto,0.02
2018,Lombardia,Automazione cancelli,0.02
2018,Lombardia,Certificato conformità impianto elettrico,0.05
2018,Lombardia,Certificazione energetica,0.33
2018,Lombardia,Costruzione o sostituzione tetto,0.01
2018,Lombardia,Cronotermostato e termostato,0.01
2018,Lombardia,Finestre blindate,0.0
2018,Lombardia,Impianto di allarme,0.12
2018,Lombardia,Installazione impianto di domotica,0.0
2018,Lombardia,Installazione impianto wifi,0.0
2018,Lombardia,Installazione o sostituzione doppi vetri,0.01
2018,Lombardia,Installazione o sostituzione finestre,0.25
2018,Lombardia,Installazione o sostituzione impianto di videosorveglianza,0.02
2018,Lombardia,Installazione o sostituzione inferriate,0.0
2018,Lombardia,Installazione o sostituzione pannelli fotovoltaici,0.02
2018,Lombardia,Installazione o sostituzione porte blindate,0.08
2018,Lombardia,Installazione o sostituzione serrature,0.03
2018,Lombardia,Installazione o sostituzione vetro antisfondamento,0.0
2018,Lombardia,Motorizzazione tapparelle,0.02
2018,Lombardia,Rifacimento facciata,0.01
2018,Lombardia,Riparazione o manutenzione tetto,0.02
2018,Marche,Automazione cancelli,0.02
2018,Marche,Certificato conformità impianto elettrico,0.01
2018,Marche,Certificazione energetica,0.24
2018,Marche,Costruzione o sostituzione tetto,0.04
2018,Marche,Cronotermostato e termostato,0.0
2018,Marche,Finestre blindate,0.01
2018,Marche,Impianto di allarme,0.16
2018,Marche,Installazione impianto di domotica,0.0
2018,Marche,Installazione o sostituzione doppi vetri,0.01
2018,Marche,Installazione o sostituzione finestre,0.25
2018,Marche,Installazione o sostituzione impianto di videosorveglianza,0.03
2018,Marche,Installazione o sostituzione inferriate,0.0
2018,Marche,Installazione o sostituzione pannelli fotovoltaici,0.06
2018,Marche,Installazione o sostituzione porte blindate,0.1
2018,Marche,Installazione o sostituzione serrature,0.01
2018,Marche,Installazione o sostituzione vetro antisfondamento,0.01
2018,Marche,Motorizzazione tapparelle,0.01
2018,Marche,Rifacimento facciata,0.01
2018,Marche,Riparazione o manutenzione tetto,0.04
2018,Molise,Automazione cancelli,0.02
2018,Molise,Certificato conformità impianto elettrico,0.04
2018,Molise,Certificazione energetica,0.27
2018,Molise,Costruzione o sostituzione tetto,0.02
2018,Molise,Finestre blindate,0.0
2018,Molise,Impianto di allarme,0.06
2018,Molise,Installazione o sostituzione finestre,0.35
2018,Molise,Installazione o sostituzione impianto di videosorveglianza,0.02
2018,Molise,Installazione o sostituzione inferriate,0.0
2018,Molise,Installazione o sostituzione pannelli fotovoltaici,0.04
2018,Molise,Installazione o sostituzione porte blindate,0.04
2018,Molise,Installazione o sostituzione serrature,0.08
2018,Molise,Installazione o sostituzione vetro antisfondamento,0.0
2018,Molise,Motorizzazione tapparelle,0.02
2018,Molise,Riparazione o manutenzione tetto,0.04
2018,Piemonte,Automazione cancelli,0.01
2018,Piemonte,Certificato conformità impianto elettrico,0.04
2018,Piemonte,Certificazione energetica,0.35
2018,Piemonte,Costruzione o sostituzione tetto,0.02
2018,Piemonte,Cronotermostato e termostato,0.0
2018,Piemonte,Finestre blindate,0.0
2018,Piemonte,Impianto di allarme,0.13
2018,Piemonte,Installazione impianto di domotica,0.0
2018,Piemonte,Installazione impianto wifi,0.0
2018,Piemonte,Installazione o sostituzione doppi vetri,0.01
2018,Piemonte,Installazione o sostituzione finestre,0.22
2018,Piemonte,Installazione o sostituzione impianto di videosorveglianza,0.01
2018,Piemonte,Installazione o sostituzione inferriate,0.0
2018,Piemonte,Installazione o sostituzione pannelli fotovoltaici,0.03
2018,Piemonte,Installazione o sostituzione porte blindate,0.08
2018,Piemonte,Installazione o sostituzione serrature,0.02
2018,Piemonte,Installazione o sostituzione vetro antisfondamento,0.0
2018,Piemonte,Motorizzazione tapparelle,0.02
2018,Piemonte,Rifacimento facciata,0.01
2018,Piemonte,Riparazione o manutenzione tetto,0.04
2018,Sardegna,Automazione cancelli,0.02
2018,Sardegna,Certificato conformità impianto elettrico,0.05
2018,Sardegna,Certificazione energetica,0.31
2018,Sardegna,Costruzione o sostituzione tetto,0.06
2018,Sardegna,Cronotermostato e termostato,0.0
2018,Sardegna,Finestre blindate,0.01
2018,Sardegna,Impianto di allarme,0.1
2018,Sardegna,Installazione impianto di domotica,0.0
2018,Sardegna,Installazione impianto wifi,0.0
2018,Sardegna,Installazione o sostituzione doppi vetri,0.01
2018,Sardegna,Installazione o sostituzione finestre,0.19
2018,Sardegna,Installazione o sostituzione impianto di videosorveglianza,0.05
2018,Sardegna,Installazione o sostituzione inferriate,0.0
2018,Sardegna,Installazione o sostituzione pannelli fotovoltaici,0.04
2018,Sardegna,Installazione o sostituzione porte blindate,0.05
2018,Sardegna,Installazione o sostituzione serrature,0.02
2018,Sardegna,Installazione o sostituzione vetro antisfondamento,0.0
2018,Sardegna,Motorizzazione tapparelle,0.02
2018,Sardegna,Rifacimento facciata,0.02
2018,Sardegna,Riparazione o manutenzione tetto,0.04
2018,Sicilia,Automazione cancelli,0.01
2018,Sicilia,Certificato conformità impianto elettrico,0.03
2018,Sicilia,Certificazione energetica,0.26
2018,Sicilia,Costruzione o sostituzione tetto,0.08
2018,Sicilia,Cronotermostato e termostato,0.0
2018,Sicilia,Finestre blindate,0.0
2018,Sicilia,Impianto di allarme,0.15
2018,Sicilia,Installazione impianto di domotica,0.0
2018,Sicilia,Installazione impianto wifi,0.0
2018,Sicilia,Installazione o sostituzione doppi vetri,0.0
2018,Sicilia,Installazione o sostituzione finestre,0.18
2018,Sicilia,Installazione o sostituzione impianto di videosorveglianza,0.05
2018,Sicilia,Installazione o sostituzione inferriate,0.0
2018,Sicilia,Installazione o sostituzione pannelli fotovoltaici,0.08
2018,Sicilia,Installazione o sostituzione porte blindate,0.04
2018,Sicilia,Installazione o sostituzione serrature,0.01
2018,Sicilia,Installazione o sostituzione vetro antisfondamento,0.01
2018,Sicilia,Motorizzazione tapparelle,0.01
2018,Sicilia,Rifacimento facciata,0.03
2018,Sicilia,Riparazione o manutenzione tetto,0.03
2018,Trentino-Alto Adige,Automazione cancelli,0.01
2018,Trentino-Alto Adige,Certificato conformità impianto elettrico,0.04
2018,Trentino-Alto Adige,Certificazione energetica,0.41
2018,Trentino-Alto Adige,Costruzione o sostituzione tetto,0.02
2018,Trentino-Alto Adige,Cronotermostato e termostato,0.01
2018,Trentino-Alto Adige,Finestre blindate,0.0
2018,Trentino-Alto Adige,Impianto di allarme,0.12
2018,Trentino-Alto Adige,Installazione impianto di domotica,0.0
2018,Trentino-Alto Adige,Installazione impianto wifi,0.0
2018,Trentino-Alto Adige,Installazione o sostituzione doppi vetri,0.0
2018,Trentino-Alto Adige,Installazione o sostituzione finestre,0.2
2018,Trentino-Alto Adige,Installazione o sostituzione impianto di videosorveglianza,0.02
2018,Trentino-Alto Adige,Installazione o sostituzione inferriate,0.0
2018,Trentino-Alto Adige,Installazione o sostituzione pannelli fotovoltaici,0.03
2018,Trentino-Alto Adige,Installazione o sostituzione porte blindate,0.08
2018,Trentino-Alto Adige,Installazione o sostituzione serrature,0.01
2018,Trentino-Alto Adige,Installazione o sostituzione vetro antisfondamento,0.0
2018,Trentino-Alto Adige,Motorizzazione tapparelle,0.02
2018,Trentino-Alto Adige,Rifacimento facciata,0.01
2018,Trentino-Alto Adige,Riparazione o manutenzione tetto,0.02
2018,Toscana,Automazione cancelli,0.01
2018,Toscana,Certificato conformità impianto elettrico,0.04
2018,Toscana,Certificazione energetica,0.22
2018,Toscana,Costruzione o sostituzione tetto,0.01
2018,Toscana,Cronotermostato e termostato,0.01
2018,Toscana,Finestre blindate,0.0
2018,Toscana,Impianto di allarme,0.13
2018,Toscana,Installazione impianto di domotica,0.0
2018,Toscana,Installazione impianto wifi,0.0
2018,Toscana,Installazione o sostituzione doppi vetri,0.01
2018,Toscana,Installazione o sostituzione finestre,0.31
2018,Toscana,Installazione o sostituzione impianto di videosorveglianza,0.03
2018,Toscana,Installazione o sostituzione inferriate,0.0
2018,Toscana,Installazione o sostituzione pannelli fotovoltaici,0.04
2018,Toscana,Installazione o sostituzione porte blindate,0.1
2018,Toscana,Installazione o sostituzione serrature,0.03
2018,Toscana,Installazione o sostituzione vetro antisfondamento,0.0
2018,Toscana,Motorizzazione tapparelle,0.01
2018,Toscana,Rifacimento facciata,0.01
2018,Toscana,Riparazione o manutenzione tetto,0.04
2018,Umbria,Automazione cancelli,0.02
2018,Umbria,Certificato conformità impianto elettrico,0.05
2018,Umbria,Certificazione energetica,0.21
2018,Umbria,Costruzione o sostituzione tetto,0.03
2018,Umbria,Cronotermostato e termostato,0.01
2018,Umbria,Finestre blindate,0.01
2018,Umbria,Impianto di allarme,0.19
2018,Umbria,Installazione impianto di domotica,0.0
2018,Umbria,Installazione o sostituzione doppi vetri,0.0
2018,Umbria,Installazione o sostituzione finestre,0.22
2018,Umbria,Installazione o sostituzione impianto di videosorveglianza,0.05
2018,Umbria,Installazione o sostituzione inferriate,0.0
2018,Umbria,Installazione o sostituzione pannelli fotovoltaici,0.06
2018,Umbria,Installazione o sostituzione porte blindate,0.08
2018,Umbria,Installazione o sostituzione serrature,0.02
2018,Umbria,Installazione o sostituzione vetro antisfondamento,0.0
2018,Umbria,Motorizzazione tapparelle,0.02
2018,Umbria,Rifacimento facciata,0.01
2018,Umbria,Riparazione o manutenzione tetto,0.04
2018,Veneto,Automazione cancelli,0.02
2018,Veneto,Certificato conformità impianto elettrico,0.04
2018,Veneto,Certificazione energetica,0.36
2018,Veneto,Costruzione o sostituzione tetto,0.02
2018,Veneto,Cronotermostato e termostato,0.01
2018,Veneto,Finestre blindate,0.0
2018,Veneto,Impianto di allarme,0.08
2018,Veneto,Installazione impianto di domotica,0.0
2018,Veneto,Installazione impianto wifi,0.0
2018,Veneto,Installazione o sostituzione doppi vetri,0.01
2018,Veneto,Installazione o sostituzione finestre,0.25
2018,Veneto,Installazione o sostituzione impianto di videosorveglianza,0.02
2018,Veneto,Installazione o sostituzione inferriate,0.0
2018,Veneto,Installazione o sostituzione pannelli fotovoltaici,0.04
2018,Veneto,Installazione o sostituzione porte blindate,0.07
2018,Veneto,Installazione o sostituzione serrature,0.02
2018,Veneto,Installazione o sostituzione vetro antisfondamento,0.01
2018,Veneto,Motorizzazione tapparelle,0.02
2018,Veneto,Rifacimento facciata,0.01
2018,Veneto,Riparazione o manutenzione tetto,0.03
2019,Abruzzo,Automazione cancelli,0.02
2019,Abruzzo,Certificato conformità impianto elettrico,0.03
2019,Abruzzo,Certificazione energetica,0.23
2019,Abruzzo,Costruzione o sostituzione tetto,0.09
2019,Abruzzo,Cronotermostato e termostato,0.0
2019,Abruzzo,Finestre blindate,0.0
2019,Abruzzo,Impianto di allarme,0.1
2019,Abruzzo,Installazione impianto di domotica,0.01
2019,Abruzzo,Installazione impianto wifi,0.0
2019,Abruzzo,Installazione o sostituzione doppi vetri,0.02
2019,Abruzzo,Installazione o sostituzione finestre,0.14
2019,Abruzzo,Installazione o sostituzione impianto di videosorveglianza,0.03
2019,Abruzzo,Installazione o sostituzione inferriate,0.02
2019,Abruzzo,Installazione o sostituzione pannelli fotovoltaici,0.05
2019,Abruzzo,Installazione o sostituzione porte blindate,0.05
2019,Abruzzo,Installazione o sostituzione serrature,0.08
2019,Abruzzo,Installazione o sostituzione vetro antisfondamento,0.01
2019,Abruzzo,Motorizzazione tapparelle,0.02
2019,Abruzzo,Rifacimento facciata,0.01
2019,Abruzzo,Riparazione o manutenzione tetto,0.08
2019,Valle d'Aosta,Certificato conformità impianto elettrico,0.03
2019,Valle d'Aosta,Certificazione energetica,0.42
2019,Valle d'Aosta,Costruzione o sostituzione tetto,0.12
2019,Valle d'Aosta,Cronotermostato e termostato,0.03
2019,Valle d'Aosta,Finestre blindate,0.0
2019,Valle d'Aosta,Impianto di allarme,0.04
2019,Valle d'Aosta,Installazione o sostituzione doppi vetri,0.03
2019,Valle d'Aosta,Installazione o sostituzione finestre,0.12
2019,Valle d'Aosta,Installazione o sostituzione impianto di videosorveglianza,0.04
2019,Valle d'Aosta,Installazione o sostituzione pannelli fotovoltaici,0.01
2019,Valle d'Aosta,Installazione o sostituzione porte blindate,0.06
2019,Valle d'Aosta,Installazione o sostituzione serrature,0.03
2019,Valle d'Aosta,Installazione o sostituzione vetro antisfondamento,0.03
2019,Valle d'Aosta,Motorizzazione tapparelle,0.01
2019,Valle d'Aosta,Riparazione o manutenzione tetto,0.03
2019,Puglia,Automazione cancelli,0.03
2019,Puglia,Certificato conformità impianto elettrico,0.04
2019,Puglia,Certificazione energetica,0.2
2019,Puglia,Costruzione o sostituzione tetto,0.07
2019,Puglia,Cronotermostato e termostato,0.0
2019,Puglia,Finestre blindate,0.01
2019,Puglia,Impianto di allarme,0.11
2019,Puglia,Installazione impianto di domotica,0.01
2019,Puglia,Installazione impianto wifi,0.0
2019,Puglia,Installazione o sostituzione doppi vetri,0.0
2019,Puglia,Installazione o sostituzione finestre,0.18
2019,Puglia,Installazione o sostituzione impianto di videosorveglianza,0.04
2019,Puglia,Installazione o sostituzione inferriate,0.03
2019,Puglia,Installazione o sostituzione pannelli fotovoltaici,0.08
2019,Puglia,Installazione o sostituzione porte blindate,0.07
2019,Puglia,Installazione o sostituzione serrature,0.05
2019,Puglia,Installazione o sostituzione vetro antisfondamento,0.0
2019,Puglia,Motorizzazione tapparelle,0.01
2019,Puglia,Rifacimento facciata,0.02
2019,Puglia,Riparazione o manutenzione tetto,0.03
2019,Basilicata,Automazione cancelli,0.04
2019,Basilicata,Certificato conformità impianto elettrico,0.02
2019,Basilicata,Certificazione energetica,0.19
2019,Basilicata,Costruzione o sostituzione tetto,0.1
2019,Basilicata,Cronotermostato e termostato,0.0
2019,Basilicata,Finestre blindate,0.0
2019,Basilicata,Impianto di allarme,0.17
2019,Basilicata,Installazione impianto di domotica,0.0
2019,Basilicata,Installazione o sostituzione doppi vetri,0.01
2019,Basilicata,Installazione o sostituzione finestre,0.16
2019,Basilicata,Installazione o sostituzione impianto di videosorveglianza,0.03
2019,Basilicata,Installazione o sostituzione inferriate,0.01
2019,Basilicata,Installazione o sostituzione pannelli fotovoltaici,0.12
2019,Basilicata,Installazione o sostituzione porte blindate,0.06
2019,Basilicata,Installazione o sostituzione serrature,0.04
2019,Basilicata,Motorizzazione tapparelle,0.01
2019,Basilicata,Rifacimento facciata,0.0
2019,Basilicata,Riparazione o manutenzione tetto,0.04
2019,Calabria,Automazione cancelli,0.02
2019,Calabria,Certificato conformità impianto elettrico,0.03
2019,Calabria,Certificazione energetica,0.2
2019,Calabria,Costruzione o sostituzione tetto,0.1
2019,Calabria,Cronotermostato e termostato,0.01
2019,Calabria,Finestre blindate,0.01
2019,Calabria,Impianto di allarme,0.12
2019,Calabria,Installazione impianto di domotica,0.01
2019,Calabria,Installazione impianto wifi,0.0
2019,Calabria,Installazione o sostituzione doppi vetri,0.0
2019,Calabria,Installazione o sostituzione finestre,0.23
2019,Calabria,Installazione o sostituzione impianto di videosorveglianza,0.04
2019,Calabria,Installazione o sostituzione inferriate,0.01
2019,Calabria,Installazione o sostituzione pannelli fotovoltaici,0.09
2019,Calabria,Installazione o sostituzione porte blindate,0.04
2019,Calabria,Installazione o sostituzione serrature,0.03
2019,Calabria,Installazione o sostituzione vetro antisfondamento,0.01
2019,Calabria,Motorizzazione tapparelle,0.01
2019,Calabria,Rifacimento facciata,0.01
2019,Calabria,Riparazione o manutenzione tetto,0.03
2019,Campania,Automazione cancelli,0.02
2019,Campania,Certificato conformità impianto elettrico,0.04
2019,Campania,Certificazione energetica,0.26
2019,Campania,Costruzione o sostituzione tetto,0.05
2019,Campania,Cronotermostato e termostato,0.01
2019,Campania,Finestre blindate,0.01
2019,Campania,Impianto di allarme,0.12
2019,Campania,Installazione impianto di domotica,0.01
2019,Campania,Installazione impianto wifi,0.0
2019,Campania,Installazione o sostituzione doppi vetri,0.01
2019,Campania,Installazione o sostituzione finestre,0.16
2019,Campania,Installazione o sostituzione impianto di videosorveglianza,0.04
2019,Campania,Installazione o sostituzione inferriate,0.03
