Year,ticket_geo_region_name,Renovation,Distribution
2020,Liguria,Installazione o sostituzione serrature,0.03
2020,Liguria,Installazione o sostituzione vetro antisfondamento,0.0
2020,Liguria,Motorizzazione tapparelle,0.01
2020,Liguria,Rifacimento facciata,0.02
2020,Liguria,Riparazione o manutenzione tetto,0.03
2020,Lombardia,Automazione cancelli,0.02
2020,Lombardia,Certificato conformità impianto elettrico,0.04
2020,Lombardia,Certificazione energetica,0.27
2020,Lombardia,Costruzione o sostituzione tetto,0.03
2020,Lombardia,Cronotermostato e termostato,0.01
2020,Lombardia,Finestre blindate,0.01
2020,Lombardia,Impianto di allarme,0.05
2020,Lombardia,Installazione impianto di domotica,0.01
2020,Lombardia,Installazione impianto wifi,0.0
2020,Lombardia,Installazione o sostituzione doppi vetri,0.01
2020,Lombardia,Installazione o sostituzione finestre,0.22
2020,Lombardia,Installazione o sostituzione impianto di videosorveglianza,0.01
2020,Lombardia,Installazione o sostituzione inferriate,0.03
2020,Lombardia,Installazione o sostituzione pannelli fotovoltaici,0.09
2020,Lombardia,Installazione o sostituzione porte blindate,0.05
2020,Lombardia,Installazione o sostituzione serrature,0.05
2020,Lombardia,Installazione o sostituzione vetro antisfondamento,0.0
2020,Lombardia,Motorizzazione tapparelle,0.02
2020,Lombardia,Rifacimento facciata,0.02
2020,Lombardia,Riparazione o manutenzione tetto,0.04
2020,Marche,Automazione cancelli,0.01
2020,Marche,Certificato conformità impianto elettrico,0.02
2020,Marche,Certificazione energetica,0.2
2020,Marche,Costruzione o sostituzione tetto,0.02
2020,Marche,Cronotermostato e termostato,0.0
2020,Marche,Finestre blindate,0.01
2020,Marche,Impianto di allarme,0.04
2020,Marche,Installazione impianto di domotica,0.0
2020,Marche,Installazione o sostituzione doppi vetri,0.01
2020,Marche,Installazione o sostituzione finestre,0.28
2020,Marche,Installazione o sostituzione impianto di videosorveglianza,0.01
2020,Marche,Installazione o sostituzione inferriate,0.04
2020,Marche,Installazione o sostituzione pannelli fotovoltaici,0.21
2020,Marche,Installazione o sostituzione porte blindate,0.06
2020,Marche,Installazione o sostituzione serrature,0.05
2020,Marche,Installazione o sostituzione vetro antisfondamento,0.01
2020,Marche,Motorizzazione tapparelle,0.0
2020,Marche,Rifacimento facciata,0.01
2020,Marche,Riparazione o manutenzione tetto,0.01
2020,Molise,Automazione cancelli,0.04
2020,Molise,Certificato conformità impianto elettrico,0.03
2020,Molise,Certificazione energetica,0.13
2020,Molise,Costruzione o sostituzione tetto,0.01
2020,Molise,Finestre blindate,0.0
2020,Molise,Impianto di allarme,0.04
2020,Molise,Installazione o sostituzione finestre,0.25
2020,Molise,Installazione o sostituzione impianto di videosorveglianza,0.03
2020,Molise,Installazione o sostituzione inferriate,0.0
2020,Molise,Installazione o sostituzione pannelli fotovoltaici,0.32
2020,Molise,Installazione o sostituzione porte blindate,0.06
2020,Molise,Installazione o sostituzione serrature,0.03
2020,Molise,Installazione o sostituzione vetro antisfondamento,0.01
2020,Molise,Motorizzazione tapparelle,0.0
2020,Molise,Riparazione o manutenzione tetto,0.04
2020,Piemonte,Automazione cancelli,0.03
2020,Piemonte,Certificato conformità impianto elettrico,0.04
2020,Piemonte,Certificazione energetica,0.24
2020,Piemonte,Costruzione o sostituzione tetto,0.05
2020,Piemonte,Cronotermostato e termostato,0.01
2020,Piemonte,Finestre blindate,0.01
2020,Piemonte,Impianto di allarme,0.05
2020,Piemonte,Installazione impianto di domotica,0.01
2020,Piemonte,Installazione impianto wifi,0.0
2020,Piemonte,Installazione o sostituzione doppi vetri,0.01
2020,Piemonte,Installazione o sostituzione finestre,0.21
2020,Piemonte,Installazione o sostituzione impianto di videosorveglianza,0.02
2020,Piemonte,Installazione o sostituzione inferriate,0.02
2020,Piemonte,Installazione o sostituzione pannelli fotovoltaici,0.13
2020,Piemonte,Installazione o sostituzione porte blindate,0.06
2020,Piemonte,Installazione o sostituzione serrature,0.04
2020,Piemonte,Installazione o sostituzione vetro antisfondamento,0.0
2020,Piemonte,Motorizzazione tapparelle,0.01
2020,Piemonte,Rifacimento facciata,0.02
2020,Piemonte,Riparazione o manutenzione tetto,0.06
2020,Sardegna,Automazione cancelli,0.03
2020,Sardegna,Certificato conformità impianto elettrico,0.03
2020,Sardegna,Certificazione energetica,0.15
2020,Sardegna,Costruzione o sostituzione tetto,0.03
2020,Sardegna,Cronotermostato e termostato,0.0
2020,Sardegna,Finestre blindate,0.01
2020,Sardegna,Impianto di allarme,0.05
2020,Sardegna,Installazione impianto di domotica,0.01
2020,Sardegna,Installazione impianto wifi,0.0
2020,Sardegna,Installazione o sostituzione doppi vetri,0.01
2020,Sardegna,Installazione o sostituzione finestre,0.22
2020,Sardegna,Installazione o sostituzione impianto di videosorveglianza,0.05
2020,Sardegna,Installazione o sostituzione inferriate,0.02
2020,Sardegna,Installazione o sostituzione pannelli fotovoltaici,0.21
2020,Sardegna,Installazione o sostituzione porte blindate,0.04
2020,Sardegna,Installazione o sostituzione serrature,0.05
2020,Sardegna,Installazione o sostituzione vetro antisfondamento,0.01
2020,Sardegna,Motorizzazione tapparelle,0.01
2020,Sardegna,Rifacimento facciata,0.04
2020,Sardegna,Riparazione o manutenzione tetto,0.03
2020,Sicilia,Automazione cancelli,0.02
2020,Sicilia,Certificato conformità impianto elettrico,0.04
2020,Sicilia,Certificazione energetica,0.11
2020,Sicilia,Costruzione o sostituzione tetto,0.04
2020,Sicilia,Cronotermostato e termostato,0.0
2020,Sicilia,Finestre blindate,0.01
2020,Sicilia,Impianto di allarme,0.04
2020,Sicilia,Installazione impianto di domotica,0.01
2020,Sicilia,Installazione impianto wifi,0.0
2020,Sicilia,Installazione o sostituzione doppi vetri,0.01
2020,Sicilia,Installazione o sostituzione finestre,0.21
2020,Sicilia,Installazione o sostituzione impianto di videosorveglianza,0.04
2020,Sicilia,Installazione o sostituzione inferriate,0.02
2020,Sicilia,Installazione o sostituzione pannelli fotovoltaici,0.29
2020,Sicilia,Installazione o sostituzione porte blindate,0.04
2020,Sicilia,Installazione o sostituzione serrature,0.03
2020,Sicilia,Installazione o sostituzione vetro antisfondamento,0.01
2020,Sicilia,Motorizzazione tapparelle,0.01
2020,Sicilia,Rifacimento facciata,0.03
2020,Sicilia,Riparazione o manutenzione tetto,0.03
2020,Trentino-Alto Adige,Automazione cancelli,0.01
2020,Trentino-Alto Adige,Certificato conformità impianto elettrico,0.02
2020,Trentino-Alto Adige,Certificazione energetica,0.26
2020,Trentino-Alto Adige,Costruzione o sostituzione tetto,0.05
2020,Trentino-Alto Adige,Cronotermostato e termostato,0.0
2020,Trentino-Alto Adige,Finestre blindate,0.01
2020,Trentino-Alto Adige,Impianto di allarme,0.03
2020,Trentino-Alto Adige,Installazione impianto di domotica,0.01
2020,Trentino-Alto Adige,Installazione impianto wifi,0.0
2020,Trentino-Alto Adige,Installazione o sostituzione doppi vetri,0.01
2020,Trentino-Alto Adige,Installazione o sostituzione finestre,0.25
2020,Trentino-Alto Adige,Installazione o sostituzione impianto di videosorveglianza,0.02
2020,Trentino-Alto Adige,Installazione o sostituzione inferriate,0.01
2020,Trentino-Alto Adige,Installazione o sostituzione pannelli fotovoltaici,0.14
2020,Trentino-Alto Adige,Installazione o sostituzione porte blindate,0.05
2020,Trentino-Alto Adige,Installazione o sostituzione serrature,0.05
2020,Trentino-Alto Adige,Installazione o sostituzione vetro antisfondamento,0.01
2020,Trentino-Alto Adige,Motorizzazione tapparelle,0.01
2020,Trentino-Alto Adige,Rifacimento facciata,0.01
2020,Trentino-Alto Adige,Riparazione o manutenzione tetto,0.04
2020,Toscana,Automazione cancelli,0.02
2020,Toscana,Certificato conformità impianto elettrico,0.03
2020,Toscana,Certificazione energetica,0.13
2020,Toscana,Costruzione o sostituzione tetto,0.03
2020,Toscana,Cronotermostato e termostato,0.01
2020,Toscana,Finestre blindate,0.01
2020,Toscana,Impianto di allarme,0.05
2020,Toscana,Installazione impianto di domotica,0.01
2020,Toscana,Installazione impianto wifi,0.0
2020,Toscana,Installazione o sostituzione doppi vetri,0.01
2020,Toscana,Installazione o sostituzione finestre,0.29
2020,Toscana,Installazione o sostituzione impianto di videosorveglianza,0.01
2020,Toscana,Installazione o sostituzione inferriate,0.04
2020,Toscana,Installazione o sostituzione pannelli fotovoltaici,0.19
2020,Toscana,Installazione o sostituzione porte blindate,0.06
2020,Toscana,Installazione o sostituzione serrature,0.04
2020,Toscana,Installazione o sostituzione vetro antisfondamento,0.0
2020,Toscana,Motorizzazione tapparelle,0.01
2020,Toscana,Rifacimento facciata,0.02
2020,Toscana,Riparazione o manutenzione tetto,0.04
2020,Umbria,Automazione cancelli,0.02
2020,Umbria,Certificato conformità impianto elettrico,0.02
2020,Umbria,Certificazione energetica,0.09
2020,Umbria,Costruzione o sostituzione tetto,0.02
2020,Umbria,Cronotermostato e termostato,0.02
2020,Umbria,Finestre blindate,0.01
2020,Umbria,Impianto di allarme,0.05
2020,Umbria,Installazione impianto di domotica,0.01
2020,Umbria,Installazione o sostituzione doppi vetri,0.01
2020,Umbria,Installazione o sostituzione finestre,0.25
2020,Umbria,Installazione o sostituzione impianto di videosorveglianza,0.02
2020,Umbria,Installazione o sostituzione inferriate,0.05
2020,Umbria,Installazione o sostituzione pannelli fotovoltaici,0.31
2020,Umbria,Installazione o sostituzione porte blindate,0.04
2020,Umbria,Installazione o sostituzione serrature,0.03
2020,Umbria,Installazione o sostituzione vetro antisfondamento,0.01
2020,Umbria,Motorizzazione tapparelle,0.01
2020,Umbria,Rifacimento facciata,0.02
2020,Umbria,Riparazione o manutenzione tetto,0.03
2020,Veneto,Automazione cancelli,0.03
2020,Veneto,Certificato conformità impianto elettrico,0.03
2020,Veneto,Certificazione energetica,0.21
2020,Veneto,Costruzione o sostituzione tetto,0.03
2020,Veneto,Cronotermostato e termostato,0.0
2020,Veneto,Finestre blindate,0.01
2020,Veneto,Impianto di allarme,0.05
2020,Veneto,Installazione impianto di domotica,0.01
2020,Veneto,Installazione impianto wifi,0.0
2020,Veneto,Installazione o sostituzione doppi vetri,0.01
2020,Veneto,Installazione o sostituzione finestre,0.2
2020,Veneto,Installazione o sostituzione impianto di videosorveglianza,0.01
2020,Veneto,Installazione o sostituzione inferriate,0.03
2020,Veneto,Installazione o sostituzione pannelli fotovoltaici,0.22
2020,Veneto,Installazione o sostituzione porte blindate,0.05
2020,Veneto,Installazione o sostituzione serrature,0.03
2020,Veneto,Installazione o sostituzione vetro antisfondamento,0.0
2020,Veneto,Motorizzazione tapparelle,0.01
2020,Veneto,Rifacimento facciata,0.01
2020,Veneto,Riparazione o manutenzione tetto,0.06
