Year,ticket_geo_region_name,Loc_type,Distribution
2020,Madrid,aldea antigua,
2020,Madrid,restaurante,0.32
2020,Madrid,finca/campo,0.26
2020,Madrid,palacio/castillo,0.28
2020,Madrid,villa,0.14
2020,Extremadura,aldea antigua,
2020,Extremadura,restaurante,
2020,Extremadura,finca/campo,
2020,Extremadura,palacio/castillo,
2020,Extremadura,villa,
2020,Galicia,aldea antigua,
2020,Galicia,restaurante,
2020,Galicia,finca/campo,
2020,Galicia,palacio/castillo,
2020,Galicia,villa,
2020,La Rioja,aldea antigua,
2020,La Rioja,restaurante,
2020,La Rioja,finca/campo,
2020,La Rioja,palacio/castillo,
2020,La Rioja,villa,
2020,Melilla,aldea antigua,
2020,Melilla,restaurante,
2020,Melilla,finca/campo,
2020,Melilla,palacio/castillo,
2020,Melilla,villa,
2020,Navarra,aldea antigua,
2020,Navarra,restaurante,
2020,Navarra,finca/campo,
2020,Navarra,palacio/castillo,
2020,Navarra,villa,
2020,Murcia,aldea antigua,
2020,Murcia,restaurante,
2020,Murcia,finca/campo,
2020,Murcia,palacio/castillo,
2020,Murcia,villa,
2020,España,aldea antigua,0.02
2020,España,restaurante,0.46
2020,España,finca/campo,0.15
2020,España,palacio/castillo,0.26
2020,España,villa,0.12
2020,Valencia,aldea antigua,
2020,Valencia,restaurante,0.76
2020,Valencia,finca/campo,0.24
2020,Valencia,palacio/castillo,
2020,Valencia,villa,
