date,mariage traiteur,vegan mariage ,gateau mariage_x,poisson mariage ,buffet mariage,isPartial_x,gateau mariage_y,mariage champagne,viande mariage ,mariage cocktail,isPartial_y
2019-01-13,69,0,42,4,14,False,42,11,4,44,False
2019-01-20,44,0,42,0,11,False,42,6,6,23,False
2019-01-27,48,2,34,2,8,False,34,10,0,31,False
2019-02-03,36,2,31,2,6,False,31,6,7,28,False
2019-02-10,36,0,38,3,10,False,38,14,3,42,False
2019-02-17,44,0,27,3,12,False,27,10,3,31,False
2019-02-24,52,3,35,5,8,False,35,14,0,42,False
2019-03-03,41,2,45,0,7,False,45,16,5,42,False
2019-03-10,48,0,41,2,7,False,41,10,2,47,False
2019-03-17,52,0,35,12,9,False,35,6,3,44,False
2019-03-24,45,3,45,3,14,False,45,13,0,40,False
2019-03-31,36,0,26,5,12,False,26,10,2,27,False
2019-04-07,62,0,51,3,13,False,51,13,5,24,False
2019-04-14,45,3,57,6,8,False,57,16,3,22,False
2019-04-21,42,0,50,0,17,False,50,12,8,33,False
2019-04-28,51,0,38,2,12,False,38,11,5,37,False
2019-05-05,51,0,38,2,9,False,38,18,2,42,False
2019-05-12,47,2,32,2,14,False,32,10,2,25,False
2019-05-19,43,0,33,2,7,False,33,13,5,34,False
2019-05-26,48,2,42,7,7,False,42,15,2,35,False
2019-06-02,41,2,44,0,9,False,44,24,2,24,False
2019-06-09,56,2,47,2,8,False,47,12,2,23,False
2019-06-16,61,3,58,7,11,False,58,12,2,31,False
2019-06-23,30,2,37,5,12,False,37,12,2,28,False
2019-06-30,36,5,25,5,5,False,25,14,2,27,False
2019-07-07,45,0,38,7,11,False,38,17,2,35,False
2019-07-14,46,0,35,8,8,False,35,11,3,24,False
2019-07-21,39,3,36,5,14,False,36,9,5,23,False
2019-07-28,47,3,33,8,13,False,33,12,0,17,False
2019-08-04,41,5,36,3,7,False,36,8,3,16,False
2019-08-11,48,4,32,4,11,False,32,8,4,26,False
2019-08-18,54,5,44,4,16,False,44,12,5,21,False
2019-08-25,59,0,38,2,11,False,38,15,5,28,False
2019-09-01,54,0,47,4,9,False,47,7,2,12,False
2019-09-08,52,2,26,5,10,False,26,10,5,24,False
2019-09-15,53,0,41,5,10,False,41,11,2,13,False
2019-09-22,51,0,32,0,10,False,32,13,3,14,False
2019-09-29,38,0,30,2,8,False,30,7,2,12,False
2019-10-06,42,0,33,0,10,False,33,15,2,14,False
2019-10-13,53,0,21,0,8,False,21,13,2,12,False
2019-10-20,38,2,45,5,9,False,45,7,3,12,False
2019-10-27,44,0,36,2,8,False,36,9,2,20,False
2019-11-03,30,0,20,2,6,False,20,5,0,11,False
2019-11-10,49,2,42,5,7,False,42,10,4,7,False
2019-11-17,43,0,28,0,9,False,28,2,0,11,False
2019-11-24,30,0,25,5,7,False,25,12,2,9,False
2019-12-01,42,2,23,2,2,False,23,7,2,9,False
2019-12-08,39,0,20,0,6,False,20,8,3,17,False
2019-12-15,22,0,16,0,5,False,16,2,0,6,False
2019-12-22,27,0,25,3,10,False,25,10,4,13,False
2019-12-29,63,0,26,5,12,False,26,7,4,18,False
2020-01-05,66,0,26,2,7,False,26,12,0,30,False
2020-01-12,51,2,34,2,13,False,34,11,2,40,False
2020-01-19,44,0,30,2,8,False,30,16,4,38,False
2020-01-26,47,0,32,6,3,False,32,12,0,40,False
2020-02-02,51,0,32,4,13,False,32,7,0,46,False
2020-02-09,25,0,40,3,12,False,40,20,4,29,False
2020-02-16,55,2,47,9,24,False,47,18,3,43,False
2020-02-23,38,0,28,3,6,False,28,15,2,41,False
2020-03-01,40,0,38,2,16,False,38,4,5,27,False
2020-03-08,34,2,25,6,8,False,25,12,2,33,False
2020-03-15,20,0,21,4,2,False,21,4,0,10,False
2020-03-22,23,0,23,4,2,False,23,2,0,6,False
2020-03-29,26,0,22,2,6,False,22,2,3,12,False
2020-04-05,19,0,30,6,12,False,30,8,0,11,False
2020-04-12,39,2,15,4,6,False,15,7,4,11,False
2020-04-19,27,2,20,3,9,False,20,7,4,16,False
2020-04-26,23,4,24,3,6,False,24,6,2,11,False
2020-05-03,28,0,42,0,43,True,42,14,0,14,True
