"id","name","name","name","elite_keywords","top_keywords"
115,Terasse renovieren und/oder neumachen,Renovierungsarbeiten Außenbereiche,,,
116,Fassade renovieren und/oder neumachen,Renovierungsarbeiten Außenbereiche,,,
117,Dämmungsarbeiten,Renovierungsarbeiten Außenbereiche,,,
655,Garage renovieren,Renovierungsarbeiten Außenbereiche,,,
680,Isolierungsarbeiten,Renovierungsarbeiten Außenbereiche,,,
118,Gerüste aufbauen oder installieren,Aufbau und Installation von Gerüsten,Gerüstbau,"a:3:{i:0;s:10:""Gerüstbau"";i:1;s:14:""Gerüst mieten"";i:2;s:18:""Rollgerüst mieten"";}","a:13:{i:0;s:19:""Rollrüstung mieten"";i:1;s:14:""Gerüstverleih"";i:2;s:22:""Fassadengerüst mieten"";i:3;s:16:""Gerüstbaufirmen"";i:4;s:17:""Baugerüst mieten"";i:5;s:17:""Gerüstvermietung"";i:6;s:11:""Rollgerüst"";i:7;s:10:""Baugerüst"";i:8;s:17:""Fahrbares Gerüst"";i:9;s:14:""Arbeitsgerüst"";i:10;s:10:""Gerüstbau"";i:11;s:14:""Gerüst mieten"";i:12;s:18:""Rollgerüst mieten"";}"
120,Um- oder Anbau,Renovierungsarbeiten Wohnraum,Altbausanierung,"a:3:{i:0;s:15:""Altbausanierung"";i:1;s:17:""Wohnungssanierung"";i:2;s:12:""Bausanierung"";}","a:10:{i:0;s:15:""Asbestsanierung"";i:1;s:12:""Bausanierung"";i:2;s:15:""Balkon sanieren"";i:3;s:18:""Wohnung renovieren"";i:4;s:13:""Haussanierung"";i:5;s:17:""Schimmelsanierung"";i:6;s:15:""Altbau sanieren"";i:7;s:15:""Kellersanierung"";i:8;s:15:""Altbausanierung"";i:9;s:17:""Wohnungssanierung"";}"
121,Haus oder Wohnung renovieren,Renovierungsarbeiten Wohnraum,Altbausanierung,"a:3:{i:0;s:15:""Altbausanierung"";i:1;s:17:""Wohnungssanierung"";i:2;s:12:""Bausanierung"";}","a:10:{i:0;s:15:""Asbestsanierung"";i:1;s:12:""Bausanierung"";i:2;s:15:""Balkon sanieren"";i:3;s:18:""Wohnung renovieren"";i:4;s:13:""Haussanierung"";i:5;s:17:""Schimmelsanierung"";i:6;s:15:""Altbau sanieren"";i:7;s:15:""Kellersanierung"";i:8;s:15:""Altbausanierung"";i:9;s:17:""Wohnungssanierung"";}"
122,Zimmer renovieren,Renovierungsarbeiten Wohnraum,Altbausanierung,"a:3:{i:0;s:15:""Altbausanierung"";i:1;s:17:""Wohnungssanierung"";i:2;s:12:""Bausanierung"";}","a:10:{i:0;s:15:""Asbestsanierung"";i:1;s:12:""Bausanierung"";i:2;s:15:""Balkon sanieren"";i:3;s:18:""Wohnung renovieren"";i:4;s:13:""Haussanierung"";i:5;s:17:""Schimmelsanierung"";i:6;s:15:""Altbau sanieren"";i:7;s:15:""Kellersanierung"";i:8;s:15:""Altbausanierung"";i:9;s:17:""Wohnungssanierung"";}"
123,Bad renovieren,Renovierungsarbeiten Wohnraum,Altbausanierung,"a:3:{i:0;s:15:""Altbausanierung"";i:1;s:17:""Wohnungssanierung"";i:2;s:12:""Bausanierung"";}","a:10:{i:0;s:15:""Asbestsanierung"";i:1;s:12:""Bausanierung"";i:2;s:15:""Balkon sanieren"";i:3;s:18:""Wohnung renovieren"";i:4;s:13:""Haussanierung"";i:5;s:17:""Schimmelsanierung"";i:6;s:15:""Altbau sanieren"";i:7;s:15:""Kellersanierung"";i:8;s:15:""Altbausanierung"";i:9;s:17:""Wohnungssanierung"";}"
124,Küche renovieren,Renovierungsarbeiten Wohnraum,Altbausanierung,"a:3:{i:0;s:15:""Altbausanierung"";i:1;s:17:""Wohnungssanierung"";i:2;s:12:""Bausanierung"";}","a:10:{i:0;s:15:""Asbestsanierung"";i:1;s:12:""Bausanierung"";i:2;s:15:""Balkon sanieren"";i:3;s:18:""Wohnung renovieren"";i:4;s:13:""Haussanierung"";i:5;s:17:""Schimmelsanierung"";i:6;s:15:""Altbau sanieren"";i:7;s:15:""Kellersanierung"";i:8;s:15:""Altbausanierung"";i:9;s:17:""Wohnungssanierung"";}"
126,Küchenarbeitsflächen einbauen oder austauschen,Kleine Renovierungsarbeiten in Innenräumen,Badsanierung,"a:3:{i:0;s:12:""Badsanierung"";i:1;s:8:""Badumbau"";i:2;s:14:""Badrenovierung"";}","a:10:{i:0;s:12:""Badsanierung"";i:1;s:8:""Badumbau"";i:2;s:14:""Badrenovierung"";i:3;s:14:""Bad renovieren"";i:4;s:21:""Badezimmer renovieren"";i:5;s:17:""Badmodernisierung"";i:6;s:12:""Bad sanieren"";i:7;s:18:""Badewanne einbauen"";i:8;s:22:""kleines Bad einrichten"";i:9;s:19:""Badezimmer sanieren"";}"
127,Badezimmerflächen renovieren,Kleine Renovierungsarbeiten in Innenräumen,Badsanierung,"a:3:{i:0;s:12:""Badsanierung"";i:1;s:8:""Badumbau"";i:2;s:14:""Badrenovierung"";}","a:10:{i:0;s:12:""Badsanierung"";i:1;s:8:""Badumbau"";i:2;s:14:""Badrenovierung"";i:3;s:14:""Bad renovieren"";i:4;s:21:""Badezimmer renovieren"";i:5;s:17:""Badmodernisierung"";i:6;s:12:""Bad sanieren"";i:7;s:18:""Badewanne einbauen"";i:8;s:22:""kleines Bad einrichten"";i:9;s:19:""Badezimmer sanieren"";}"
128,Wohnraumbereiche renovieren,Kleine Renovierungsarbeiten in Innenräumen,Badsanierung,"a:3:{i:0;s:12:""Badsanierung"";i:1;s:8:""Badumbau"";i:2;s:14:""Badrenovierung"";}","a:10:{i:0;s:12:""Badsanierung"";i:1;s:8:""Badumbau"";i:2;s:14:""Badrenovierung"";i:3;s:14:""Bad renovieren"";i:4;s:21:""Badezimmer renovieren"";i:5;s:17:""Badmodernisierung"";i:6;s:12:""Bad sanieren"";i:7;s:18:""Badewanne einbauen"";i:8;s:22:""kleines Bad einrichten"";i:9;s:19:""Badezimmer sanieren"";}"
130,Flächen und Fassaden renovieren,Kleine Renovierungsarbeiten in Innenräumen,Badsanierung,"a:3:{i:0;s:12:""Badsanierung"";i:1;s:8:""Badumbau"";i:2;s:14:""Badrenovierung"";}","a:10:{i:0;s:12:""Badsanierung"";i:1;s:8:""Badumbau"";i:2;s:14:""Badrenovierung"";i:3;s:14:""Bad renovieren"";i:4;s:21:""Badezimmer renovieren"";i:5;s:17:""Badmodernisierung"";i:6;s:12:""Bad sanieren"";i:7;s:18:""Badewanne einbauen"";i:8;s:22:""kleines Bad einrichten"";i:9;s:19:""Badezimmer sanieren"";}"
3,Gebäudereinigung und -wartung,Gebäudereinigung,Reinigungskraft,"a:3:{i:0;s:17:""Gebäudereinigung"";i:1;s:15:""Reinigungskraft"";i:2;s:15:""Reinigungsfirma"";}","a:16:{i:0;s:15:""Reinigungsfirma"";i:1;s:14:""Büroreinigung"";i:2;s:18:""Hausmeisterservice"";i:3;s:11:""Hausmeister"";i:4;s:19:""Unterhaltsreinigung"";i:5;s:19:""Facility Management"";i:6;s:18:""Hausmeisterdienste"";i:7;s:17:""Reinigungsservice"";i:8;s:12:""Baureinigung"";i:9;s:9:""Putzkraft"";i:10;s:14:""Grundreinigung"";i:11;s:24:""Gebäudereinigungsfirmen"";i:12;s:17:""Wohnungsreinigung"";i:13;s:11:""Putzservice"";i:14;s:17:""Gebäudereinigung"";i:15;s:15:""Reinigungskraft"";}"
3,Gebäudereinigung und -wartung,Gebäudereinigung,Trockeneisstrahlen und Eisstrahlen,"a:3:{i:0;s:18:""Trockeneisstrahlen"";i:1;s:11:""Eisstrahlen"";i:2;s:19:""Trockeneisreinigung"";}","a:18:{i:0;s:24:""Trockeneisreinigung Auto"";i:1;s:27:""Trockeneisstrahlen Oldtimer"";i:2;s:19:""Trockeneis reinigen"";i:3;s:23:""Trockeneisstrahlen Auto"";i:4;s:24:""Motor Trockeneisstrahlen"";i:5;s:29:""Unterboden Trockeneisstrahlen"";i:6;s:23:""Trockeneisstrahlen Holz"";i:7;s:29:""Trockeneisstrahlen Unterboden"";i:8;s:24:""Trockeneis reinigen Auto"";i:9;s:22:""Unterboden Eisstrahlen"";i:10;s:9:""Eisstrahl"";i:11;s:24:""Reinigung mit Trockeneis"";i:12;s:12:""Eis Strahlen"";i:13;s:23:""Trockeneis Motorwäsche"";i:14;s:27:""Motorwäsche mit Trockeneis"";i:15;s:18:""Trockeneisstrahlen"";i:16;s:11:""Eisstrahlen"";i:17;s:19:""Trockeneisreinigung"";}"
3,Gebäudereinigung und -wartung,Gebäudereinigung,Entsorgung,"a:3:{i:0;s:10:""Entsorgung"";i:1;s:12:""Recyclinghof"";i:2;s:15:""Müllentsorgung"";}","a:10:{i:0;s:15:""Müllentsorgung"";i:1;s:18:""Styropor entsorgen"";i:2;s:16:""Abfallentsorgung"";i:3;s:19:""Altreifenentsorgung"";i:4;s:16:""Altöl entsorgen"";i:5;s:24:""Elektroschrott entsorgen"";i:6;s:18:""Matratze entsorgen"";i:7;s:19:""Entsorgungsbetriebe"";i:8;s:10:""Entsorgung"";i:9;s:12:""Recyclinghof"";}"
64,Fassaden reinigen,Gebäudereinigung,Reinigungskraft,"a:3:{i:0;s:17:""Gebäudereinigung"";i:1;s:15:""Reinigungskraft"";i:2;s:15:""Reinigungsfirma"";}","a:16:{i:0;s:15:""Reinigungsfirma"";i:1;s:14:""Büroreinigung"";i:2;s:18:""Hausmeisterservice"";i:3;s:11:""Hausmeister"";i:4;s:19:""Unterhaltsreinigung"";i:5;s:19:""Facility Management"";i:6;s:18:""Hausmeisterdienste"";i:7;s:17:""Reinigungsservice"";i:8;s:12:""Baureinigung"";i:9;s:9:""Putzkraft"";i:10;s:14:""Grundreinigung"";i:11;s:24:""Gebäudereinigungsfirmen"";i:12;s:17:""Wohnungsreinigung"";i:13;s:11:""Putzservice"";i:14;s:17:""Gebäudereinigung"";i:15;s:15:""Reinigungskraft"";}"
64,Fassaden reinigen,Gebäudereinigung,Trockeneisstrahlen und Eisstrahlen,"a:3:{i:0;s:18:""Trockeneisstrahlen"";i:1;s:11:""Eisstrahlen"";i:2;s:19:""Trockeneisreinigung"";}","a:18:{i:0;s:24:""Trockeneisreinigung Auto"";i:1;s:27:""Trockeneisstrahlen Oldtimer"";i:2;s:19:""Trockeneis reinigen"";i:3;s:23:""Trockeneisstrahlen Auto"";i:4;s:24:""Motor Trockeneisstrahlen"";i:5;s:29:""Unterboden Trockeneisstrahlen"";i:6;s:23:""Trockeneisstrahlen Holz"";i:7;s:29:""Trockeneisstrahlen Unterboden"";i:8;s:24:""Trockeneis reinigen Auto"";i:9;s:22:""Unterboden Eisstrahlen"";i:10;s:9:""Eisstrahl"";i:11;s:24:""Reinigung mit Trockeneis"";i:12;s:12:""Eis Strahlen"";i:13;s:23:""Trockeneis Motorwäsche"";i:14;s:27:""Motorwäsche mit Trockeneis"";i:15;s:18:""Trockeneisstrahlen"";i:16;s:11:""Eisstrahlen"";i:17;s:19:""Trockeneisreinigung"";}"
64,Fassaden reinigen,Gebäudereinigung,Entsorgung,"a:3:{i:0;s:10:""Entsorgung"";i:1;s:12:""Recyclinghof"";i:2;s:15:""Müllentsorgung"";}","a:10:{i:0;s:15:""Müllentsorgung"";i:1;s:18:""Styropor entsorgen"";i:2;s:16:""Abfallentsorgung"";i:3;s:19:""Altreifenentsorgung"";i:4;s:16:""Altöl entsorgen"";i:5;s:24:""Elektroschrott entsorgen"";i:6;s:18:""Matratze entsorgen"";i:7;s:19:""Entsorgungsbetriebe"";i:8;s:10:""Entsorgung"";i:9;s:12:""Recyclinghof"";}"
174,Fliegengitter austauschen,Reparatur und Montage von Fliegengitter,,,
175,Fliegengitter reparieren,Reparatur und Montage von Fliegengitter,,,
663,Fliegengitter einbauen,Reparatur und Montage von Fliegengitter,,,
176,Rollläden einbauen und/oder austauschen,Reparatur und Montage von Rollläden,Rolladen Reparatur und Jalousien Reparatur,"a:3:{i:0;s:18:""Rolladen Reparatur"";i:1;s:19:""Jalousien Reparatur"";i:2;s:18:""Markisen Reparatur"";}","a:18:{i:0;s:19:""Rolladen reparieren"";i:1;s:20:""Rolladen nachrüsten"";i:2;s:32:""elektrische Rolladen nachrüsten"";i:3;s:23:""Rolladengurt reparieren"";i:4;s:21:""Rolladengurt gerissen"";i:5;s:21:""Rolläden nachrüsten"";i:6;s:27:""Außenjalousien nachrüsten"";i:7;s:16:""Rollo reparieren"";i:8;s:31:""Rolladen elektrisch nachrüsten"";i:9;s:33:""elektrische Rolläden nachrüsten"";i:10;s:17:""Markise montieren"";i:11;s:17:""Rolladenreparatur"";i:12;s:17:""Rolladen einbauen"";i:13;s:21:""Rolladenband wechseln"";i:14;s:20:""Rolläden reparieren"";i:15;s:18:""Rolladen Reparatur"";i:16;s:19:""Jalousien Reparatur"";i:17;s:18:""Markisen Reparatur"";}"
177,Rollläden reparieren,Reparatur und Montage von Rollläden,Rolladen Reparatur und Jalousien Reparatur,"a:3:{i:0;s:18:""Rolladen Reparatur"";i:1;s:19:""Jalousien Reparatur"";i:2;s:18:""Markisen Reparatur"";}","a:18:{i:0;s:19:""Rolladen reparieren"";i:1;s:20:""Rolladen nachrüsten"";i:2;s:32:""elektrische Rolladen nachrüsten"";i:3;s:23:""Rolladengurt reparieren"";i:4;s:21:""Rolladengurt gerissen"";i:5;s:21:""Rolläden nachrüsten"";i:6;s:27:""Außenjalousien nachrüsten"";i:7;s:16:""Rollo reparieren"";i:8;s:31:""Rolladen elektrisch nachrüsten"";i:9;s:33:""elektrische Rolläden nachrüsten"";i:10;s:17:""Markise montieren"";i:11;s:17:""Rolladenreparatur"";i:12;s:17:""Rolladen einbauen"";i:13;s:21:""Rolladenband wechseln"";i:14;s:20:""Rolläden reparieren"";i:15;s:18:""Rolladen Reparatur"";i:16;s:19:""Jalousien Reparatur"";i:17;s:18:""Markisen Reparatur"";}"
178,Rollläden motorisieren oder automatisieren,Reparatur und Montage von Rollläden,Rolladen Reparatur und Jalousien Reparatur,"a:3:{i:0;s:18:""Rolladen Reparatur"";i:1;s:19:""Jalousien Reparatur"";i:2;s:18:""Markisen Reparatur"";}","a:18:{i:0;s:19:""Rolladen reparieren"";i:1;s:20:""Rolladen nachrüsten"";i:2;s:32:""elektrische Rolladen nachrüsten"";i:3;s:23:""Rolladengurt reparieren"";i:4;s:21:""Rolladengurt gerissen"";i:5;s:21:""Rolläden nachrüsten"";i:6;s:27:""Außenjalousien nachrüsten"";i:7;s:16:""Rollo reparieren"";i:8;s:31:""Rolladen elektrisch nachrüsten"";i:9;s:33:""elektrische Rolläden nachrüsten"";i:10;s:17:""Markise montieren"";i:11;s:17:""Rolladenreparatur"";i:12;s:17:""Rolladen einbauen"";i:13;s:21:""Rolladenband wechseln"";i:14;s:20:""Rolläden reparieren"";i:15;s:18:""Rolladen Reparatur"";i:16;s:19:""Jalousien Reparatur"";i:17;s:18:""Markisen Reparatur"";}"
198,Gläser einbauen und austauschen,Glasreperaturen und -bearbeitungen,Glaserei und Glasbau,"a:3:{i:0;s:8:""Glaserei"";i:1;s:7:""Glasbau"";i:2;s:13:""Glasermeister"";}","a:35:{i:0;s:10:""Glasereien"";i:1;s:10:""Glastüren"";i:2;s:17:""Gläser gravieren"";i:3;s:12:""die Glaserei"";i:4;s:7:""Glasbau"";i:5;s:11:""Glas Design"";i:6;s:13:""Kunstglaserei"";i:7;s:14:""Glasmanufaktur"";i:8;s:10:""Glasfabrik"";i:9;s:15:""Glasschiebetür"";i:10;s:9:""Glaswaren"";i:11;s:13:""Glasermeister"";i:12;s:14:""Glaserarbeiten"";i:13;s:13:""Glaswerkstatt"";i:14;s:6:""Glaser"";i:15;s:16:""Spiegel Glaserei"";i:16;s:10:""Verglasung"";i:17;s:15:""Ganzglasanlagen"";i:18;s:9:""Glasbruch"";i:19;s:15:""Glasbearbeitung"";i:20;s:16:""Glaserei Spiegel"";i:21;s:17:""Fensterverglasung"";i:22;s:10:""der Glaser"";i:23;s:14:""Glasgestaltung"";i:24;s:15:""Glas bearbeiten"";i:25;s:15:""Duschverglasung"";i:26;s:21:""Sicherheitsverglasung"";i:27;s:13:""Notverglasung"";i:28;s:11:""Glastechnik"";i:29;s:16:""Glasverarbeitung"";i:30;s:15:""Kunstverglasung"";i:31;s:14:""Dachverglasung"";i:32;s:10:""Glasmacher"";i:33;s:12:""Glaserbedarf"";i:34;s:8:""Glaserei"";}"
198,Gläser einbauen und austauschen,Glasreperaturen und -bearbeitungen,Folieren,"a:3:{i:0;s:8:""folieren"";i:1;s:9:""Folierung"";i:2;s:8:""Folierer"";}","a:9:{i:0;s:16:""Fenster folieren"";i:1;s:17:""Scheibenfolierung"";i:2;s:8:""folieren"";i:3;s:26:""Kunststofffenster folieren"";i:4;s:24:""Fensterscheiben folieren"";i:5;s:15:""Folienbeklebung"";i:6;s:13:""Fensterfolien"";i:7;s:9:""Folierung"";i:8;s:8:""Folierer"";}"
199,Fenster aus Panzerglas einbauen oder austauschen,Glasreperaturen und -bearbeitungen,Glaserei und Glasbau,"a:3:{i:0;s:8:""Glaserei"";i:1;s:7:""Glasbau"";i:2;s:13:""Glasermeister"";}","a:35:{i:0;s:10:""Glasereien"";i:1;s:10:""Glastüren"";i:2;s:17:""Gläser gravieren"";i:3;s:12:""die Glaserei"";i:4;s:7:""Glasbau"";i:5;s:11:""Glas Design"";i:6;s:13:""Kunstglaserei"";i:7;s:14:""Glasmanufaktur"";i:8;s:10:""Glasfabrik"";i:9;s:15:""Glasschiebetür"";i:10;s:9:""Glaswaren"";i:11;s:13:""Glasermeister"";i:12;s:14:""Glaserarbeiten"";i:13;s:13:""Glaswerkstatt"";i:14;s:6:""Glaser"";i:15;s:16:""Spiegel Glaserei"";i:16;s:10:""Verglasung"";i:17;s:15:""Ganzglasanlagen"";i:18;s:9:""Glasbruch"";i:19;s:15:""Glasbearbeitung"";i:20;s:16:""Glaserei Spiegel"";i:21;s:17:""Fensterverglasung"";i:22;s:10:""der Glaser"";i:23;s:14:""Glasgestaltung"";i:24;s:15:""Glas bearbeiten"";i:25;s:15:""Duschverglasung"";i:26;s:21:""Sicherheitsverglasung"";i:27;s:13:""Notverglasung"";i:28;s:11:""Glastechnik"";i:29;s:16:""Glasverarbeitung"";i:30;s:15:""Kunstverglasung"";i:31;s:14:""Dachverglasung"";i:32;s:10:""Glasmacher"";i:33;s:12:""Glaserbedarf"";i:34;s:8:""Glaserei"";}"
199,Fenster aus Panzerglas einbauen oder austauschen,Glasreperaturen und -bearbeitungen,Folieren,"a:3:{i:0;s:8:""folieren"";i:1;s:9:""Folierung"";i:2;s:8:""Folierer"";}","a:9:{i:0;s:16:""Fenster folieren"";i:1;s:17:""Scheibenfolierung"";i:2;s:8:""folieren"";i:3;s:26:""Kunststofffenster folieren"";i:4;s:24:""Fensterscheiben folieren"";i:5;s:15:""Folienbeklebung"";i:6;s:13:""Fensterfolien"";i:7;s:9:""Folierung"";i:8;s:8:""Folierer"";}"
