year,month,ticket_geo_region_name,ticket_taxonomy_tag_name,No_of_tickets
2018,9,Friuli Venezia Giulia,Outdoor,32
2018,9,Friuli Venezia Giulia,Wellness,160
2018,9,Lazio,Homecare,376
2018,9,Lazio,Outdoor,165
2018,9,Lazio,Wellness,1061
2018,9,Liguria,Homecare,103
2018,9,Liguria,Outdoor,31
2018,9,Liguria,Wellness,225
2018,9,Lombardia,Homecare,947
2018,9,Lombardia,Outdoor,309
2018,9,Lombardia,Wellness,2197
2018,9,Marche,Homecare,62
2018,9,Marche,Outdoor,20
2018,9,Marche,Wellness,210
2018,9,Molise,Homecare,10
2018,9,Molise,Outdoor,2
2018,9,Molise,Wellness,27
2018,9,Piemonte,Homecare,241
2018,9,Piemonte,Outdoor,110
2018,9,Piemonte,Wellness,794
2018,9,Puglia,Homecare,105
2018,9,Puglia,Outdoor,68
2018,9,Puglia,Wellness,540
2018,9,Sardegna,Homecare,78
2018,9,Sardegna,Outdoor,31
2018,9,Sardegna,Wellness,248
2018,9,Sicilia,Homecare,105
2018,9,Sicilia,Outdoor,100
2018,9,Sicilia,Wellness,557
2018,9,Toscana,Homecare,260
2018,9,Toscana,Outdoor,80
2018,9,Toscana,Wellness,715
2018,9,Trentino-Alto Adige,Homecare,55
2018,9,Trentino-Alto Adige,Outdoor,10
2018,9,Trentino-Alto Adige,Wellness,123
2018,9,Umbria,Homecare,30
2018,9,Umbria,Outdoor,11
2018,9,Umbria,Wellness,163
2018,9,Valle d'Aosta,Homecare,6
2018,9,Valle d'Aosta,Outdoor,1
2018,9,Valle d'Aosta,Wellness,17
2018,9,Veneto,Homecare,303
2018,9,Veneto,Outdoor,149
2018,9,Veneto,Wellness,754
2018,10,Abruzzo,Homecare,44
2018,10,Abruzzo,Outdoor,19
2018,10,Abruzzo,Wellness,174
2018,10,Basilicata,Homecare,6
2018,10,Basilicata,Outdoor,3
2018,10,Basilicata,Wellness,40
2018,10,Calabria,Homecare,29
2018,10,Calabria,Outdoor,13
2018,10,Calabria,Wellness,153
2018,10,Campania,Homecare,94
2018,10,Campania,Outdoor,50
2018,10,Campania,Wellness,681
2018,10,Emilia-Romagna,Homecare,273
2018,10,Emilia-Romagna,Outdoor,102
2018,10,Emilia-Romagna,Wellness,732
2018,10,Friuli Venezia Giulia,Homecare,74
2018,10,Friuli Venezia Giulia,Outdoor,14
2018,10,Friuli Venezia Giulia,Wellness,148
2018,10,Lazio,Homecare,295
2018,10,Lazio,Outdoor,139
2018,10,Lazio,Wellness,830
2018,10,Liguria,Homecare,107
2018,10,Liguria,Outdoor,20
2018,10,Liguria,Wellness,190
2018,10,Lombardia,Homecare,727
2018,10,Lombardia,Outdoor,222
2018,10,Lombardia,Wellness,1640
2018,10,Marche,Homecare,62
2018,10,Marche,Outdoor,23
2018,10,Marche,Wellness,189
2018,10,Molise,Homecare,6
2018,10,Molise,Outdoor,1
2018,10,Molise,Wellness,16
2018,10,Piemonte,Homecare,198
2018,10,Piemonte,Outdoor,75
2018,10,Piemonte,Wellness,536
2018,10,Puglia,Homecare,75
2018,10,Puglia,Outdoor,47
2018,10,Puglia,Wellness,387
2018,10,Sardegna,Homecare,75
2018,10,Sardegna,Outdoor,23
2018,10,Sardegna,Wellness,193
2018,10,Sicilia,Homecare,82
2018,10,Sicilia,Outdoor,48
2018,10,Sicilia,Wellness,470
2018,10,Toscana,Homecare,177
2018,10,Toscana,Outdoor,63
2018,10,Toscana,Wellness,609
2018,10,Trentino-Alto Adige,Homecare,28
2018,10,Trentino-Alto Adige,Outdoor,7
2018,10,Trentino-Alto Adige,Wellness,105
2018,10,Umbria,Homecare,32
2018,10,Umbria,Outdoor,8
2018,10,Umbria,Wellness,113
2018,10,Valle d'Aosta,Homecare,2
2018,10,Valle d'Aosta,Outdoor,1
2018,10,Valle d'Aosta,Wellness,12
2018,10,Veneto,Homecare,231
2018,10,Veneto,Outdoor,81
2018,10,Veneto,Wellness,623
2018,11,Abruzzo,Homecare,47
2018,11,Abruzzo,Outdoor,7
2018,11,Abruzzo,Wellness,155
2018,11,Basilicata,Homecare,3
2018,11,Basilicata,Outdoor,2
2018,11,Basilicata,Wellness,31
2018,11,Calabria,Homecare,30
2018,11,Calabria,Outdoor,9
2018,11,Calabria,Wellness,111
2018,11,Campania,Homecare,127
2018,11,Campania,Outdoor,39
2018,11,Campania,Wellness,560
2018,11,Emilia-Romagna,Homecare,230
2018,11,Emilia-Romagna,Outdoor,63
2018,11,Emilia-Romagna,Wellness,581
2018,11,Friuli Venezia Giulia,Homecare,67
2018,11,Friuli Venezia Giulia,Outdoor,23
2018,11,Friuli Venezia Giulia,Wellness,120
2018,11,Lazio,Homecare,349
2018,11,Lazio,Outdoor,81
2018,11,Lazio,Wellness,757
2018,11,Liguria,Homecare,73
2018,11,Liguria,Outdoor,13
2018,11,Liguria,Wellness,167
2018,11,Lombardia,Homecare,594
2018,11,Lombardia,Outdoor,140
2018,11,Lombardia,Wellness,1512
2018,11,Marche,Homecare,46
2018,11,Marche,Outdoor,15
2018,11,Marche,Wellness,150
2018,11,Molise,Homecare,5
2018,11,Molise,Outdoor,2
2018,11,Molise,Wellness,8
2018,11,Piemonte,Homecare,175
2018,11,Piemonte,Outdoor,35
2018,11,Piemonte,Wellness,475
2018,11,Puglia,Homecare,65
2018,11,Puglia,Outdoor,40
2018,11,Puglia,Wellness,282
2018,11,Sardegna,Homecare,75
2018,11,Sardegna,Outdoor,19
2018,11,Sardegna,Wellness,168
2018,11,Sicilia,Homecare,81
2018,11,Sicilia,Outdoor,38
2018,11,Sicilia,Wellness,399
2018,11,Toscana,Homecare,170
2018,11,Toscana,Outdoor,54
2018,11,Toscana,Wellness,494
2018,11,Trentino-Alto Adige,Homecare,23
2018,11,Trentino-Alto Adige,Outdoor,5
2018,11,Trentino-Alto Adige,Wellness,83
2018,11,Umbria,Homecare,31
2018,11,Umbria,Outdoor,15
2018,11,Umbria,Wellness,90
2018,11,Valle d'Aosta,Homecare,6
2018,11,Valle d'Aosta,Wellness,6
2018,11,Veneto,Homecare,219
2018,11,Veneto,Outdoor,64
2018,11,Veneto,Wellness,543
2018,12,Abruzzo,Homecare,27
2018,12,Abruzzo,Outdoor,6
2018,12,Abruzzo,Wellness,86
2018,12,Basilicata,Outdoor,2
2018,12,Basilicata,Wellness,23
2018,12,Calabria,Homecare,15
2018,12,Calabria,Outdoor,8
2018,12,Calabria,Wellness,79
2018,12,Campania,Homecare,74
2018,12,Campania,Outdoor,21
2018,12,Campania,Wellness,464
2018,12,Emilia-Romagna,Homecare,152
2018,12,Emilia-Romagna,Outdoor,35
2018,12,Emilia-Romagna,Wellness,484
2018,12,Friuli Venezia Giulia,Homecare,26
2018,12,Friuli Venezia Giulia,Outdoor,4
2018,12,Friuli Venezia Giulia,Wellness,96
2018,12,Lazio,Homecare,169
2018,12,Lazio,Outdoor,38
2018,12,Lazio,Wellness,493
2018,12,Liguria,Homecare,54
2018,12,Liguria,Outdoor,13
2018,12,Liguria,Wellness,115
2018,12,Lombardia,Homecare,423
2018,12,Lombardia,Outdoor,56
2018,12,Lombardia,Wellness,1000
2018,12,Marche,Homecare,29
2018,12,Marche,Outdoor,12
2018,12,Marche,Wellness,90
2018,12,Molise,Homecare,1
2018,12,Molise,Outdoor,2
2018,12,Molise,Wellness,16
2018,12,Piemonte,Homecare,86
2018,12,Piemonte,Outdoor,25
2018,12,Piemonte,Wellness,334
2018,12,Puglia,Homecare,47
2018,12,Puglia,Outdoor,13
2018,12,Puglia,Wellness,249
2018,12,Sardegna,Homecare,43
2018,12,Sardegna,Outdoor,12
2018,12,Sardegna,Wellness,103
2018,12,Sicilia,Homecare,50
2018,12,Sicilia,Outdoor,34
2018,12,Sicilia,Wellness,232
2018,12,Toscana,Homecare,124
2018,12,Toscana,Outdoor,16
2018,12,Toscana,Wellness,327
2018,12,Trentino-Alto Adige,Homecare,12
2018,12,Trentino-Alto Adige,Outdoor,3
2018,12,Trentino-Alto Adige,Wellness,63
2018,12,Umbria,Homecare,11
2018,12,Umbria,Outdoor,6
2018,12,Umbria,Wellness,79
2018,12,Valle d'Aosta,Homecare,4
2018,12,Valle d'Aosta,Wellness,4
2018,12,Veneto,Homecare,99
2018,12,Veneto,Outdoor,25
2018,12,Veneto,Wellness,358
2019,1,Abruzzo,Homecare,63
2019,1,Abruzzo,Outdoor,7
2019,1,Abruzzo,Wellness,309
2019,1,Basilicata,Homecare,20
2019,1,Basilicata,Outdoor,4
2019,1,Basilicata,Wellness,67
2019,1,Calabria,Homecare,58
2019,1,Calabria,Outdoor,17
2019,1,Calabria,Wellness,260
2019,1,Campania,Homecare,210
2019,1,Campania,Outdoor,45
2019,1,Campania,Wellness,1172
2019,1,Emilia-Romagna,Homecare,483
2019,1,Emilia-Romagna,Outdoor,81
2019,1,Emilia-Romagna,Wellness,1375
2019,1,Friuli Venezia Giulia,Homecare,112
2019,1,Friuli Venezia Giulia,Outdoor,14
2019,1,Friuli Venezia Giulia,Wellness,223
2019,1,Lazio,Homecare,508
2019,1,Lazio,Outdoor,79
2019,1,Lazio,Wellness,1395
2019,1,Liguria,Homecare,144
2019,1,Liguria,Outdoor,35
2019,1,Liguria,Wellness,327
2019,1,Lombardia,Homecare,1288
2019,1,Lombardia,Outdoor,194
2019,1,Lombardia,Wellness,3044
2019,1,Marche,Homecare,87
2019,1,Marche,Outdoor,15
2019,1,Marche,Wellness,312
