year,month,ticket_geo_region_name,ticket_taxonomy_tag_name,No_of_tickets
2020,1,Umbria,Wellness,183
2020,1,Valle d'Aosta,Homecare,4
2020,1,Valle d'Aosta,Outdoor,1
2020,1,Valle d'Aosta,Wellness,13
2020,1,Veneto,Homecare,483
2020,1,Veneto,Outdoor,110
2020,1,Veneto,Wellness,1209
2020,2,Abruzzo,Homecare,95
2020,2,Abruzzo,Outdoor,44
2020,2,Abruzzo,Wellness,221
2020,2,Basilicata,Homecare,20
2020,2,Basilicata,Outdoor,19
2020,2,Basilicata,Wellness,36
2020,2,Calabria,Homecare,59
2020,2,Calabria,Outdoor,48
2020,2,Calabria,Wellness,190
2020,2,Campania,Homecare,286
2020,2,Campania,Outdoor,118
2020,2,Campania,Wellness,1063
2020,2,Emilia-Romagna,Homecare,809
2020,2,Emilia-Romagna,Outdoor,217
2020,2,Emilia-Romagna,Wellness,1305
2020,2,Friuli Venezia Giulia,Homecare,155
2020,2,Friuli Venezia Giulia,Outdoor,40
2020,2,Friuli Venezia Giulia,Wellness,199
2020,2,Lazio,Homecare,801
2020,2,Lazio,Outdoor,254
2020,2,Lazio,Wellness,1508
2020,2,Liguria,Homecare,265
2020,2,Liguria,Outdoor,56
2020,2,Liguria,Wellness,290
2020,2,Lombardia,Homecare,1976
2020,2,Lombardia,Outdoor,403
2020,2,Lombardia,Wellness,2780
2020,2,Marche,Homecare,164
2020,2,Marche,Outdoor,47
2020,2,Marche,Wellness,249
2020,2,Molise,Homecare,14
2020,2,Molise,Outdoor,2
2020,2,Molise,Wellness,22
2020,2,Piemonte,Homecare,628
2020,2,Piemonte,Outdoor,139
2020,2,Piemonte,Wellness,983
2020,2,Puglia,Homecare,187
2020,2,Puglia,Outdoor,136
2020,2,Puglia,Wellness,575
2020,2,Sardegna,Homecare,165
2020,2,Sardegna,Outdoor,59
2020,2,Sardegna,Wellness,275
2020,2,Sicilia,Homecare,226
2020,2,Sicilia,Outdoor,158
2020,2,Sicilia,Wellness,669
2020,2,Toscana,Homecare,485
2020,2,Toscana,Outdoor,149
2020,2,Toscana,Wellness,908
2020,2,Trentino-Alto Adige,Homecare,104
2020,2,Trentino-Alto Adige,Outdoor,19
2020,2,Trentino-Alto Adige,Wellness,155
2020,2,Umbria,Homecare,70
2020,2,Umbria,Outdoor,33
2020,2,Umbria,Wellness,151
2020,2,Valle d'Aosta,Homecare,13
2020,2,Valle d'Aosta,Outdoor,1
2020,2,Valle d'Aosta,Wellness,22
2020,2,Veneto,Homecare,637
2020,2,Veneto,Outdoor,207
2020,2,Veneto,Wellness,1051
2020,3,Abruzzo,Homecare,71
2020,3,Abruzzo,Outdoor,32
2020,3,Abruzzo,Wellness,119
2020,3,Basilicata,Homecare,22
2020,3,Basilicata,Outdoor,9
2020,3,Basilicata,Wellness,20
2020,3,Calabria,Homecare,62
2020,3,Calabria,Outdoor,53
2020,3,Calabria,Wellness,83
2020,3,Campania,Homecare,231
2020,3,Campania,Outdoor,142
2020,3,Campania,Wellness,482
2020,3,Emilia-Romagna,Homecare,507
2020,3,Emilia-Romagna,Outdoor,170
2020,3,Emilia-Romagna,Wellness,571
2020,3,Friuli Venezia Giulia,Homecare,111
2020,3,Friuli Venezia Giulia,Outdoor,46
2020,3,Friuli Venezia Giulia,Wellness,102
2020,3,Lazio,Homecare,558
2020,3,Lazio,Outdoor,227
2020,3,Lazio,Wellness,747
2020,3,Liguria,Homecare,183
2020,3,Liguria,Outdoor,45
2020,3,Liguria,Wellness,152
2020,3,Lombardia,Homecare,1268
2020,3,Lombardia,Outdoor,350
2020,3,Lombardia,Wellness,1250
2020,3,Marche,Homecare,101
2020,3,Marche,Outdoor,51
2020,3,Marche,Wellness,125
2020,3,Molise,Homecare,7
2020,3,Molise,Outdoor,7
2020,3,Molise,Wellness,11
2020,3,Piemonte,Homecare,452
2020,3,Piemonte,Outdoor,126
2020,3,Piemonte,Wellness,427
2020,3,Puglia,Homecare,150
2020,3,Puglia,Outdoor,142
2020,3,Puglia,Wellness,262
2020,3,Sardegna,Homecare,100
2020,3,Sardegna,Outdoor,38
2020,3,Sardegna,Wellness,124
2020,3,Sicilia,Homecare,155
2020,3,Sicilia,Outdoor,158
2020,3,Sicilia,Wellness,335
2020,3,Toscana,Homecare,338
2020,3,Toscana,Outdoor,118
2020,3,Toscana,Wellness,370
2020,3,Trentino-Alto Adige,Homecare,58
2020,3,Trentino-Alto Adige,Outdoor,21
2020,3,Trentino-Alto Adige,Wellness,64
2020,3,Umbria,Homecare,60
2020,3,Umbria,Outdoor,46
2020,3,Umbria,Wellness,77
2020,3,Valle d'Aosta,Homecare,6
2020,3,Valle d'Aosta,Outdoor,3
2020,3,Valle d'Aosta,Wellness,6
2020,3,Veneto,Homecare,488
2020,3,Veneto,Outdoor,206
2020,3,Veneto,Wellness,438
2020,4,Abruzzo,Homecare,97
2020,4,Abruzzo,Outdoor,93
2020,4,Abruzzo,Wellness,83
2020,4,Basilicata,Homecare,9
2020,4,Basilicata,Outdoor,13
2020,4,Basilicata,Wellness,18
2020,4,Calabria,Homecare,65
2020,4,Calabria,Outdoor,93
2020,4,Calabria,Wellness,64
2020,4,Campania,Homecare,393
2020,4,Campania,Outdoor,255
2020,4,Campania,Wellness,400
2020,4,Emilia-Romagna,Homecare,935
2020,4,Emilia-Romagna,Outdoor,525
2020,4,Emilia-Romagna,Wellness,487
2020,4,Friuli Venezia Giulia,Homecare,144
2020,4,Friuli Venezia Giulia,Outdoor,125
2020,4,Friuli Venezia Giulia,Wellness,81
2020,4,Lazio,Homecare,815
2020,4,Lazio,Outdoor,608
2020,4,Lazio,Wellness,664
2020,4,Liguria,Homecare,233
2020,4,Liguria,Outdoor,126
2020,4,Liguria,Wellness,139
2020,4,Lombardia,Homecare,2105
2020,4,Lombardia,Outdoor,982
2020,4,Lombardia,Wellness,1069
2020,4,Marche,Homecare,138
2020,4,Marche,Outdoor,125
2020,4,Marche,Wellness,110
2020,4,Molise,Homecare,12
2020,4,Molise,Outdoor,7
2020,4,Molise,Wellness,8
2020,4,Piemonte,Homecare,604
2020,4,Piemonte,Outdoor,259
2020,4,Piemonte,Wellness,367
2020,4,Puglia,Homecare,223
2020,4,Puglia,Outdoor,273
2020,4,Puglia,Wellness,217
2020,4,Sardegna,Homecare,103
2020,4,Sardegna,Outdoor,85
2020,4,Sardegna,Wellness,108
2020,4,Sicilia,Homecare,216
2020,4,Sicilia,Outdoor,295
2020,4,Sicilia,Wellness,262
2020,4,Toscana,Homecare,452
2020,4,Toscana,Outdoor,326
2020,4,Toscana,Wellness,273
2020,4,Trentino-Alto Adige,Homecare,106
2020,4,Trentino-Alto Adige,Outdoor,53
2020,4,Trentino-Alto Adige,Wellness,68
2020,4,Umbria,Homecare,88
2020,4,Umbria,Outdoor,85
2020,4,Umbria,Wellness,71
2020,4,Valle d'Aosta,Homecare,16
2020,4,Valle d'Aosta,Outdoor,3
2020,4,Valle d'Aosta,Wellness,9
2020,4,Veneto,Homecare,727
2020,4,Veneto,Outdoor,432
2020,4,Veneto,Wellness,401
2020,5,Abruzzo,Homecare,258
2020,5,Abruzzo,Outdoor,248
2020,5,Abruzzo,Wellness,73
2020,5,Basilicata,Homecare,47
2020,5,Basilicata,Outdoor,61
2020,5,Basilicata,Wellness,8
2020,5,Calabria,Homecare,203
2020,5,Calabria,Outdoor,331
2020,5,Calabria,Wellness,59
2020,5,Campania,Homecare,1048
2020,5,Campania,Outdoor,1112
2020,5,Campania,Wellness,372
2020,5,Emilia-Romagna,Homecare,2175
2020,5,Emilia-Romagna,Outdoor,1559
2020,5,Emilia-Romagna,Wellness,419
2020,5,Friuli Venezia Giulia,Homecare,328
2020,5,Friuli Venezia Giulia,Outdoor,313
2020,5,Friuli Venezia Giulia,Wellness,70
2020,5,Lazio,Homecare,2489
2020,5,Lazio,Outdoor,2267
2020,5,Lazio,Wellness,695
2020,5,Liguria,Homecare,506
2020,5,Liguria,Outdoor,398
2020,5,Liguria,Wellness,73
2020,5,Lombardia,Homecare,6029
2020,5,Lombardia,Outdoor,3125
2020,5,Lombardia,Wellness,943
2020,5,Marche,Homecare,359
2020,5,Marche,Outdoor,311
2020,5,Marche,Wellness,71
2020,5,Molise,Homecare,34
2020,5,Molise,Outdoor,39
2020,5,Molise,Wellness,3
2020,5,Piemonte,Homecare,1466
2020,5,Piemonte,Outdoor,933
2020,5,Piemonte,Wellness,306
2020,5,Puglia,Homecare,556
2020,5,Puglia,Outdoor,909
2020,5,Puglia,Wellness,154
2020,5,Sardegna,Homecare,361
2020,5,Sardegna,Outdoor,339
2020,5,Sardegna,Wellness,129
2020,5,Sicilia,Homecare,720
2020,5,Sicilia,Outdoor,1063
2020,5,Sicilia,Wellness,211
2020,5,Toscana,Homecare,1347
2020,5,Toscana,Outdoor,1074
2020,5,Toscana,Wellness,249
2020,5,Trentino-Alto Adige,Homecare,206
2020,5,Trentino-Alto Adige,Outdoor,143
2020,5,Trentino-Alto Adige,Wellness,51
2020,5,Umbria,Homecare,196
2020,5,Umbria,Outdoor,287
2020,5,Umbria,Wellness,55
2020,5,Valle d'Aosta,Homecare,21
2020,5,Valle d'Aosta,Outdoor,13
2020,5,Valle d'Aosta,Wellness,1
2020,5,Veneto,Homecare,1499
2020,5,Veneto,Outdoor,1202
2020,5,Veneto,Wellness,309
2020,6,Abruzzo,Homecare,97
2020,6,Abruzzo,Outdoor,108
2020,6,Abruzzo,Wellness,28
2020,6,Basilicata,Homecare,6
2020,6,Basilicata,Outdoor,35
2020,6,Basilicata,Wellness,3
2020,6,Calabria,Homecare,53
2020,6,Calabria,Outdoor,148
2020,6,Calabria,Wellness,23
2020,6,Campania,Homecare,396
2020,6,Campania,Outdoor,474
2020,6,Campania,Wellness,153
2020,6,Emilia-Romagna,Homecare,720
2020,6,Emilia-Romagna,Outdoor,510
2020,6,Emilia-Romagna,Wellness,225
2020,6,Friuli Venezia Giulia,Homecare,119
2020,6,Friuli Venezia Giulia,Outdoor,128
2020,6,Friuli Venezia Giulia,Wellness,26
2020,6,Lazio,Homecare,752
2020,6,Lazio,Outdoor,839
2020,6,Lazio,Wellness,313
2020,6,Liguria,Homecare,220
2020,6,Liguria,Outdoor,164
2020,6,Liguria,Wellness,33
2020,6,Lombardia,Homecare,2272
2020,6,Lombardia,Outdoor,1263
2020,6,Lombardia,Wellness,540
2020,6,Marche,Homecare,123
2020,6,Marche,Outdoor,116
2020,6,Marche,Wellness,33
2020,6,Molise,Homecare,12
2020,6,Molise,Outdoor,24
2020,6,Molise,Wellness,3
2020,6,Piemonte,Homecare,556
2020,6,Piemonte,Outdoor,413
2020,6,Piemonte,Wellness,134
2020,6,Puglia,Homecare,191
2020,6,Puglia,Outdoor,401
2020,6,Puglia,Wellness,76
2020,6,Sardegna,Homecare,147
2020,6,Sardegna,Outdoor,141
2020,6,Sardegna,Wellness,39
2020,6,Sicilia,Homecare,216
2020,6,Sicilia,Outdoor,408
2020,6,Sicilia,Wellness,103
2020,6,Toscana,Homecare,394
2020,6,Toscana,Outdoor,356
2020,6,Toscana,Wellness,102
2020,6,Trentino-Alto Adige,Homecare,66
2020,6,Trentino-Alto Adige,Outdoor,54
2020,6,Trentino-Alto Adige,Wellness,31
2020,6,Umbria,Homecare,48
2020,6,Umbria,Outdoor,92
2020,6,Umbria,Wellness,32
2020,6,Valle d'Aosta,Homecare,9
2020,6,Valle d'Aosta,Outdoor,5
2020,6,Valle d'Aosta,Wellness,2
2020,6,Veneto,Homecare,536
2020,6,Veneto,Outdoor,467
2020,6,Veneto,Wellness,151
