Year,ticket_geo_region_name,Type,Distribution
2019,Baden-Württemberg,Essen,0.49
2019,Bayern,Buffet,NA
2019,Bayern,Bar,0.41
2019,Bayern,Essen,0.59
2019,Berlin,Buffet,NA
2019,Berlin,Bar,NA
2019,Berlin,Essen,1.0
2019,Brandenburg,Buffet,NA
2019,Brandenburg,Bar,NA
2019,Brandenburg,Essen,NA
2019,Bremen,Buffet,NA
2019,Bremen,Bar,NA
2019,Bremen,Essen,NA
2019,Deutschland,Buffet,0.16
2019,Deutschland,Bar,0.31
2019,Deutschland,Essen,0.53
2019,Hamburg,Buffet,NA
2019,Hamburg,Bar,NA
2019,Hamburg,Essen,NA
2019,Hessen,Buffet,NA
2019,Hessen,Bar,0.52
2019,Hessen,Essen,0.48
2019,Niedersachsen,Buffet,NA
2019,Niedersachsen,Bar,0.6
2019,Niedersachsen,Essen,0.4
2019,Mecklenburg-Vorpommern,Buffet,NA
2019,Mecklenburg-Vorpommern,Bar,NA
2019,Mecklenburg-Vorpommern,Essen,NA
2019,Nordrhein-Westfalen,Buffet,0.14
2019,Nordrhein-Westfalen,Bar,0.22
2019,Nordrhein-Westfalen,Essen,0.64
2019,Rheinland-Pfalz,Buffet,NA
2019,Rheinland-Pfalz,Bar,NA
2019,Rheinland-Pfalz,Essen,1.0
2019,Saarland,Buffet,NA
2019,Saarland,Bar,NA
2019,Saarland,Essen,NA
2019,Sachsen,Buffet,NA
2019,Sachsen,Bar,NA
2019,Sachsen,Essen,NA
2019,Sachsen-Anhalt,Buffet,NA
2019,Sachsen-Anhalt,Bar,NA
2019,Sachsen-Anhalt,Essen,NA
2019,Schleswig-Holstein,Buffet,NA
2019,Schleswig-Holstein,Bar,NA
2019,Schleswig-Holstein,Essen,NA
2019,Thüringen,Buffet,NA
2019,Thüringen,Bar,NA
2019,Thüringen,Essen,NA
2020,Baden-Württemberg,Buffet,NA3
2020,Baden-Württemberg,Bar,0.35
2020,Baden-Württemberg,Essen,0.62
2020,Bayern,Buffet,NA
2020,Bayern,Bar,0.46
2020,Bayern,Essen,0.54
2020,Berlin,Buffet,NA
2020,Berlin,Bar,NA
2020,Berlin,Essen,1.0
2020,Brandenburg,Buffet,NA
2020,Brandenburg,Bar,NA
2020,Brandenburg,Essen,NA
2020,Bremen,Buffet,NA
2020,Bremen,Bar,NA
2020,Bremen,Essen,NA
2020,Deutschland,Buffet,0.11
2020,Deutschland,Bar,0.31
2020,Deutschland,Essen,0.58
2020,Hamburg,Buffet,NA
2020,Hamburg,Bar,NA
2020,Hamburg,Essen,NA
2020,Hessen,Buffet,NA
2020,Hessen,Bar,0.2
2020,Hessen,Essen,0.8
2020,Niedersachsen,Buffet,NA
2020,Niedersachsen,Bar,0.39
2020,Niedersachsen,Essen,0.61
2020,Mecklenburg-Vorpommern,Buffet,NA
2020,Mecklenburg-Vorpommern,Bar,NA
2020,Mecklenburg-Vorpommern,Essen,NA
2020,Nordrhein-Westfalen,Buffet,NA9
2020,Nordrhein-Westfalen,Bar,0.17
2020,Nordrhein-Westfalen,Essen,0.74
2020,Rheinland-Pfalz,Buffet,NA
2020,Rheinland-Pfalz,Bar,NA
2020,Rheinland-Pfalz,Essen,1.0
2020,Saarland,Buffet,NA
2020,Saarland,Bar,NA
2020,Saarland,Essen,NA
2020,Sachsen,Buffet,NA
2020,Sachsen,Bar,NA
2020,Sachsen,Essen,NA
2020,Sachsen-Anhalt,Buffet,NA
2020,Sachsen-Anhalt,Bar,NA
2020,Sachsen-Anhalt,Essen,NA
2020,Schleswig-Holstein,Buffet,NA
2020,Schleswig-Holstein,Bar,NA
2020,Schleswig-Holstein,Essen,NA
2020,Thüringen,Buffet,NA
2020,Thüringen,Bar,NA
2020,Thüringen,Essen,NA
