Year,ticket_geo_region_name,Loc_type,Distribution
2018,Sachsen-Anhalt,Schloss,0.72
2018,Sachsen-Anhalt,Landhaus,NA
2018,Schleswig-Holstein,Hotel/ Restaurant,0.54
2018,Schleswig-Holstein,Villa,NA
2018,Schleswig-Holstein,Schloss,0.46
2018,Schleswig-Holstein,Landhaus,NA
2018,Thüringen,Hotel/ Restaurant,0.45
2018,Thüringen,Villa,NA
2018,Thüringen,Schloss,0.55
2018,Thüringen,Landhaus,NA
2019,Baden-Württemberg,Hotel/ Restaurant,0.33
2019,Baden-Württemberg,Villa,0.13
2019,Baden-Württemberg,Schloss,0.53
2019,Baden-Württemberg,Landhaus,NA
2019,Bayern,Hotel/ Restaurant,0.37
2019,Bayern,Villa,0.12
2019,Bayern,Schloss,0.51
2019,Bayern,Landhaus,NA
2019,Berlin,Hotel/ Restaurant,0.38
2019,Berlin,Villa,0.17
2019,Berlin,Schloss,0.45
2019,Berlin,Landhaus,NA
2019,Brandenburg,Hotel/ Restaurant,0.51
2019,Brandenburg,Villa,NA
2019,Brandenburg,Schloss,0.49
2019,Brandenburg,Landhaus,NA
2019,Bremen,Hotel/ Restaurant,NA
2019,Bremen,Villa,NA
2019,Bremen,Schloss,NA
2019,Bremen,Landhaus,NA
2019,Deutschland,Hotel/ Restaurant,0.35
2019,Deutschland,Villa,0.1
2019,Deutschland,Schloss,0.51
2019,Deutschland,Landhaus,NA4
2019,Hamburg,Hotel/ Restaurant,0.62
2019,Hamburg,Villa,NA
2019,Hamburg,Schloss,0.38
2019,Hamburg,Landhaus,NA
2019,Hessen,Hotel/ Restaurant,0.33
2019,Hessen,Villa,0.19
2019,Hessen,Schloss,0.48
2019,Hessen,Landhaus,NA
2019,Niedersachsen,Hotel/ Restaurant,0.49
2019,Niedersachsen,Villa,NA
2019,Niedersachsen,Schloss,0.51
2019,Niedersachsen,Landhaus,NA
2019,Mecklenburg-Vorpommern,Hotel/ Restaurant,NA
2019,Mecklenburg-Vorpommern,Villa,NA
2019,Mecklenburg-Vorpommern,Schloss,1.0
2019,Mecklenburg-Vorpommern,Landhaus,NA
2019,Nordrhein-Westfalen,Hotel/ Restaurant,0.29
2019,Nordrhein-Westfalen,Villa,0.11
2019,Nordrhein-Westfalen,Schloss,0.53
2019,Nordrhein-Westfalen,Landhaus,NA6
2019,Rheinland-Pfalz,Hotel/ Restaurant,0.48
2019,Rheinland-Pfalz,Villa,NA
2019,Rheinland-Pfalz,Schloss,0.52
2019,Rheinland-Pfalz,Landhaus,NA
2019,Saarland,Hotel/ Restaurant,NA
2019,Saarland,Villa,NA
2019,Saarland,Schloss,1.0
2019,Saarland,Landhaus,NA
2019,Sachsen,Hotel/ Restaurant,0.39
2019,Sachsen,Villa,NA
2019,Sachsen,Schloss,0.61
2019,Sachsen,Landhaus,NA
2019,Sachsen-Anhalt,Hotel/ Restaurant,0.44
2019,Sachsen-Anhalt,Villa,NA
2019,Sachsen-Anhalt,Schloss,0.56
2019,Sachsen-Anhalt,Landhaus,NA
2019,Schleswig-Holstein,Hotel/ Restaurant,0.58
2019,Schleswig-Holstein,Villa,NA
2019,Schleswig-Holstein,Schloss,0.42
2019,Schleswig-Holstein,Landhaus,NA
2019,Thüringen,Hotel/ Restaurant,0.4
2019,Thüringen,Villa,NA
2019,Thüringen,Schloss,0.6
2019,Thüringen,Landhaus,NA
2020,Baden-Württemberg,Hotel/ Restaurant,0.38
2020,Baden-Württemberg,Villa,0.11
2020,Baden-Württemberg,Schloss,0.51
2020,Baden-Württemberg,Landhaus,NA
2020,Bayern,Hotel/ Restaurant,0.36
2020,Bayern,Villa,0.11
2020,Bayern,Schloss,0.53
2020,Bayern,Landhaus,NA
2020,Berlin,Hotel/ Restaurant,0.36
2020,Berlin,Villa,0.18
2020,Berlin,Schloss,0.45
2020,Berlin,Landhaus,NA
2020,Brandenburg,Hotel/ Restaurant,0.33
2020,Brandenburg,Villa,NA
2020,Brandenburg,Schloss,0.67
2020,Brandenburg,Landhaus,NA
2020,Bremen,Hotel/ Restaurant,NA
2020,Bremen,Villa,NA
2020,Bremen,Schloss,NA
2020,Bremen,Landhaus,NA
2020,Deutschland,Hotel/ Restaurant,0.34
2020,Deutschland,Villa,0.11
2020,Deutschland,Schloss,0.52
2020,Deutschland,Landhaus,NA4
2020,Hamburg,Hotel/ Restaurant,0.61
2020,Hamburg,Villa,NA
2020,Hamburg,Schloss,0.39
2020,Hamburg,Landhaus,NA
2020,Hessen,Hotel/ Restaurant,0.32
2020,Hessen,Villa,0.17
2020,Hessen,Schloss,0.51
2020,Hessen,Landhaus,NA
2020,Niedersachsen,Hotel/ Restaurant,0.5
2020,Niedersachsen,Villa,NA
2020,Niedersachsen,Schloss,0.5
2020,Niedersachsen,Landhaus,NA
2020,Mecklenburg-Vorpommern,Hotel/ Restaurant,NA
2020,Mecklenburg-Vorpommern,Villa,NA
2020,Mecklenburg-Vorpommern,Schloss,1.0
2020,Mecklenburg-Vorpommern,Landhaus,NA
2020,Nordrhein-Westfalen,Hotel/ Restaurant,0.29
2020,Nordrhein-Westfalen,Villa,0.12
2020,Nordrhein-Westfalen,Schloss,0.54
2020,Nordrhein-Westfalen,Landhaus,NA5
2020,Rheinland-Pfalz,Hotel/ Restaurant,0.52
2020,Rheinland-Pfalz,Villa,NA
2020,Rheinland-Pfalz,Schloss,0.48
2020,Rheinland-Pfalz,Landhaus,NA
2020,Saarland,Hotel/ Restaurant,NA
2020,Saarland,Villa,NA
2020,Saarland,Schloss,NA
2020,Saarland,Landhaus,NA
2020,Sachsen,Hotel/ Restaurant,0.43
2020,Sachsen,Villa,NA
2020,Sachsen,Schloss,0.57
2020,Sachsen,Landhaus,NA
2020,Sachsen-Anhalt,Hotel/ Restaurant,0.33
2020,Sachsen-Anhalt,Villa,NA
2020,Sachsen-Anhalt,Schloss,0.67
2020,Sachsen-Anhalt,Landhaus,NA
2020,Schleswig-Holstein,Hotel/ Restaurant,0.72
2020,Schleswig-Holstein,Villa,NA
2020,Schleswig-Holstein,Schloss,0.28
2020,Schleswig-Holstein,Landhaus,NA
2020,Thüringen,Hotel/ Restaurant,0.42
2020,Thüringen,Villa,NA
2020,Thüringen,Schloss,0.58
2020,Thüringen,Landhaus,NA
