Year,ticket_geo_region_name,Spend_type,Distribution
2019,Auvergne,mariage cher,0.52
2019,Auvergne,mariage luxe,0.0
2019,Auvergne,mariage pas cher ,0.48
2019,Bretagne,mariage cher,0.51
2019,Bretagne,mariage luxe,0.0
2019,Bretagne,mariage pas cher ,0.49
2019,Bourgogne,mariage cher,0.52
2019,Bourgogne,mariage luxe,0.0
2019,Bourgogne,mariage pas cher ,0.48
2019,Centre-Val de Loire,mariage cher,0.57
2019,Centre-Val de Loire,mariage luxe,0.0
2019,Centre-Val de Loire,mariage pas cher ,0.43
2019,Champagne-Ardenne,mariage cher,0.52
2019,Champagne-Ardenne,mariage luxe,0.0
2019,Champagne-Ardenne,mariage pas cher ,0.48
2019,Corse,mariage cher,0.0
2019,Corse,mariage luxe,0.0
2019,Corse,mariage pas cher ,0.0
2019,France,mariage cher,0.49
2019,France,mariage luxe,0.07
2019,France,mariage pas cher ,0.44
2019,Franche-Comté,mariage cher,0.51
2019,Franche-Comté,mariage luxe,0.0
2019,Franche-Comté,mariage pas cher ,0.49
2019,Languedoc-Roussillon,mariage cher,0.47
2019,Languedoc-Roussillon,mariage luxe,0.08
2019,Languedoc-Roussillon,mariage pas cher ,0.45
2019,Limousin,mariage cher,0.47
2019,Limousin,mariage luxe,0.07
2019,Limousin,mariage pas cher ,0.45
2019,Lorraine,mariage cher,0.51
2019,Lorraine,mariage luxe,0.0
2019,Lorraine,mariage pas cher ,0.49
2019,Basse Normandie,mariage cher,0.52
2019,Basse Normandie,mariage luxe,0.0
2019,Basse Normandie,mariage pas cher ,0.48
2019,Midi-Pyrénées,mariage cher,0.5
2019,Midi-Pyrénées,mariage luxe,0.0
2019,Midi-Pyrénées,mariage pas cher ,0.5
2019,Nord-Pas-de-Calais,mariage cher,0.48
2019,Nord-Pas-de-Calais,mariage luxe,0.04
2019,Nord-Pas-de-Calais,mariage pas cher ,0.48
2019,Pays de la Loire,mariage cher,0.52
2019,Pays de la Loire,mariage luxe,0.0
2019,Pays de la Loire,mariage pas cher ,0.48
2019,Picardie,mariage cher,0.5
2019,Picardie,mariage luxe,0.0
2019,Picardie,mariage pas cher ,0.5
2019,Poitou-Charentes,mariage cher,0.52
2019,Poitou-Charentes,mariage luxe,0.0
2019,Poitou-Charentes,mariage pas cher ,0.48
2019,Provence-Alpes-Côte d'Azur,mariage cher,0.46
2019,Provence-Alpes-Côte d'Azur,mariage luxe,0.1
2019,Provence-Alpes-Côte d'Azur,mariage pas cher ,0.45
2019,Rhône-Alpes,mariage cher,0.46
2019,Rhône-Alpes,mariage luxe,0.13
2019,Rhône-Alpes,mariage pas cher ,0.42
2019,Rhône-Alpes,mariage cher,0.51
2019,Rhône-Alpes,mariage luxe,0.0
2019,Rhône-Alpes,mariage pas cher ,0.49
2019,Île-de-France,mariage cher,0.47
2019,Île-de-France,mariage luxe,0.09
2019,Île-de-France,mariage pas cher ,0.43
2020,Alsace,mariage cher,0.54
2020,Alsace,mariage luxe,0.0
2020,Alsace,mariage pas cher ,0.46
2020,Aquitaine,mariage cher,0.5
2020,Aquitaine,mariage luxe,0.05
2020,Aquitaine,mariage pas cher ,0.46
2020,Auvergne,mariage cher,0.53
2020,Auvergne,mariage luxe,0.0
2020,Auvergne,mariage pas cher ,0.47
2020,Bretagne,mariage cher,0.52
2020,Bretagne,mariage luxe,0.0
2020,Bretagne,mariage pas cher ,0.48
2020,Bourgogne,mariage cher,0.53
2020,Bourgogne,mariage luxe,0.0
2020,Bourgogne,mariage pas cher ,0.47
2020,Centre-Val de Loire,mariage cher,0.58
2020,Centre-Val de Loire,mariage luxe,0.0
2020,Centre-Val de Loire,mariage pas cher ,0.42
2020,Champagne-Ardenne,mariage cher,0.5
2020,Champagne-Ardenne,mariage luxe,0.0
2020,Champagne-Ardenne,mariage pas cher ,0.5
2020,Corse,mariage cher,0.0
2020,Corse,mariage luxe,0.0
2020,Corse,mariage pas cher ,0.0
2020,France,mariage cher,0.51
2020,France,mariage luxe,0.06
2020,France,mariage pas cher ,0.42
2020,Franche-Comté,mariage cher,0.55
2020,Franche-Comté,mariage luxe,0.0
2020,Franche-Comté,mariage pas cher ,0.45
2020,Languedoc-Roussillon,mariage cher,0.5
2020,Languedoc-Roussillon,mariage luxe,0.04
2020,Languedoc-Roussillon,mariage pas cher ,0.46
2020,Limousin,mariage cher,0.5
2020,Limousin,mariage luxe,0.03
2020,Limousin,mariage pas cher ,0.47
2020,Lorraine,mariage cher,0.5
2020,Lorraine,mariage luxe,0.0
2020,Lorraine,mariage pas cher ,0.5
2020,Basse Normandie,mariage cher,0.51
2020,Basse Normandie,mariage luxe,0.0
2020,Basse Normandie,mariage pas cher ,0.49
2020,Midi-Pyrénées,mariage cher,0.5
2020,Midi-Pyrénées,mariage luxe,0.0
2020,Midi-Pyrénées,mariage pas cher ,0.5
2020,Nord-Pas-de-Calais,mariage cher,0.47
2020,Nord-Pas-de-Calais,mariage luxe,0.07
2020,Nord-Pas-de-Calais,mariage pas cher ,0.46
2020,Pays de la Loire,mariage cher,0.51
2020,Pays de la Loire,mariage luxe,0.0
2020,Pays de la Loire,mariage pas cher ,0.49
2020,Picardie,mariage cher,0.52
2020,Picardie,mariage luxe,0.0
2020,Picardie,mariage pas cher ,0.48
2020,Poitou-Charentes,mariage cher,0.51
2020,Poitou-Charentes,mariage luxe,0.0
2020,Poitou-Charentes,mariage pas cher ,0.49
2020,Provence-Alpes-Côte d'Azur,mariage cher,0.46
2020,Provence-Alpes-Côte d'Azur,mariage luxe,0.13
2020,Provence-Alpes-Côte d'Azur,mariage pas cher ,0.41
2020,Rhône-Alpes,mariage cher,0.49
2020,Rhône-Alpes,mariage luxe,0.04
2020,Rhône-Alpes,mariage pas cher ,0.47
2020,Rhône-Alpes,mariage cher,0.55
2020,Rhône-Alpes,mariage luxe,0.0
2020,Rhône-Alpes,mariage pas cher ,0.45
2020,Île-de-France,mariage cher,0.47
2020,Île-de-France,mariage luxe,0.07
2020,Île-de-France,mariage pas cher ,0.46
