ticket_taxonomy_tag_name,ticket_geo_region_name,Year,Month,No_of_tickets,Index,Country_chosen
Couturier pour robe de mariée,Brittany,2019,8,17.98,0.18,0
Couturier pour robe de mariée,Brittany,2019,9,21.46,0.21,0
Couturier pour robe de mariée,Brittany,2019,10,12.86,0.13,0
Couturier pour robe de mariée,Brittany,2019,11,19.46,0.19,0
Couturier pour robe de mariée,Brittany,2020,0,22.01,0.22,0
Couturier pour robe de mariée,Brittany,2020,1,24.14,0.24,0
Couturier pour robe de mariée,Brittany,2020,2,13.84,0.14,0
Couturier pour robe de mariée,Brittany,2020,3,7.03,0.07,0
Couturier pour robe de mariée,Burgundy,2018,0,18.4,0.18,0
Couturier pour robe de mariée,Burgundy,2018,1,19.84,0.2,0
Couturier pour robe de mariée,Burgundy,2018,2,17.68,0.18,0
Couturier pour robe de mariée,Burgundy,2018,3,12.16,0.12,0
Couturier pour robe de mariée,Burgundy,2018,4,17.2,0.17,0
Couturier pour robe de mariée,Burgundy,2018,5,11.6,0.12,0
Couturier pour robe de mariée,Burgundy,2018,6,14.59,0.15,0
Couturier pour robe de mariée,Burgundy,2018,7,12.88,0.13,0
Couturier pour robe de mariée,Burgundy,2018,8,12.74,0.13,0
Couturier pour robe de mariée,Burgundy,2018,9,16.96,0.17,0
Couturier pour robe de mariée,Burgundy,2018,10,10.16,0.1,0
Couturier pour robe de mariée,Burgundy,2018,11,14.53,0.15,0
Couturier pour robe de mariée,Burgundy,2019,0,14.24,0.14,0
Couturier pour robe de mariée,Burgundy,2019,1,11.52,0.12,0
Couturier pour robe de mariée,Burgundy,2019,2,11.2,0.11,0
Couturier pour robe de mariée,Burgundy,2019,3,16.88,0.17,0
Couturier pour robe de mariée,Burgundy,2019,4,20.32,0.2,0
Couturier pour robe de mariée,Burgundy,2019,5,14.85,0.15,0
Couturier pour robe de mariée,Burgundy,2019,6,10.64,0.11,0
Couturier pour robe de mariée,Burgundy,2019,7,14.64,0.15,0
Couturier pour robe de mariée,Burgundy,2019,8,12.16,0.12,0
Couturier pour robe de mariée,Burgundy,2019,9,11.44,0.11,0
Couturier pour robe de mariée,Burgundy,2019,10,12.72,0.13,0
Couturier pour robe de mariée,Burgundy,2019,11,12.16,0.12,0
Couturier pour robe de mariée,Burgundy,2020,0,15.84,0.16,0
Couturier pour robe de mariée,Burgundy,2020,1,15.68,0.16,0
Couturier pour robe de mariée,Burgundy,2020,2,8.32,0.08,0
Couturier pour robe de mariée,Burgundy,2020,3,8.16,0.08,0
Couturier pour robe de mariée,Centre-Val de Loire,2018,0,34.93,0.35,0
Couturier pour robe de mariée,Centre-Val de Loire,2018,1,22.96,0.23,0
Couturier pour robe de mariée,Centre-Val de Loire,2018,2,26.26,0.26,0
Couturier pour robe de mariée,Centre-Val de Loire,2018,3,27.06,0.27,0
Couturier pour robe de mariée,Centre-Val de Loire,2018,4,38.5,0.38,0
Couturier pour robe de mariée,Centre-Val de Loire,2018,5,26.68,0.27,0
Couturier pour robe de mariée,Centre-Val de Loire,2018,6,25.19,0.25,0
Couturier pour robe de mariée,Centre-Val de Loire,2018,7,19.11,0.19,0
Couturier pour robe de mariée,Centre-Val de Loire,2018,8,21.12,0.21,0
Couturier pour robe de mariée,Centre-Val de Loire,2018,9,27.22,0.27,0
Couturier pour robe de mariée,Centre-Val de Loire,2018,10,21.72,0.22,0
Couturier pour robe de mariée,Centre-Val de Loire,2018,11,27.17,0.27,0
Couturier pour robe de mariée,Centre-Val de Loire,2019,0,28.05,0.28,0
Couturier pour robe de mariée,Centre-Val de Loire,2019,1,29.15,0.29,0
Couturier pour robe de mariée,Centre-Val de Loire,2019,2,29.81,0.3,0
Couturier pour robe de mariée,Centre-Val de Loire,2019,3,24.89,0.25,0
Couturier pour robe de mariée,Centre-Val de Loire,2019,4,40.42,0.4,0
Couturier pour robe de mariée,Centre-Val de Loire,2019,5,29.15,0.29,0
Couturier pour robe de mariée,Centre-Val de Loire,2019,6,32.45,0.32,0
Couturier pour robe de mariée,Centre-Val de Loire,2019,7,18.56,0.19,0
Couturier pour robe de mariée,Centre-Val de Loire,2019,8,26.51,0.27,0
Couturier pour robe de mariée,Centre-Val de Loire,2019,9,23.79,0.24,0
Couturier pour robe de mariée,Centre-Val de Loire,2019,10,29.01,0.29,0
Couturier pour robe de mariée,Centre-Val de Loire,2019,11,23.54,0.24,0
Couturier pour robe de mariée,Centre-Val de Loire,2020,0,24.75,0.25,0
Couturier pour robe de mariée,Centre-Val de Loire,2020,1,27.91,0.28,0
Couturier pour robe de mariée,Centre-Val de Loire,2020,2,18.59,0.19,0
Couturier pour robe de mariée,Centre-Val de Loire,2020,3,18.43,0.18,0
Couturier pour robe de mariée,Champagne-Ardenne,2018,0,16.48,0.16,0
Couturier pour robe de mariée,Champagne-Ardenne,2018,1,17.36,0.17,0
Couturier pour robe de mariée,Champagne-Ardenne,2018,2,18.04,0.18,0
Couturier pour robe de mariée,Champagne-Ardenne,2018,3,14.35,0.14,0
Couturier pour robe de mariée,Champagne-Ardenne,2018,4,17.55,0.18,0
Couturier pour robe de mariée,Champagne-Ardenne,2018,5,12.87,0.13,0
Couturier pour robe de mariée,Champagne-Ardenne,2018,6,19.03,0.19,0
Couturier pour robe de mariée,Champagne-Ardenne,2018,7,24.38,0.24,0
Couturier pour robe de mariée,Champagne-Ardenne,2018,8,15.99,0.16,0
Couturier pour robe de mariée,Champagne-Ardenne,2018,9,25.84,0.26,0
Couturier pour robe de mariée,Champagne-Ardenne,2018,10,13.55,0.14,0
Couturier pour robe de mariée,Champagne-Ardenne,2018,11,17.63,0.18,0
Couturier pour robe de mariée,Champagne-Ardenne,2019,0,14.43,0.14,0
Couturier pour robe de mariée,Champagne-Ardenne,2019,1,20.86,0.21,0
Couturier pour robe de mariée,Champagne-Ardenne,2019,2,22.62,0.23,0
Couturier pour robe de mariée,Champagne-Ardenne,2019,3,28.08,0.28,0
Couturier pour robe de mariée,Champagne-Ardenne,2019,4,16.18,0.16,0
Couturier pour robe de mariée,Champagne-Ardenne,2019,5,19.66,0.2,0
Couturier pour robe de mariée,Champagne-Ardenne,2019,6,17.55,0.18,0
Couturier pour robe de mariée,Champagne-Ardenne,2019,7,12.38,0.12,0
Couturier pour robe de mariée,Champagne-Ardenne,2019,8,20.44,0.2,0
Couturier pour robe de mariée,Champagne-Ardenne,2019,9,15.89,0.16,0
Couturier pour robe de mariée,Champagne-Ardenne,2019,10,23.89,0.24,0
Couturier pour robe de mariée,Champagne-Ardenne,2019,11,13.49,0.13,0
Couturier pour robe de mariée,Champagne-Ardenne,2020,0,20.08,0.2,0
Couturier pour robe de mariée,Champagne-Ardenne,2020,1,21.74,0.22,0
Couturier pour robe de mariée,Champagne-Ardenne,2020,2,15.52,0.16,0
Couturier pour robe de mariée,Champagne-Ardenne,2020,3,7.41,0.07,0
Couturier pour robe de mariée,Corsica,2018,0,11.92,0.12,0
Couturier pour robe de mariée,Corsica,2018,1,25.04,0.25,0
Couturier pour robe de mariée,Corsica,2018,2,17.23,0.17,0
Couturier pour robe de mariée,Corsica,2018,3,16.01,0.16,0
Couturier pour robe de mariée,Corsica,2018,4,15.1,0.15,0
Couturier pour robe de mariée,Corsica,2018,5,17.76,0.18,0
Couturier pour robe de mariée,Corsica,2018,6,16.01,0.16,0
Couturier pour robe de mariée,Corsica,2018,7,2.12,0.02,0
Couturier pour robe de mariée,Corsica,2018,8,2.12,0.02,0
Couturier pour robe de mariée,Corsica,2018,9,10.34,0.1,0
Couturier pour robe de mariée,Corsica,2018,10,8.22,0.08,0
Couturier pour robe de mariée,Corsica,2018,11,16.54,0.17,0
Couturier pour robe de mariée,Corsica,2019,0,13.12,0.13,0
Couturier pour robe de mariée,Corsica,2019,1,19.21,0.19,0
Couturier pour robe de mariée,Corsica,2019,2,16.96,0.17,0
Couturier pour robe de mariée,Corsica,2019,3,22.39,0.22,0
Couturier pour robe de mariée,Corsica,2019,4,17.49,0.17,0
Couturier pour robe de mariée,Corsica,2019,5,24.17,0.24,0
Couturier pour robe de mariée,Corsica,2019,6,12.46,0.12,0
Couturier pour robe de mariée,Corsica,2019,7,7.42,0.07,0
Couturier pour robe de mariée,Corsica,2019,8,13.89,0.14,0
Couturier pour robe de mariée,Corsica,2019,9,11.26,0.11,0
Couturier pour robe de mariée,Corsica,2019,10,19.74,0.2,0
Couturier pour robe de mariée,Corsica,2019,11,8.59,0.09,0
Couturier pour robe de mariée,Corsica,2020,0,27.16,0.27,0
Couturier pour robe de mariée,Corsica,2020,1,13.25,0.13,0
Couturier pour robe de mariée,Corsica,2020,2,18.34,0.18,0
Couturier pour robe de mariée,Corsica,2020,3,8.22,0.08,0
Couturier pour robe de mariée,Franche-Comté,2018,0,11.16,0.11,0
Couturier pour robe de mariée,Franche-Comté,2018,1,15.84,0.16,0
Couturier pour robe de mariée,Franche-Comté,2018,2,18.0,0.18,0
Couturier pour robe de mariée,Franche-Comté,2018,3,21.6,0.22,0
Couturier pour robe de mariée,Franche-Comté,2018,4,10.89,0.11,0
Couturier pour robe de mariée,Franche-Comté,2018,5,17.01,0.17,0
Couturier pour robe de mariée,Franche-Comté,2018,6,14.26,0.14,0
Couturier pour robe de mariée,Franche-Comté,2018,7,12.87,0.13,0
Couturier pour robe de mariée,Franche-Comté,2018,8,17.35,0.17,0
Couturier pour robe de mariée,Franche-Comté,2018,9,17.91,0.18,0
Couturier pour robe de mariée,Franche-Comté,2018,10,17.19,0.17,0
Couturier pour robe de mariée,Franche-Comté,2018,11,9.5,0.1,0
Couturier pour robe de mariée,Franche-Comté,2019,0,13.59,0.14,0
Couturier pour robe de mariée,Franche-Comté,2019,1,17.82,0.18,0
Couturier pour robe de mariée,Franche-Comté,2019,2,12.82,0.13,0
Couturier pour robe de mariée,Franche-Comté,2019,3,19.71,0.2,0
Couturier pour robe de mariée,Franche-Comté,2019,4,11.7,0.12,0
Couturier pour robe de mariée,Franche-Comté,2019,5,15.34,0.15,0
Couturier pour robe de mariée,Franche-Comté,2019,6,17.01,0.17,0
Couturier pour robe de mariée,Franche-Comté,2019,7,17.91,0.18,0
Couturier pour robe de mariée,Franche-Comté,2019,8,14.04,0.14,0
Couturier pour robe de mariée,Franche-Comté,2019,9,19.17,0.19,0
Couturier pour robe de mariée,Franche-Comté,2019,10,10.62,0.11,0
Couturier pour robe de mariée,Franche-Comté,2019,11,14.18,0.14,0
Couturier pour robe de mariée,Franche-Comté,2020,0,16.29,0.16,0
Couturier pour robe de mariée,Franche-Comté,2020,1,21.6,0.22,0
Couturier pour robe de mariée,Franche-Comté,2020,2,10.73,0.11,0
Couturier pour robe de mariée,Franche-Comté,2020,3,11.7,0.12,0
Couturier pour robe de mariée,Île-de-France,2018,0,69.25,0.69,0
Couturier pour robe de mariée,Île-de-France,2018,1,61.5,0.62,0
Couturier pour robe de mariée,Île-de-France,2018,2,77.25,0.77,0
Couturier pour robe de mariée,Île-de-France,2018,3,69.6,0.7,0
Couturier pour robe de mariée,Île-de-France,2018,4,71.0,0.71,0
Couturier pour robe de mariée,Île-de-France,2018,5,71.5,0.72,0
Couturier pour robe de mariée,Île-de-France,2018,6,65.4,0.65,0
Couturier pour robe de mariée,Île-de-France,2018,7,64.75,0.65,0
Couturier pour robe de mariée,Île-de-France,2018,8,66.0,0.66,0
Couturier pour robe de mariée,Île-de-France,2018,9,64.25,0.64,0
Couturier pour robe de mariée,Île-de-France,2018,10,66.25,0.66,0
Couturier pour robe de mariée,Île-de-France,2018,11,56.0,0.56,0
Couturier pour robe de mariée,Île-de-France,2019,0,58.75,0.59,0
Couturier pour robe de mariée,Île-de-France,2019,1,69.5,0.7,0
Couturier pour robe de mariée,Île-de-France,2019,2,67.2,0.67,0
Couturier pour robe de mariée,Île-de-France,2019,3,75.75,0.76,0
Couturier pour robe de mariée,Île-de-France,2019,4,81.25,0.81,0
Couturier pour robe de mariée,Île-de-France,2019,5,66.4,0.66,0
Couturier pour robe de mariée,Île-de-France,2019,6,53.75,0.54,0
Couturier pour robe de mariée,Île-de-France,2019,7,65.75,0.66,0
Couturier pour robe de mariée,Île-de-France,2019,8,64.8,0.65,0
Couturier pour robe de mariée,Île-de-France,2019,9,67.0,0.67,0
Couturier pour robe de mariée,Île-de-France,2019,10,63.25,0.63,0
Couturier pour robe de mariée,Île-de-France,2019,11,59.8,0.6,0
Couturier pour robe de mariée,Île-de-France,2020,0,83.0,0.83,0
Couturier pour robe de mariée,Île-de-France,2020,1,66.0,0.66,0
Couturier pour robe de mariée,Île-de-France,2020,2,43.6,0.44,0
Couturier pour robe de mariée,Île-de-France,2020,3,33.0,0.33,0
Couturier pour robe de mariée,Languedoc-Roussillon,2018,0,36.27,0.36,0
Couturier pour robe de mariée,Languedoc-Roussillon,2018,1,40.43,0.4,0
Couturier pour robe de mariée,Languedoc-Roussillon,2018,2,33.28,0.33,0
Couturier pour robe de mariée,Languedoc-Roussillon,2018,3,25.58,0.26,0
Couturier pour robe de mariée,Languedoc-Roussillon,2018,4,36.01,0.36,0
Couturier pour robe de mariée,Languedoc-Roussillon,2018,5,30.16,0.3,0
Couturier pour robe de mariée,Languedoc-Roussillon,2018,6,30.78,0.31,0
Couturier pour robe de mariée,Languedoc-Roussillon,2018,7,23.14,0.23,0
Couturier pour robe de mariée,Languedoc-Roussillon,2018,8,28.6,0.29,0
Couturier pour robe de mariée,Languedoc-Roussillon,2018,9,18.33,0.18,0
Couturier pour robe de mariée,Languedoc-Roussillon,2018,10,20.41,0.2,0
Couturier pour robe de mariée,Languedoc-Roussillon,2018,11,30.58,0.31,0
Couturier pour robe de mariée,Languedoc-Roussillon,2019,0,22.36,0.22,0
Couturier pour robe de mariée,Languedoc-Roussillon,2019,1,31.98,0.32,0
Couturier pour robe de mariée,Languedoc-Roussillon,2019,2,34.53,0.35,0
Couturier pour robe de mariée,Languedoc-Roussillon,2019,3,34.32,0.34,0
Couturier pour robe de mariée,Languedoc-Roussillon,2019,4,32.5,0.32,0
Couturier pour robe de mariée,Languedoc-Roussillon,2019,5,31.62,0.32,0
Couturier pour robe de mariée,Languedoc-Roussillon,2019,6,31.72,0.32,0
Couturier pour robe de mariée,Languedoc-Roussillon,2019,7,21.45,0.21,0
Couturier pour robe de mariée,Languedoc-Roussillon,2019,8,32.86,0.33,0
Couturier pour robe de mariée,Languedoc-Roussillon,2019,9,28.47,0.28,0
Couturier pour robe de mariée,Languedoc-Roussillon,2019,10,28.73,0.29,0
Couturier pour robe de mariée,Languedoc-Roussillon,2019,11,38.58,0.39,0
Couturier pour robe de mariée,Languedoc-Roussillon,2020,0,34.84,0.35,0
Couturier pour robe de mariée,Languedoc-Roussillon,2020,1,36.01,0.36,0
Couturier pour robe de mariée,Languedoc-Roussillon,2020,2,17.58,0.18,0
Couturier pour robe de mariée,Languedoc-Roussillon,2020,3,13.78,0.14,0
Couturier pour robe de mariée,Limousin,2018,0,13.34,0.13,0
Couturier pour robe de mariée,Limousin,2018,1,15.85,0.16,0
Couturier pour robe de mariée,Limousin,2018,2,14.8,0.15,0
Couturier pour robe de mariée,Limousin,2018,3,13.27,0.13,0
Couturier pour robe de mariée,Limousin,2018,4,18.69,0.19,0
Couturier pour robe de mariée,Limousin,2018,5,15.33,0.15,0
Couturier pour robe de mariée,Limousin,2018,6,8.06,0.08,0
Couturier pour robe de mariée,Limousin,2018,7,10.71,0.11,0
Couturier pour robe de mariée,Limousin,2018,8,7.14,0.07,0
Couturier pour robe de mariée,Limousin,2018,9,9.56,0.1,0
Couturier pour robe de mariée,Limousin,2018,10,11.66,0.12,0
Couturier pour robe de mariée,Limousin,2018,11,8.23,0.08,0
Couturier pour robe de mariée,Limousin,2019,0,12.92,0.13,0
Couturier pour robe de mariée,Limousin,2019,1,8.93,0.09,0
Couturier pour robe de mariée,Limousin,2019,2,21.67,0.22,0
Couturier pour robe de mariée,Limousin,2019,3,19.53,0.2,0
Couturier pour robe de mariée,Limousin,2019,4,10.6,0.11,0
Couturier pour robe de mariée,Limousin,2019,5,13.86,0.14,0
Couturier pour robe de mariée,Limousin,2019,6,11.55,0.12,0
Couturier pour robe de mariée,Limousin,2019,7,14.07,0.14,0
Couturier pour robe de mariée,Limousin,2019,8,11.09,0.11,0
Couturier pour robe de mariée,Limousin,2019,9,17.53,0.18,0
Couturier pour robe de mariée,Limousin,2019,10,6.51,0.07,0
Couturier pour robe de mariée,Limousin,2019,11,16.13,0.16,0
Couturier pour robe de mariée,Limousin,2020,0,17.43,0.17,0
Couturier pour robe de mariée,Limousin,2020,1,14.8,0.15,0
Couturier pour robe de mariée,Limousin,2020,2,9.91,0.1,0
Couturier pour robe de mariée,Limousin,2020,3,9.03,0.09,0
Couturier pour robe de mariée,Lorraine,2018,0,23.27,0.23,0
Couturier pour robe de mariée,Lorraine,2018,1,24.7,0.25,0
Couturier pour robe de mariée,Lorraine,2018,2,24.29,0.24,0
Couturier pour robe de mariée,Lorraine,2018,3,22.14,0.22,0
Couturier pour robe de mariée,Lorraine,2018,4,24.91,0.25,0
Couturier pour robe de mariée,Lorraine,2018,5,15.38,0.15,0
Couturier pour robe de mariée,Lorraine,2018,6,16.81,0.17,0
Couturier pour robe de mariée,Lorraine,2018,7,22.55,0.23,0
Couturier pour robe de mariée,Lorraine,2018,8,20.09,0.2,0
Couturier pour robe de mariée,Lorraine,2018,9,19.89,0.2,0
Couturier pour robe de mariée,Lorraine,2018,10,13.22,0.13,0
Couturier pour robe de mariée,Lorraine,2018,11,21.73,0.22,0
Couturier pour robe de mariée,Lorraine,2019,0,24.19,0.24,0
Couturier pour robe de mariée,Lorraine,2019,1,19.17,0.19,0
Couturier pour robe de mariée,Lorraine,2019,2,26.24,0.26,0
Couturier pour robe de mariée,Lorraine,2019,3,27.06,0.27,0
Couturier pour robe de mariée,Lorraine,2019,4,27.57,0.28,0
Couturier pour robe de mariée,Lorraine,2019,5,23.12,0.23,0
Couturier pour robe de mariée,Lorraine,2019,6,17.32,0.17,0
Couturier pour robe de mariée,Lorraine,2019,7,18.04,0.18,0
Couturier pour robe de mariée,Lorraine,2019,8,22.8,0.23,0
Couturier pour robe de mariée,Lorraine,2019,9,20.29,0.2,0
Couturier pour robe de mariée,Lorraine,2019,10,15.38,0.15,0
Couturier pour robe de mariée,Lorraine,2019,11,21.98,0.22,0
Couturier pour robe de mariée,Lorraine,2020,0,20.6,0.21,0
Couturier pour robe de mariée,Lorraine,2020,1,20.3,0.2,0
Couturier pour robe de mariée,Lorraine,2020,2,12.79,0.13,0
Couturier pour robe de mariée,Lorraine,2020,3,8.2,0.08,0
Couturier pour robe de mariée,Lower Normandy,2018,0,11.48,0.11,0
Couturier pour robe de mariée,Lower Normandy,2018,1,12.08,0.12,0
Couturier pour robe de mariée,Lower Normandy,2018,2,20.7,0.21,0
Couturier pour robe de mariée,Lower Normandy,2018,3,10.98,0.11,0
Couturier pour robe de mariée,Lower Normandy,2018,4,14.1,0.14,0
Couturier pour robe de mariée,Lower Normandy,2018,5,19.5,0.2,0
Couturier pour robe de mariée,Lower Normandy,2018,6,15.24,0.15,0
Couturier pour robe de mariée,Lower Normandy,2018,7,12.98,0.13,0
Couturier pour robe de mariée,Lower Normandy,2018,8,15.36,0.15,0
Couturier pour robe de mariée,Lower Normandy,2018,9,12.22,0.12,0
Couturier pour robe de mariée,Lower Normandy,2018,10,18.3,0.18,0
Couturier pour robe de mariée,Lower Normandy,2018,11,8.7,0.09,0
Couturier pour robe de mariée,Lower Normandy,2019,0,12.98,0.13,0
Couturier pour robe de mariée,Lower Normandy,2019,1,19.5,0.2,0
Couturier pour robe de mariée,Lower Normandy,2019,2,15.3,0.15,0
Couturier pour robe de mariée,Lower Normandy,2019,3,16.8,0.17,0
Couturier pour robe de mariée,Lower Normandy,2019,4,19.5,0.2,0
Couturier pour robe de mariée,Lower Normandy,2019,5,15.96,0.16,0
Couturier pour robe de mariée,Lower Normandy,2019,6,18.3,0.18,0
Couturier pour robe de mariée,Lower Normandy,2019,7,12.9,0.13,0
Couturier pour robe de mariée,Lower Normandy,2019,8,11.76,0.12,0
Couturier pour robe de mariée,Lower Normandy,2019,9,13.58,0.14,0
Couturier pour robe de mariée,Lower Normandy,2019,10,12.15,0.12,0
Couturier pour robe de mariée,Lower Normandy,2019,11,16.02,0.16,0
Couturier pour robe de mariée,Lower Normandy,2020,0,12.6,0.13,0
Couturier pour robe de mariée,Lower Normandy,2020,1,15.15,0.15,0
Couturier pour robe de mariée,Lower Normandy,2020,2,10.38,0.1,0
Couturier pour robe de mariée,Lower Normandy,2020,3,10.95,0.11,0
Couturier pour robe de mariée,Midi-Pyrénées,2018,0,32.75,0.33,0
