date,publicidad,fotografia,Maquillaje para novias,catering,Eventos Musicales,Pastelería,Dj,limusina,ramos de flores,coches deportivos,Joyeria,Floristería,modista,Registradores,tarta boda,Maquilladora a Domicilio,organizacion de eventos,Peluquero,Mago,Maquillaje,peinados para boda
2019-10-20,18.352188592915418,16.54281788657164,0.0,17.40378416733419,0.0,5.221135250200256,22.624919417534446,0.30296425457715775,0.30296425457715775,0.30296425457715775,3.3326068003487355,0.30296425457715775,0.30296425457715775,1.211857018308631,0.30296425457715775,0.0,0.0,0.6059285091543155,5,30,0
2019-10-27,17.576744004482368,15.767373298138596,0.0,16.53359495896748,1.7403784167334189,6.091324458566966,22.624919417534446,0.0,0.30296425457715775,0.0,3.0296425457715777,0.9088927637314732,0.30296425457715775,0.9088927637314732,0.0,0.0,0.30296425457715775,0.6059285091543155,6,100,0
2019-11-03,16.80129941604932,16.54281788657164,0.0,18.273973375700898,0.8701892083667094,6.9615136669336755,19.144162584067608,0.30296425457715775,0.0,0.30296425457715775,2.72667829119442,0.30296425457715775,0.30296425457715775,0.9088927637314732,0.30296425457715775,0.0,0.0,1.5148212728857888,4,16,0
2019-11-10,21.97093000560296,14.474965650750187,0.0,15.663405750600772,0.0,6.9615136669336755,20.884541000801025,0.0,0.30296425457715775,0.30296425457715775,2.72667829119442,0.30296425457715775,0.30296425457715775,0.9088927637314732,0.0,0.0,0.30296425457715775,0.9088927637314732,5,15,0
2019-11-17,15.767373298138596,17.576744004482368,0.0,18.273973375700898,0.0,3.4807568334668377,23.495108625901157,0.30296425457715775,0.30296425457715775,0.30296425457715775,3.3326068003487355,0.30296425457715775,0.30296425457715775,1.211857018308631,0.0,0.0,0.30296425457715775,0.6059285091543155,5,15,0
2019-11-24,19.644596240303827,17.835225533960053,0.0,15.663405750600772,0.0,4.350946041833548,22.624919417534446,0.30296425457715775,0.30296425457715775,0.30296425457715775,4.544463818657366,0.30296425457715775,0.30296425457715775,0.9088927637314732,0.0,0.0,0.0,1.211857018308631,5,19,0
2019-12-01,18.352188592915418,16.80129941604932,0.0,14.79321654223406,0.0,6.091324458566966,22.624919417534446,0.30296425457715775,0.0,0.30296425457715775,4.544463818657366,0.30296425457715775,0.30296425457715775,0.9088927637314732,0.0,0.0,0.0,0.6059285091543155,6,23,0
2019-12-08,16.28433635709396,16.02585482761628,0.0,14.79321654223406,0.0,6.091324458566966,22.624919417534446,0.30296425457715775,0.30296425457715775,0.0,4.847428073234524,0.30296425457715775,0.30296425457715775,0.6059285091543155,0.0,0.0,0.0,0.9088927637314732,7,23,0
2019-12-15,14.733447180227866,16.54281788657164,0.0,13.052838125500642,0.0,6.091324458566966,22.624919417534446,0.30296425457715775,0.30296425457715775,0.30296425457715775,4.847428073234524,0.30296425457715775,0.30296425457715775,0.9088927637314732,0.0,0.0,0.0,0.9088927637314732,8,24,0
2019-12-22,7.7544458843304565,15.508891768660913,0.0,10.442270500400513,0.8701892083667094,11.312459708767223,26.97586545936799,0.30296425457715775,0.30296425457715775,0.0,6.059285091543155,0.30296425457715775,0.30296425457715775,0.9088927637314732,0.0,0.0,0.0,0.9088927637314732,7,28,0
2019-12-29,9.56381659067423,16.28433635709396,0.0,7.831702875300386,0.8701892083667094,8.701892083667095,26.97586545936799,0.0,0.0,0.30296425457715775,7.5741063644289435,0.30296425457715775,0.30296425457715775,0.6059285091543155,0.0,0.0,0.0,0.9088927637314732,10,27,0
2020-01-05,13.182558003361779,13.182558003361779,0.0,15.663405750600772,0.8701892083667094,8.701892083667095,22.624919417534446,0.30296425457715775,0.30296425457715775,0.30296425457715775,5.45335658238884,0.30296425457715775,0.30296425457715775,0.6059285091543155,0.0,0.0,0.0,0.9088927637314732,13,18,0
2020-01-12,17.059780945527006,18.610670122393095,0.0,13.923027333867351,0.0,5.221135250200256,24.365297834267864,0.30296425457715775,0.30296425457715775,0.30296425457715775,3.9385353095030506,0.30296425457715775,0.30296425457715775,0.9088927637314732,0.0,0.0,0.30296425457715775,0.9088927637314732,4,15,0
2020-01-19,16.28433635709396,15.508891768660913,0.0,16.53359495896748,0.8701892083667094,4.350946041833548,22.624919417534446,0.30296425457715775,0.30296425457715775,0.0,3.0296425457715777,0.30296425457715775,0.30296425457715775,0.9088927637314732,0.30296425457715775,0.0,0.0,0.6059285091543155,5,15,0
2020-01-26,18.86915165187078,16.54281788657164,0.0,15.663405750600772,0.8701892083667094,4.350946041833548,24.365297834267864,0.0,0.30296425457715775,0.30296425457715775,3.0296425457715777,0.30296425457715775,0.30296425457715775,0.9088927637314732,0.0,0.0,0.30296425457715775,0.6059285091543155,6,16,0
2020-02-02,17.318262475004687,17.059780945527006,0.0,18.273973375700898,0.0,5.221135250200256,19.144162584067608,0.30296425457715775,0.30296425457715775,0.30296425457715775,3.0296425457715777,0.30296425457715775,0.30296425457715775,0.9088927637314732,0.0,0.0,0.0,0.6059285091543155,6,15,0
2020-02-09,18.093707063437733,15.767373298138596,0.0,13.923027333867351,0.0,6.9615136669336755,21.754730209167736,0.30296425457715775,0.9088927637314732,0.0,4.544463818657366,1.5148212728857888,0.30296425457715775,0.9088927637314732,0.0,0.0,0.0,0.6059285091543155,5,24,0
2020-02-16,22.229411535080647,13.441039532839458,0.0,13.052838125500642,0.0,6.091324458566966,20.884541000801025,0.30296425457715775,0.30296425457715775,0.30296425457715775,3.0296425457715777,0.30296425457715775,0.30296425457715775,0.6059285091543155,0.0,0.0,0.30296425457715775,0.9088927637314732,5,41,1
2020-02-23,13.441039532839458,12.665594944406411,0.0,14.79321654223406,0.8701892083667094,6.091324458566966,20.884541000801025,0.30296425457715775,0.30296425457715775,0.0,3.0296425457715777,0.30296425457715775,0.30296425457715775,0.6059285091543155,0.0,0.0,0.0,0.6059285091543155,4,32,0
2020-03-01,19.12763318134846,15.508891768660913,0.0,19.144162584067608,0.8701892083667094,6.091324458566966,20.01435179243432,0.30296425457715775,0.30296425457715775,0.30296425457715775,2.72667829119442,0.30296425457715775,0.0,0.9088927637314732,0.0,0.0,0.0,1.211857018308631,4,21,0
2020-03-08,12.924076473884094,10.856224238062639,0.0,12.182648917133932,0.8701892083667094,4.350946041833548,14.79321654223406,0.0,0.30296425457715775,0.0,2.423714036617262,0.30296425457715775,0.30296425457715775,1.211857018308631,0.30296425457715775,0.0,0.0,0.6059285091543155,9,10,0
2020-03-15,15.250410239183234,8.529890472763503,0.0,5.221135250200256,0.8701892083667094,3.4807568334668377,26.97586545936799,0.0,0.30296425457715775,0.0,0.9088927637314732,0.0,0.30296425457715775,0.6059285091543155,0.0,0.0,0.0,0.30296425457715775,7,11,0
2020-03-22,17.059780945527006,13.441039532839458,0.0,6.9615136669336755,0.0,2.610567625100128,26.105676251001285,0.0,0.30296425457715775,0.0,1.211857018308631,0.0,1.211857018308631,0.6059285091543155,0.0,0.0,0.0,0.30296425457715775,5,12,0
2020-03-29,12.665594944406411,14.99192870970555,0.0,7.831702875300386,0.0,3.4807568334668377,29.58643308446812,0.0,0.30296425457715775,0.0,0.9088927637314732,0.0,0.30296425457715775,0.6059285091543155,0.0,0.0,0.0,0.30296425457715775,5,13,0
2020-04-05,12.665594944406411,12.924076473884094,0.0,6.091324458566966,0.8701892083667094,5.221135250200256,34.80756833466838,0.30296425457715775,0.30296425457715775,0.30296425457715775,0.9088927637314732,0.30296425457715775,0.0,0.6059285091543155,0.0,0.0,0.0,0.6059285091543155,9,16,0
2020-04-12,18.610670122393095,13.69952106231714,0.0,5.221135250200256,0.0,4.350946041833548,27.846054667734702,0.0,0.30296425457715775,0.30296425457715775,1.5148212728857888,0.30296425457715775,0.0,0.30296425457715775,0.0,0.0,0.0,1.211857018308631,5,15,0
2020-04-19,17.576744004482368,12.665594944406411,0.0,5.221135250200256,0.0,4.350946041833548,26.97586545936799,0.0,0.6059285091543155,0.30296425457715775,2.1207497820401042,0.6059285091543155,0.30296425457715775,0.6059285091543155,0.0,0.0,0.0,1.211857018308631,5,18,0
2020-04-26,18.86915165187078,16.02585482761628,0.0,6.9615136669336755,0.8701892083667094,5.221135250200256,26.97586545936799,0.0,1.211857018308631,0.30296425457715775,2.72667829119442,2.72667829119442,0.0,0.6059285091543155,0.0,0.0,0.0,1.5148212728857888,6,18,0
2020-05-03,21.195485417169916,13.958002591794825,0.0,9.572081292033804,0.0,4.350946041833548,25.235487042634574,0.0,0.6059285091543155,0.0,3.0296425457715777,1.211857018308631,0.30296425457715775,0.6059285091543155,0.0,0.0,0.0,1.8177855274629464,4,15,0
2020-05-10,22.487893064558325,15.767373298138596,0.0,7.831702875300386,0.0,4.350946041833548,22.624919417534446,0.0,0.30296425457715775,0.0,3.0296425457715777,0.6059285091543155,0.0,0.6059285091543155,0.0,0.0,0.0,0.9088927637314732,3,15,0
