date,musica dj,bomboniere matrimonio,fiori matrimonio,Torta matrimonio,film matrimonio,ristorante matrimonio,Wedding planner,Trucco sposa,abiti da cerimonia,foto matrimonio,location matrimoni,gruppo musicale
2018-10-21,0.0,0.0,0.0,0.0,7.56783493499152,7.56783493499152,0.0,0.0,16,16,16,0
2018-10-28,6.218185738227288,0.0,0.0,0.0,0.0,0.0,7.56783493499152,0.0,0,15,0,31
2018-11-04,0.0,6.035297922397074,0.0,0.0,0.0,0.0,0.0,0.0,15,0,0,30
2018-11-11,0.0,0.0,0.0,0.0,7.56783493499152,0.0,0.0,7.56783493499152,0,32,15,46
2018-11-18,0.0,0.0,0.0,0.0,0.0,0.0,14.245336348219332,0.0,15,15,0,0
2018-11-25,0.0,6.035297922397074,0.0,0.0,7.122668174109666,7.122668174109666,7.122668174109666,0.0,15,15,15,15
2018-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0,16
2018-12-09,0.0,0.0,0.0,0.0,14.245336348219332,0.0,0.0,0.0,0,0,0,15
2018-12-16,6.035297922397074,0.0,0.0,0.0,0.0,7.122668174109666,0.0,0.0,15,0,0,30
2018-12-23,6.766849185717931,0.0,0.0,0.0,12.464669304691917,0.0,0.0,0.0,17,0,17,60
2018-12-30,6.218185738227288,0.0,6.218185738227288,0.0,0.0,7.56783493499152,7.56783493499152,7.56783493499152,16,0,0,24
2019-01-06,0.0,0.0,5.669522290736646,0.0,0.0,0.0,6.677501413227812,0.0,14,14,14,14
2019-01-13,0.0,5.669522290736646,0.0,0.0,0.0,0.0,6.677501413227812,6.677501413227812,14,0,0,14
2019-01-20,0.0,5.486634474906431,5.486634474906431,0.0,6.677501413227812,6.677501413227812,6.677501413227812,0.0,34,14,0,14
2019-01-27,5.303746659076217,8.047063896529432,5.303746659076217,0.0,6.677501413227812,0.0,0.0,0.0,14,27,0,14
2019-02-03,0.0,0.0,5.486634474906431,0.0,6.677501413227812,0.0,0.0,0.0,41,0,0,20
2019-02-10,0.0,11.156156765643077,5.486634474906431,0.0,13.355002826455625,6.677501413227812,6.677501413227812,0.0,63,14,14,28
2019-02-17,5.486634474906431,11.156156765643077,0.0,0.0,6.677501413227812,0.0,0.0,0.0,14,14,0,56
2019-02-24,0.0,0.0,5.486634474906431,0.0,0.0,9.793668739400792,6.677501413227812,6.677501413227812,41,14,0,14
2019-03-03,0.0,0.0,0.0,0.0,0.0,6.677501413227812,6.677501413227812,6.677501413227812,43,14,0,14
2019-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.677501413227812,35,28,14,14
2019-03-17,0.0,11.339044581473292,0.0,0.0,0.0,0.0,10.238835500282645,0.0,100,0,0,28
2019-03-24,0.0,5.669522290736646,0.0,0.0,0.0,0.0,0.0,6.677501413227812,50,14,14,21
2019-03-31,0.0,5.669522290736646,5.669522290736646,0.0,0.0,10.238835500282645,0.0,0.0,28,28,0,42
2019-04-07,5.669522290736646,5.669522290736646,0.0,0.0,0.0,6.677501413227812,10.238835500282645,0.0,56,0,0,42
2019-04-14,0.0,0.0,0.0,0.0,0.0,0.0,7.122668174109666,10.6840022611645,22,15,0,15
2019-04-21,0.0,0.0,5.85241010656686,0.0,7.122668174109666,7.122668174109666,0.0,0.0,58,15,0,44
2019-04-28,0.0,0.0,5.486634474906431,0.0,6.677501413227812,0.0,6.677501413227812,0.0,55,14,0,41
2019-05-05,0.0,10.607493318152434,0.0,0.0,0.0,6.677501413227812,0.0,6.677501413227812,27,27,0,0
2019-05-12,5.303746659076217,15.728352161398435,0.0,0.0,0.0,0.0,0.0,0.0,33,13,0,26
2019-05-19,0.0,5.303746659076217,5.303746659076217,0.0,0.0,0.0,9.793668739400792,6.677501413227812,47,0,0,13
2019-05-26,5.120858843246003,10.241717686492006,10.241717686492006,0.0,0.0,6.232334652345958,12.464669304691917,0.0,26,26,26,32
2019-06-02,0.0,11.156156765643077,5.669522290736646,0.0,0.0,0.0,0.0,0.0,28,21,14,14
2019-06-09,5.85241010656686,0.0,5.669522290736646,0.0,7.122668174109666,0.0,0.0,0.0,50,0,0,36
2019-06-16,0.0,5.669522290736646,0.0,0.0,6.677501413227812,6.677501413227812,0.0,0.0,35,0,14,14
2019-06-23,0.0,5.669522290736646,0.0,0.0,0.0,0.0,0.0,0.0,35,43,0,28
2019-06-30,0.0,5.669522290736646,5.669522290736646,0.0,0.0,6.677501413227812,0.0,6.677501413227812,36,14,14,50
2019-07-07,0.0,5.303746659076217,0.0,0.0,6.232334652345958,0.0,6.232334652345958,0.0,26,0,26,40
2019-07-14,0.0,0.0,0.0,0.0,0.0,6.677501413227812,0.0,0.0,28,21,28,42
2019-07-21,0.0,8.412839528189862,0.0,0.0,0.0,0.0,0.0,0.0,28,14,0,28
2019-07-28,5.303746659076217,0.0,5.486634474906431,0.0,6.677501413227812,6.677501413227812,6.677501413227812,6.677501413227812,14,14,0,27
2019-08-04,5.486634474906431,5.486634474906431,0.0,0.0,6.677501413227812,10.238835500282645,20.032504239683437,0.0,14,28,0,35
2019-08-11,0.0,5.669522290736646,0.0,0.0,6.677501413227812,6.677501413227812,0.0,0.0,56,0,14,28
2019-08-18,0.0,5.303746659076217,0.0,0.0,0.0,0.0,6.232334652345958,6.232334652345958,26,0,13,40
2019-08-25,0.0,5.120858843246003,5.120858843246003,0.0,0.0,0.0,6.232334652345958,0.0,32,13,13,32
2019-09-01,4.937971027415788,4.937971027415788,4.937971027415788,0.0,0.0,6.232334652345958,5.787167891464104,0.0,12,13,13,44
2019-09-08,0.0,10.790381133982649,5.486634474906431,0.0,12.90983606557377,12.90983606557377,6.677501413227812,6.677501413227812,34,27,0,34
2019-09-15,0.0,0.0,5.303746659076217,0.0,6.232334652345958,0.0,0.0,0.0,27,13,13,20
2019-09-22,0.0,0.0,0.0,0.0,6.232334652345958,6.232334652345958,6.232334652345958,0.0,20,33,13,13
2019-09-29,0.0,0.0,0.0,0.0,6.232334652345958,6.232334652345958,12.464669304691917,0.0,39,26,0,26
2019-10-06,0.0,0.0,0.0,0.0,12.90983606557377,0.0,0.0,6.232334652345958,0,13,0,27
2019-10-13,0.0,0.0,0.0,0.0,6.677501413227812,6.232334652345958,0.0,0.0,27,13,13,0
2019-10-20,0.0,7.6812882648690035,5.120858843246003,0.0,6.232334652345958,6.232334652345958,6.232334652345958,0.0,26,13,13,0
2019-10-27,0.0,0.0,10.241717686492006,0.0,0.0,0.0,0.0,12.464669304691917,0,13,0,13
2019-11-03,0.0,0.0,0.0,0.0,0.0,0.0,8.903335217637082,6.232334652345958,13,0,0,25
2019-11-10,0.0,0.0,5.120858843246003,0.0,0.0,0.0,0.0,0.0,26,13,0,33
2019-11-17,0.0,5.120858843246003,5.120858843246003,0.0,0.0,6.232334652345958,0.0,6.232334652345958,19,13,0,39
2019-11-24,4.937971027415788,0.0,0.0,0.0,6.232334652345958,0.0,6.232334652345958,5.787167891464104,0,0,0,13
2019-12-01,5.120858843246003,0.0,0.0,0.0,6.232334652345958,6.232334652345958,6.232334652345958,0.0,0,0,0,20
2019-12-08,0.0,5.120858843246003,5.120858843246003,0.0,0.0,0.0,6.232334652345958,0.0,13,0,0,13
2019-12-15,0.0,5.303746659076217,0.0,0.0,0.0,6.232334652345958,0.0,0.0,20,13,0,0
2019-12-22,0.0,6.035297922397074,0.0,0.0,7.56783493499152,0.0,0.0,0.0,0,15,0,23
2019-12-29,0.0,0.0,0.0,0.0,7.122668174109666,0.0,0.0,7.122668174109666,44,15,0,29
2020-01-05,0.0,10.241717686492006,0.0,0.0,6.232334652345958,6.232334652345958,0.0,0.0,13,19,0,13
2020-01-12,7.13262481737836,7.13262481737836,0.0,0.0,5.787167891464104,5.787167891464104,0.0,5.787167891464104,24,0,0,12
2020-01-19,0.0,4.755083211585573,0.0,0.0,5.787167891464104,0.0,0.0,0.0,61,0,0,18
2020-01-26,0.0,0.0,4.755083211585573,0.0,17.36150367439231,5.787167891464104,0.0,0.0,18,0,0,36
2020-02-02,0.0,4.755083211585573,0.0,0.0,5.787167891464104,0.0,0.0,5.787167891464104,18,0,12,30
2020-02-09,0.0,4.937971027415788,0.0,0.0,5.787167891464104,0.0,5.787167891464104,5.787167891464104,49,25,0,12
2020-02-16,0.0,4.937971027415788,0.0,0.0,5.787167891464104,0.0,0.0,6.232334652345958,19,0,12,19
2020-02-23,0.0,4.389307579925145,0.0,0.0,5.34200113058225,0.0,0.0,5.34200113058225,22,11,0,17
2020-03-01,0.0,4.389307579925145,4.389307579925145,0.0,0.0,5.34200113058225,10.6840022611645,0.0,45,0,0,0
2020-03-08,0.0,0.0,4.206419764094931,0.0,0.0,0.0,0.0,0.0,16,0,0,38
2020-03-15,0.0,0.0,0.0,0.0,10.238835500282645,0.0,0.0,0.0,11,0,11,11
2020-03-22,7.6812882648690035,0.0,3.8406441324345018,0.0,4.896834369700396,0.0,0.0,0.0,10,0,0,15
2020-03-29,0.0,4.023531948264716,0.0,0.0,4.896834369700396,0.0,4.896834369700396,0.0,10,10,0,20
2020-04-05,0.0,0.0,0.0,0.0,5.34200113058225,0.0,4.896834369700396,0.0,11,0,0,11
2020-04-12,4.206419764094931,0.0,4.206419764094931,0.0,10.238835500282645,0.0,5.34200113058225,0.0,11,11,0,11
2020-04-19,0.0,0.0,8.047063896529432,0.0,0.0,0.0,4.896834369700396,0.0,10,0,0,25
2020-04-26,0.0,4.023531948264716,0.0,0.0,4.896834369700396,0.0,4.896834369700396,0.0,10,0,0,15
2020-05-03,4.206419764094931,0.0,4.206419764094931,0.0,7.56783493499152,0.0,5.34200113058225,0.0,0,0,11,16
2020-05-10,0.0,0.0,4.937971027415788,0.0,5.787167891464104,0.0,0.0,0.0,0,12,12,18
