date,musica dj,fiori matrimonio,Torta matrimonio,Trucco sposa,film matrimonio,foto matrimonio,ristorante matrimonio,Wedding planner,abiti da cerimonia,location matrimoni,bomboniere matrimonio,gruppo musicale
2018-09-02,0.0,0.0,0.0,0.0,0.0,46.4150607767566,0.0,15.31218499851764,29,0,29,29
2018-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2018-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.269196560924993,0,0,0,31
2018-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0,0,0
2018-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,31,31,31
2018-10-07,0.0,0.0,0.0,0.0,0.0,17.226208123332345,0.0,0.0,33,33,33,33
2018-10-14,0.0,0.0,0.0,0.0,0.0,17.70471390453602,0.0,0.0,0,67,34,34
2018-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,32
2018-10-28,0.0,0.0,0.0,0.0,0.0,16.74770234212867,0.0,0.0,0,0,0,0
2018-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2018-11-11,0.0,0.0,0.0,0.0,18.183219685739697,18.183219685739697,0.0,0.0,0,0,34,0
2018-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.70471390453602,68,0,0,0
2018-11-25,0.0,0.0,0.0,0.0,0.0,17.70471390453602,0.0,0.0,0,0,0,34
2018-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0,0,33
2018-12-09,0.0,0.0,0.0,0.0,0.0,16.74770234212867,0.0,16.74770234212867,0,0,0,32
2018-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.226208123332345,0,0,0,0
2018-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.016898903053665,32,0,0,0
2018-12-30,0.0,0.0,0.0,0.0,13.398161873702936,0.0,0.0,13.398161873702936,25,25,51,64
2019-01-06,0.0,0.0,0.0,0.0,0.0,29.188852653424252,0.0,0.0,28,0,0,28
2019-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,29,0
2019-01-20,0.0,0.0,0.0,0.0,0.0,14.833679217313964,0.0,0.0,28,0,28,0
2019-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,27,55
2019-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.833679217313964,0,0,28,28
2019-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.833679217313964,28,0,28,0
2019-02-17,0.0,0.0,0.0,0.0,0.0,15.31218499851764,0.0,0.0,29,0,29,43
2019-02-24,0.0,0.0,0.0,0.0,0.0,15.31218499851764,0.0,0.0,0,0,0,29
2019-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,29,72
2019-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.31218499851764,89,0,29,29
2019-03-17,0.0,0.0,0.0,0.0,16.269196560924993,0.0,0.0,0.0,0,0,31,0
2019-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,32,32,63
2019-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,0,0,0
2019-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,0
2019-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.74770234212867,0,0,32,0
2019-04-21,0.0,0.0,0.0,0.0,17.226208123332345,17.226208123332345,0.0,17.226208123332345,0,33,0,0
2019-04-28,0.0,0.0,0.0,0.0,16.74770234212867,16.74770234212867,0.0,0.0,47,0,32,0
2019-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.269196560924993,31,31,0,31
2019-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0,0,93
2019-05-19,0.0,0.0,0.0,0.0,0.0,16.269196560924993,0.0,0.0,92,0,0,30
2019-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,29,0,0
2019-06-02,0.0,0.0,0.0,0.0,0.0,16.269196560924993,0.0,0.0,31,0,0,31
2019-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.581381559442633,0,0,30,30
2019-06-16,0.0,0.0,0.0,0.0,30.62436999703528,0.0,0.0,0.0,87,0,0,29
2019-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,31,31
2019-06-30,0.0,0.0,0.0,0.0,0.0,15.31218499851764,0.0,15.31218499851764,28,0,0,57
2019-07-07,0.0,0.0,0.0,0.0,0.0,14.355173436110288,0.0,0.0,27,55,0,27
2019-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,53
2019-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,25,0,25
2019-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,0,24
2019-08-04,0.0,0.0,0.0,0.0,11.962644530091907,0.0,0.0,0.0,23,0,0,23
2019-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,54
2019-08-18,0.0,0.0,0.0,0.0,0.0,11.005632967684553,0.0,0.0,0,0,0,31
2019-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.962644530091907,0,0,0,45
2019-09-01,0.0,0.0,0.0,0.0,0.0,19.14023124814705,0.0,0.0,25,0,25,49
2019-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.355173436110288,27,0,0,55
2019-09-15,0.0,0.0,0.0,0.0,14.355173436110288,0.0,0.0,0.0,28,0,28,28
2019-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,0,27
2019-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,54
2019-10-06,0.0,0.0,0.0,0.0,0.0,14.833679217313964,0.0,14.833679217313964,56,0,0,28
2019-10-13,0.0,0.0,0.0,0.0,14.833679217313964,0.0,0.0,0.0,0,0,0,0
2019-10-20,0.0,0.0,0.0,0.0,0.0,15.31218499851764,0.0,15.31218499851764,29,0,0,29
2019-10-27,0.0,0.0,0.0,0.0,15.31218499851764,14.833679217313964,0.0,0.0,29,0,0,29
2019-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,28,28
2019-11-10,0.0,0.0,0.0,0.0,0.0,15.31218499851764,0.0,0.0,0,0,29,29
2019-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,57
2019-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,29
2019-12-01,0.0,0.0,0.0,0.0,15.790690779721317,0.0,0.0,0.0,0,0,29,59
2019-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,44
2019-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,28,83
2019-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.833679217313964,0,0,0,41
2019-12-29,0.0,0.0,0.0,0.0,0.0,11.962644530091907,0.0,11.484138748888231,22,0,22,44
2020-01-05,0.0,0.0,0.0,0.0,0.0,12.441150311295583,0.0,0.0,23,0,23,23
2020-01-12,0.0,0.0,0.0,0.0,12.91965609249926,0.0,0.0,0.0,0,0,24,49
2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,50,25
2020-01-26,0.0,0.0,0.0,0.0,12.91965609249926,0.0,0.0,12.91965609249926,49,24,0,24
2020-02-02,0.0,0.0,0.0,0.0,12.91965609249926,0.0,0.0,0.0,24,0,0,0
2020-02-09,0.0,0.0,0.0,0.0,0.0,38.75896827749778,0.0,12.91965609249926,49,0,25,49
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,24,49
2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,22,23
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.441150311295583,0,23,23,46
2020-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2020-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.398161873702936,0,0,0,0
2020-03-22,0.0,0.0,0.0,0.0,11.962644530091907,0.0,0.0,0.0,23,0,0,23
2020-03-29,0.0,0.0,0.0,0.0,12.441150311295583,0.0,0.0,0.0,24,0,0,23
2020-04-05,0.0,0.0,0.0,0.0,13.398161873702936,13.398161873702936,0.0,0.0,0,0,0,25
2020-04-12,0.0,0.0,0.0,0.0,13.398161873702936,13.398161873702936,0.0,0.0,25,0,25,50
2020-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.91965609249926,49,0,0,25
2020-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24,24
2020-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.398161873702936,0,0,0,0
2020-05-10,0.0,0.0,0.0,0.0,29.66735843462793,0.0,0.0,0.0,0,0,0,0
