date,mariage mer,jardin mariage,mariage chateau_x,mariage palace,ferme mariage ,isPartial_x,mariage chateau_y,restaurant mariage,location salle des fêtes,isPartial_y
2019-10-27,11,11,49,11,17,False,58,27,11,False
2019-11-03,5,0,59,5,11,False,44,30,0,False
2019-11-10,11,6,44,0,6,False,56,31,5,False
2019-11-17,5,5,38,0,11,False,45,25,5,False
2019-11-24,16,5,40,5,5,False,44,15,0,False
2019-12-01,0,8,36,0,10,False,48,24,0,False
2019-12-08,5,11,34,0,5,False,24,15,5,False
2019-12-15,5,11,27,0,5,False,20,20,0,False
2019-12-22,7,7,20,0,7,False,12,12,0,False
2019-12-29,12,9,37,0,0,False,40,11,6,False
2020-01-05,16,8,54,10,18,False,77,43,5,False
2020-01-12,21,16,44,5,8,False,43,24,5,False
2020-01-19,5,11,46,0,5,False,50,40,0,False
2020-01-26,5,5,42,0,16,False,44,19,10,False
2020-02-02,8,8,61,11,5,False,44,15,5,False
2020-02-09,5,11,37,0,19,False,45,40,5,False
2020-02-16,11,0,74,8,14,False,46,35,10,False
2020-02-23,21,10,41,0,10,False,28,23,5,False
2020-03-01,15,8,35,5,8,False,38,14,14,False
2020-03-08,13,8,23,0,10,False,14,14,9,False
2020-03-15,11,11,16,0,5,False,15,0,5,False
2020-03-22,5,11,35,5,5,False,45,5,0,False
2020-03-29,8,5,27,0,5,False,20,10,0,False
2020-04-05,8,16,35,0,8,False,34,20,0,False
2020-04-12,0,8,38,0,8,False,51,15,0,False
2020-04-19,0,0,50,0,8,False,43,0,0,False
2020-04-26,10,13,31,0,5,False,19,24,0,False
2020-05-03,0,0,40,40,0,True,0,0,0,True
