date,mariage civil ,mariage symbolique ,mariage laique,mariage religieux 
2019-03-31,0.356,0.0,0.084,0.0
2019-04-07,0.0,0.0,0.28,0.084
2019-04-14,0.456,0.0,0.172,0.0
2019-04-21,0.664,0.0,0.0,0.084
2019-04-28,0.16,0.0,0.0,0.0
2019-05-05,0.12,0.0,0.0,0.164
2019-05-12,0.164,0.0,0.08,0.08
2019-05-19,0.784,0.0,0.08,0.08
2019-05-26,0.356,0.0,0.084,0.08
2019-06-02,0.3,0.0,0.0,0.0
2019-06-09,0.248,0.0,0.076,0.08
2019-06-16,0.08,0.0,0.08,0.0
2019-06-23,0.08,0.0,0.344,0.08
2019-06-30,0.076,0.0,0.0,0.076
2019-07-07,0.508,0.0,0.076,0.0
2019-07-14,0.256,0.0,0.0,0.0
2019-07-21,0.572,0.0,0.244,0.0
2019-07-28,0.212,0.0,0.168,0.168
2019-08-04,0.16,0.0,0.08,0.08
2019-08-11,0.236,0.0,0.312,0.0
2019-08-18,0.208,0.0,0.0,0.124
2019-08-25,0.12,0.0,0.08,0.08
2019-09-01,0.16,0.0,0.16,0.0
2019-09-08,0.0,0.0,0.076,0.0
2019-09-15,0.148,0.0,0.148,0.0
2019-09-22,0.144,0.0,0.0,0.072
2019-09-29,0.164,0.0,0.0,0.0
2019-10-06,0.576,0.0,0.08,0.08
2019-10-13,0.236,0.0,0.32,0.0
2019-10-20,0.356,0.0,0.0,0.0
2019-10-27,0.704,0.0,0.0,0.0
2019-11-03,0.072,0.0,0.072,0.0
2019-11-10,0.152,0.0,0.24,0.0
2019-11-17,0.16,0.0,0.0,0.0
2019-11-24,0.308,0.0,0.076,0.0
2019-12-01,0.568,0.0,0.08,0.0
2019-12-08,0.116,0.0,0.076,0.0
2019-12-15,0.08,0.0,0.08,0.0
2019-12-22,0.084,0.0,0.0,0.084
2019-12-29,0.336,0.0,0.0,0.16
2020-01-05,0.076,0.0,0.0,0.0
2020-01-12,0.072,0.0,0.144,0.0
2020-01-19,0.072,0.0,0.0,0.072
2020-01-26,0.412,0.0,0.108,0.0
2020-02-02,0.464,0.0,0.0,0.076
2020-02-09,0.304,0.0,0.072,0.072
2020-02-16,0.688,0.0,0.148,0.0
2020-02-23,0.264,0.0,0.0,0.0
2020-03-01,0.072,0.0,0.0,0.072
2020-03-08,0.072,0.0,0.072,0.0
2020-03-15,0.1,0.0,0.0,0.068
2020-03-22,0.392,0.0,0.0,0.0
2020-03-29,0.064,0.0,0.064,0.064
2020-04-05,0.064,0.0,0.064,0.064
2020-04-12,0.288,0.0,0.064,0.0
2020-04-19,0.164,0.0,0.256,0.0
2020-04-26,0.092,0.0,0.0,0.0
2020-05-03,0.0,0.0,0.0,0.0
