ticket_taxonomy_tag_name,ticket_geo_region_name,Year,Month,No_of_tickets,Index,Country selected
Abito da sposa,Calabria,2019.0,3.0,0.0,0.0,0
Abito da sposa,Calabria,2019.0,4.0,1.0,0.0,0
Abito da sposa,Calabria,2019.0,5.0,0.0,0.0,0
Abito da sposa,Calabria,2019.0,6.0,0.0,0.0,0
Abito da sposa,Calabria,2019.0,7.0,0.0,0.0,0
Abito da sposa,Calabria,2019.0,8.0,0.0,0.0,0
Abito da sposa,Calabria,2019.0,9.0,2.0,0.0,0
Abito da sposa,Calabria,2019.0,10.0,0.0,0.0,0
Abito da sposa,Calabria,2019.0,11.0,1.0,0.0,0
Abito da sposa,Calabria,2019.0,12.0,0.0,0.0,0
Abito da sposa,Calabria,2020.0,1.0,0.0,0.0,0
Abito da sposa,Calabria,2020.0,2.0,0.0,0.0,0
Abito da sposa,Calabria,2020.0,3.0,0.0,0.0,0
Abito da sposa,Calabria,2020.0,4.0,0.0,0.0,0
Abito da sposa,Calabria,2020.0,5.0,0.0,0.0,0
Abito da sposa,Campania,2018.0,1.0,0.0,0.0,0
Abito da sposa,Campania,2018.0,2.0,1.0,0.0,0
Abito da sposa,Campania,2018.0,3.0,0.0,0.0,0
Abito da sposa,Campania,2018.0,4.0,1.0,0.0,0
Abito da sposa,Campania,2018.0,5.0,2.0,0.0,0
Abito da sposa,Campania,2018.0,6.0,1.0,0.0,0
Abito da sposa,Campania,2018.0,7.0,0.0,0.0,0
Abito da sposa,Campania,2018.0,8.0,1.0,0.0,0
Abito da sposa,Campania,2018.0,9.0,1.0,0.0,0
Abito da sposa,Campania,2018.0,10.0,2.0,0.0,0
Abito da sposa,Campania,2018.0,11.0,2.0,0.0,0
Abito da sposa,Campania,2018.0,12.0,0.0,0.0,0
Abito da sposa,Campania,2019.0,1.0,0.0,0.0,0
Abito da sposa,Campania,2019.0,2.0,2.0,0.0,0
Abito da sposa,Campania,2019.0,3.0,5.0,0.0,0
Abito da sposa,Campania,2019.0,4.0,4.0,0.0,0
Abito da sposa,Campania,2019.0,5.0,0.0,0.0,0
Abito da sposa,Campania,2019.0,6.0,2.0,0.0,0
Abito da sposa,Campania,2019.0,7.0,1.0,0.0,0
Abito da sposa,Campania,2019.0,8.0,2.0,0.0,0
Abito da sposa,Campania,2019.0,9.0,6.0,0.0,0
Abito da sposa,Campania,2019.0,10.0,2.0,0.0,0
Abito da sposa,Campania,2019.0,11.0,2.0,0.0,0
Abito da sposa,Campania,2019.0,12.0,1.0,0.0,0
Abito da sposa,Campania,2020.0,1.0,4.0,0.0,0
Abito da sposa,Campania,2020.0,2.0,2.0,0.0,0
Abito da sposa,Campania,2020.0,3.0,1.0,0.0,0
Abito da sposa,Campania,2020.0,4.0,1.0,0.0,0
Abito da sposa,Campania,2020.0,5.0,0.0,0.0,0
Abito da sposa,Emilia-Romagna,2018.0,1.0,1.0,0.0,0
Abito da sposa,Emilia-Romagna,2018.0,2.0,1.0,0.0,0
Abito da sposa,Emilia-Romagna,2018.0,3.0,1.0,0.0,0
Abito da sposa,Emilia-Romagna,2018.0,4.0,1.0,0.0,0
Abito da sposa,Emilia-Romagna,2018.0,5.0,6.0,0.0,0
Abito da sposa,Emilia-Romagna,2018.0,6.0,3.0,0.0,0
Abito da sposa,Emilia-Romagna,2018.0,7.0,2.0,0.0,0
Abito da sposa,Emilia-Romagna,2018.0,8.0,3.0,0.0,0
Abito da sposa,Emilia-Romagna,2018.0,9.0,1.0,0.0,0
Abito da sposa,Emilia-Romagna,2018.0,10.0,4.0,0.0,0
Abito da sposa,Emilia-Romagna,2018.0,11.0,0.0,0.0,0
Abito da sposa,Emilia-Romagna,2018.0,12.0,1.0,0.0,0
Abito da sposa,Emilia-Romagna,2019.0,1.0,14.0,0.0,0
Abito da sposa,Emilia-Romagna,2019.0,2.0,4.0,0.0,0
Abito da sposa,Emilia-Romagna,2019.0,3.0,6.0,0.0,0
Abito da sposa,Emilia-Romagna,2019.0,4.0,4.0,0.0,0
Abito da sposa,Emilia-Romagna,2019.0,5.0,3.0,0.0,0
Abito da sposa,Emilia-Romagna,2019.0,6.0,2.0,0.0,0
Abito da sposa,Emilia-Romagna,2019.0,7.0,2.0,0.0,0
Abito da sposa,Emilia-Romagna,2019.0,8.0,2.0,0.0,0
Abito da sposa,Emilia-Romagna,2019.0,9.0,3.0,0.0,0
Abito da sposa,Emilia-Romagna,2019.0,10.0,3.0,0.0,0
Abito da sposa,Emilia-Romagna,2019.0,11.0,1.0,0.0,0
Abito da sposa,Emilia-Romagna,2019.0,12.0,1.0,0.0,0
Abito da sposa,Emilia-Romagna,2020.0,1.0,7.0,0.0,0
Abito da sposa,Emilia-Romagna,2020.0,2.0,1.0,0.0,0
Abito da sposa,Emilia-Romagna,2020.0,3.0,1.0,0.0,0
Abito da sposa,Emilia-Romagna,2020.0,4.0,0.0,0.0,0
Abito da sposa,Emilia-Romagna,2020.0,5.0,1.0,0.0,0
Abito da sposa,Friuli Venezia Giulia,2018.0,1.0,0.0,0.0,0
Abito da sposa,Friuli Venezia Giulia,2018.0,2.0,1.0,0.0,0
Abito da sposa,Friuli Venezia Giulia,2018.0,3.0,1.0,0.0,0
Abito da sposa,Friuli Venezia Giulia,2018.0,4.0,1.0,0.0,0
Abito da sposa,Friuli Venezia Giulia,2018.0,5.0,0.0,0.0,0
Abito da sposa,Friuli Venezia Giulia,2018.0,6.0,0.0,0.0,0
Abito da sposa,Friuli Venezia Giulia,2018.0,7.0,0.0,0.0,0
Abito da sposa,Friuli Venezia Giulia,2018.0,8.0,0.0,0.0,0
Abito da sposa,Friuli Venezia Giulia,2018.0,9.0,2.0,0.0,0
Abito da sposa,Friuli Venezia Giulia,2018.0,10.0,0.0,0.0,0
Abito da sposa,Friuli Venezia Giulia,2018.0,11.0,1.0,0.0,0
Abito da sposa,Friuli Venezia Giulia,2018.0,12.0,0.0,0.0,0
Abito da sposa,Friuli Venezia Giulia,2019.0,1.0,0.0,0.0,0
Abito da sposa,Friuli Venezia Giulia,2019.0,2.0,1.0,0.0,0
Abito da sposa,Friuli Venezia Giulia,2019.0,3.0,0.0,0.0,0
Abito da sposa,Friuli Venezia Giulia,2019.0,4.0,0.0,0.0,0
Abito da sposa,Friuli Venezia Giulia,2019.0,5.0,0.0,0.0,0
Abito da sposa,Friuli Venezia Giulia,2019.0,6.0,0.0,0.0,0
Abito da sposa,Friuli Venezia Giulia,2019.0,7.0,1.0,0.0,0
Abito da sposa,Friuli Venezia Giulia,2019.0,8.0,0.0,0.0,0
Abito da sposa,Friuli Venezia Giulia,2019.0,9.0,1.0,0.0,0
Abito da sposa,Friuli Venezia Giulia,2019.0,10.0,0.0,0.0,0
Abito da sposa,Friuli Venezia Giulia,2019.0,11.0,0.0,0.0,0
Abito da sposa,Friuli Venezia Giulia,2019.0,12.0,0.0,0.0,0
Abito da sposa,Friuli Venezia Giulia,2020.0,1.0,2.0,0.0,0
Abito da sposa,Friuli Venezia Giulia,2020.0,2.0,0.0,0.0,0
Abito da sposa,Friuli Venezia Giulia,2020.0,3.0,0.0,0.0,0
Abito da sposa,Friuli Venezia Giulia,2020.0,4.0,2.0,0.0,0
Abito da sposa,Friuli Venezia Giulia,2020.0,5.0,0.0,0.0,0
Abito da sposa,Lazio,2018.0,1.0,2.0,0.0,0
Abito da sposa,Lazio,2018.0,2.0,0.0,0.0,0
Abito da sposa,Lazio,2018.0,3.0,2.0,0.0,0
Abito da sposa,Lazio,2018.0,4.0,2.0,0.0,0
Abito da sposa,Lazio,2018.0,5.0,2.0,0.0,0
Abito da sposa,Lazio,2018.0,6.0,0.0,0.0,0
Abito da sposa,Lazio,2018.0,7.0,0.0,0.0,0
Abito da sposa,Lazio,2018.0,8.0,0.0,0.0,0
Abito da sposa,Lazio,2018.0,9.0,1.0,0.0,0
Abito da sposa,Lazio,2018.0,10.0,3.0,0.0,0
Abito da sposa,Lazio,2018.0,11.0,3.0,0.0,0
Abito da sposa,Lazio,2018.0,12.0,0.0,0.0,0
Abito da sposa,Lazio,2019.0,1.0,3.0,0.0,0
Abito da sposa,Lazio,2019.0,2.0,3.0,0.0,0
Abito da sposa,Lazio,2019.0,3.0,5.0,0.0,0
Abito da sposa,Lazio,2019.0,4.0,3.0,0.0,0
Abito da sposa,Lazio,2019.0,5.0,2.0,0.0,0
Abito da sposa,Lazio,2019.0,6.0,7.0,0.0,0
Abito da sposa,Lazio,2019.0,7.0,1.0,0.0,0
Abito da sposa,Lazio,2019.0,8.0,0.0,0.0,0
Abito da sposa,Lazio,2019.0,9.0,1.0,0.0,0
Abito da sposa,Lazio,2019.0,10.0,4.0,0.0,0
Abito da sposa,Lazio,2019.0,11.0,7.0,0.0,0
Abito da sposa,Lazio,2019.0,12.0,0.0,0.0,0
Abito da sposa,Lazio,2020.0,1.0,3.0,0.0,0
Abito da sposa,Lazio,2020.0,2.0,0.0,0.0,0
Abito da sposa,Lazio,2020.0,3.0,1.0,0.0,0
Abito da sposa,Lazio,2020.0,4.0,0.0,0.0,0
Abito da sposa,Lazio,2020.0,5.0,4.0,0.0,0
Abito da sposa,Liguria,2018.0,1.0,0.0,0.0,0
Abito da sposa,Liguria,2018.0,2.0,0.0,0.0,0
Abito da sposa,Liguria,2018.0,3.0,1.0,0.0,0
Abito da sposa,Liguria,2018.0,4.0,0.0,0.0,0
Abito da sposa,Liguria,2018.0,5.0,2.0,0.0,0
Abito da sposa,Liguria,2018.0,6.0,0.0,0.0,0
Abito da sposa,Liguria,2018.0,7.0,2.0,0.0,0
Abito da sposa,Liguria,2018.0,8.0,0.0,0.0,0
Abito da sposa,Liguria,2018.0,9.0,0.0,0.0,0
Abito da sposa,Liguria,2018.0,10.0,0.0,0.0,0
Abito da sposa,Liguria,2018.0,11.0,0.0,0.0,0
Abito da sposa,Liguria,2018.0,12.0,0.0,0.0,0
Abito da sposa,Liguria,2019.0,1.0,1.0,0.0,0
Abito da sposa,Liguria,2019.0,2.0,1.0,0.0,0
Abito da sposa,Liguria,2019.0,3.0,2.0,0.0,0
Abito da sposa,Liguria,2019.0,4.0,1.0,0.0,0
Abito da sposa,Liguria,2019.0,5.0,1.0,0.0,0
Abito da sposa,Liguria,2019.0,6.0,3.0,0.0,0
Abito da sposa,Liguria,2019.0,7.0,1.0,0.0,0
Abito da sposa,Liguria,2019.0,8.0,1.0,0.0,0
Abito da sposa,Liguria,2019.0,9.0,0.0,0.0,0
Abito da sposa,Liguria,2019.0,10.0,0.0,0.0,0
Abito da sposa,Liguria,2019.0,11.0,3.0,0.0,0
Abito da sposa,Liguria,2019.0,12.0,0.0,0.0,0
Abito da sposa,Liguria,2020.0,1.0,2.0,0.0,0
Abito da sposa,Liguria,2020.0,2.0,3.0,0.0,0
Abito da sposa,Liguria,2020.0,3.0,1.0,0.0,0
Abito da sposa,Liguria,2020.0,4.0,3.0,0.0,0
Abito da sposa,Liguria,2020.0,5.0,0.0,0.0,0
Abito da sposa,Lombardia,2018.0,1.0,3.0,0.0,0
Abito da sposa,Lombardia,2018.0,2.0,1.0,0.0,0
Abito da sposa,Lombardia,2018.0,3.0,9.0,0.0,0
Abito da sposa,Lombardia,2018.0,4.0,15.0,0.0,0
Abito da sposa,Lombardia,2018.0,5.0,2.0,0.0,0
Abito da sposa,Lombardia,2018.0,6.0,3.0,0.0,0
Abito da sposa,Lombardia,2018.0,7.0,0.0,0.0,0
Abito da sposa,Lombardia,2018.0,8.0,3.0,0.0,0
Abito da sposa,Lombardia,2018.0,9.0,7.0,0.0,0
Abito da sposa,Lombardia,2018.0,10.0,8.0,0.0,0
Abito da sposa,Lombardia,2018.0,11.0,3.0,0.0,0
Abito da sposa,Lombardia,2018.0,12.0,1.0,0.0,0
Abito da sposa,Lombardia,2019.0,1.0,13.0,0.0,0
Abito da sposa,Lombardia,2019.0,2.0,12.0,0.0,0
Abito da sposa,Lombardia,2019.0,3.0,21.0,0.0,0
Abito da sposa,Lombardia,2019.0,4.0,10.0,0.0,0
Abito da sposa,Lombardia,2019.0,5.0,11.0,0.0,0
Abito da sposa,Lombardia,2019.0,6.0,4.0,0.0,0
Abito da sposa,Lombardia,2019.0,7.0,6.0,0.0,0
Abito da sposa,Lombardia,2019.0,8.0,6.0,0.0,0
Abito da sposa,Lombardia,2019.0,9.0,7.0,0.0,0
Abito da sposa,Lombardia,2019.0,10.0,8.0,0.0,0
Abito da sposa,Lombardia,2019.0,11.0,8.0,0.0,0
Abito da sposa,Lombardia,2019.0,12.0,4.0,0.0,0
Abito da sposa,Lombardia,2020.0,1.0,13.0,0.0,0
Abito da sposa,Lombardia,2020.0,2.0,5.0,0.0,0
Abito da sposa,Lombardia,2020.0,3.0,2.0,0.0,0
Abito da sposa,Lombardia,2020.0,4.0,3.0,0.0,0
Abito da sposa,Lombardia,2020.0,5.0,0.0,0.0,0
Abito da sposa,Marche,2018.0,1.0,1.0,0.0,0
Abito da sposa,Marche,2018.0,2.0,0.0,0.0,0
Abito da sposa,Marche,2018.0,3.0,1.0,0.0,0
Abito da sposa,Marche,2018.0,4.0,0.0,0.0,0
Abito da sposa,Marche,2018.0,5.0,0.0,0.0,0
Abito da sposa,Marche,2018.0,6.0,0.0,0.0,0
Abito da sposa,Marche,2018.0,7.0,0.0,0.0,0
Abito da sposa,Marche,2018.0,8.0,1.0,0.0,0
Abito da sposa,Marche,2018.0,9.0,1.0,0.0,0
Abito da sposa,Marche,2018.0,10.0,1.0,0.0,0
Abito da sposa,Marche,2018.0,11.0,0.0,0.0,0
Abito da sposa,Marche,2018.0,12.0,0.0,0.0,0
Abito da sposa,Marche,2019.0,1.0,0.0,0.0,0
Abito da sposa,Marche,2019.0,2.0,2.0,0.0,0
Abito da sposa,Marche,2019.0,3.0,1.0,0.0,0
Abito da sposa,Marche,2019.0,4.0,0.0,0.0,0
Abito da sposa,Marche,2019.0,5.0,1.0,0.0,0
Abito da sposa,Marche,2019.0,6.0,2.0,0.0,0
Abito da sposa,Marche,2019.0,7.0,1.0,0.0,0
Abito da sposa,Marche,2019.0,8.0,1.0,0.0,0
Abito da sposa,Marche,2019.0,9.0,1.0,0.0,0
Abito da sposa,Marche,2019.0,10.0,0.0,0.0,0
Abito da sposa,Marche,2019.0,11.0,1.0,0.0,0
Abito da sposa,Marche,2019.0,12.0,0.0,0.0,0
Abito da sposa,Marche,2020.0,1.0,2.0,0.0,0
Abito da sposa,Marche,2020.0,2.0,0.0,0.0,0
Abito da sposa,Marche,2020.0,3.0,0.0,0.0,0
Abito da sposa,Marche,2020.0,4.0,0.0,0.0,0
Abito da sposa,Marche,2020.0,5.0,0.0,0.0,0
Abito da sposa,Molise,2018.0,1.0,0.0,0.0,0
Abito da sposa,Molise,2018.0,2.0,0.0,0.0,0
Abito da sposa,Molise,2018.0,3.0,1.0,0.0,0
Abito da sposa,Molise,2018.0,4.0,0.0,0.0,0
Abito da sposa,Molise,2018.0,5.0,0.0,0.0,0
Abito da sposa,Molise,2018.0,6.0,0.0,0.0,0
Abito da sposa,Molise,2018.0,7.0,0.0,0.0,0
Abito da sposa,Molise,2018.0,8.0,0.0,0.0,0
Abito da sposa,Molise,2018.0,9.0,0.0,0.0,0
Abito da sposa,Molise,2018.0,10.0,0.0,0.0,0
Abito da sposa,Molise,2018.0,11.0,0.0,0.0,0
Abito da sposa,Molise,2018.0,12.0,0.0,0.0,0
Abito da sposa,Molise,2019.0,1.0,0.0,0.0,0
Abito da sposa,Molise,2019.0,2.0,0.0,0.0,0
Abito da sposa,Molise,2019.0,3.0,0.0,0.0,0
Abito da sposa,Molise,2019.0,4.0,0.0,0.0,0
Abito da sposa,Molise,2019.0,5.0,0.0,0.0,0
Abito da sposa,Molise,2019.0,6.0,0.0,0.0,0
Abito da sposa,Molise,2019.0,7.0,0.0,0.0,0
Abito da sposa,Molise,2019.0,8.0,0.0,0.0,0
Abito da sposa,Molise,2019.0,9.0,2.0,0.0,0
Abito da sposa,Molise,2019.0,10.0,0.0,0.0,0
Abito da sposa,Molise,2019.0,11.0,0.0,0.0,0
Abito da sposa,Molise,2019.0,12.0,0.0,0.0,0
Abito da sposa,Molise,2020.0,1.0,0.0,0.0,0
Abito da sposa,Molise,2020.0,2.0,0.0,0.0,0
Abito da sposa,Molise,2020.0,3.0,0.0,0.0,0
Abito da sposa,Molise,2020.0,4.0,0.0,0.0,0
Abito da sposa,Molise,2020.0,5.0,0.0,0.0,0
Abito da sposa,Piemonte,2018.0,1.0,4.0,0.0,0
Abito da sposa,Piemonte,2018.0,2.0,1.0,0.0,0
Abito da sposa,Piemonte,2018.0,3.0,3.0,0.0,0
Abito da sposa,Piemonte,2018.0,4.0,3.0,0.0,0
Abito da sposa,Piemonte,2018.0,5.0,2.0,0.0,0
Abito da sposa,Piemonte,2018.0,6.0,2.0,0.0,0
Abito da sposa,Piemonte,2018.0,7.0,1.0,0.0,0
Abito da sposa,Piemonte,2018.0,8.0,1.0,0.0,0
Abito da sposa,Piemonte,2018.0,9.0,4.0,0.0,0
Abito da sposa,Piemonte,2018.0,10.0,2.0,0.0,0
Abito da sposa,Piemonte,2018.0,11.0,1.0,0.0,0
Abito da sposa,Piemonte,2018.0,12.0,2.0,0.0,0
Abito da sposa,Piemonte,2019.0,1.0,3.0,0.0,0
Abito da sposa,Piemonte,2019.0,2.0,2.0,0.0,0
Abito da sposa,Piemonte,2019.0,3.0,2.0,0.0,0
Abito da sposa,Piemonte,2019.0,4.0,8.0,0.0,0
Abito da sposa,Piemonte,2019.0,5.0,2.0,0.0,0
Abito da sposa,Piemonte,2019.0,6.0,0.0,0.0,0
Abito da sposa,Piemonte,2019.0,7.0,4.0,0.0,0
Abito da sposa,Piemonte,2019.0,8.0,0.0,0.0,0
Abito da sposa,Piemonte,2019.0,9.0,3.0,0.0,0
Abito da sposa,Piemonte,2019.0,10.0,3.0,0.0,0
Abito da sposa,Piemonte,2019.0,11.0,0.0,0.0,0
Abito da sposa,Piemonte,2019.0,12.0,0.0,0.0,0
Abito da sposa,Piemonte,2020.0,1.0,9.0,0.0,0
Abito da sposa,Piemonte,2020.0,2.0,7.0,0.0,0
Abito da sposa,Piemonte,2020.0,3.0,3.0,0.0,0
Abito da sposa,Piemonte,2020.0,4.0,1.0,0.0,0
Abito da sposa,Piemonte,2020.0,5.0,0.0,0.0,0
Abito da sposa,Puglia,2018.0,1.0,1.0,0.0,0
Abito da sposa,Puglia,2018.0,2.0,0.0,0.0,0
Abito da sposa,Puglia,2018.0,3.0,0.0,0.0,0
Abito da sposa,Puglia,2018.0,4.0,3.0,0.0,0
Abito da sposa,Puglia,2018.0,5.0,1.0,0.0,0
Abito da sposa,Puglia,2018.0,6.0,2.0,0.0,0
Abito da sposa,Puglia,2018.0,7.0,2.0,0.0,0
Abito da sposa,Puglia,2018.0,8.0,2.0,0.0,0
Abito da sposa,Puglia,2018.0,9.0,2.0,0.0,0
Abito da sposa,Puglia,2018.0,10.0,0.0,0.0,0
Abito da sposa,Puglia,2018.0,11.0,0.0,0.0,0
Abito da sposa,Puglia,2018.0,12.0,0.0,0.0,0
Abito da sposa,Puglia,2019.0,1.0,3.0,0.0,0
Abito da sposa,Puglia,2019.0,2.0,1.0,0.0,0
Abito da sposa,Puglia,2019.0,3.0,2.0,0.0,0
Abito da sposa,Puglia,2019.0,4.0,3.0,0.0,0
Abito da sposa,Puglia,2019.0,5.0,0.0,0.0,0
Abito da sposa,Puglia,2019.0,6.0,1.0,0.0,0
Abito da sposa,Puglia,2019.0,7.0,3.0,0.0,0
Abito da sposa,Puglia,2019.0,8.0,0.0,0.0,0
Abito da sposa,Puglia,2019.0,9.0,1.0,0.0,0
Abito da sposa,Puglia,2019.0,10.0,0.0,0.0,0
Abito da sposa,Puglia,2019.0,11.0,2.0,0.0,0
Abito da sposa,Puglia,2019.0,12.0,0.0,0.0,0
Abito da sposa,Puglia,2020.0,1.0,1.0,0.0,0
Abito da sposa,Puglia,2020.0,2.0,3.0,0.0,0
Abito da sposa,Puglia,2020.0,3.0,0.0,0.0,0
Abito da sposa,Puglia,2020.0,4.0,0.0,0.0,0
Abito da sposa,Puglia,2020.0,5.0,0.0,0.0,0
Abito da sposa,Sardegna,2018.0,1.0,0.0,0.0,0
Abito da sposa,Sardegna,2018.0,2.0,0.0,0.0,0
Abito da sposa,Sardegna,2018.0,3.0,2.0,0.0,0
Abito da sposa,Sardegna,2018.0,4.0,0.0,0.0,0
Abito da sposa,Sardegna,2018.0,5.0,0.0,0.0,0
Abito da sposa,Sardegna,2018.0,6.0,0.0,0.0,0
Abito da sposa,Sardegna,2018.0,7.0,0.0,0.0,0
Abito da sposa,Sardegna,2018.0,8.0,0.0,0.0,0
Abito da sposa,Sardegna,2018.0,9.0,0.0,0.0,0
Abito da sposa,Sardegna,2018.0,10.0,0.0,0.0,0
Abito da sposa,Sardegna,2018.0,11.0,0.0,0.0,0
Abito da sposa,Sardegna,2018.0,12.0,0.0,0.0,0
Abito da sposa,Sardegna,2019.0,1.0,1.0,0.0,0
Abito da sposa,Sardegna,2019.0,2.0,1.0,0.0,0
Abito da sposa,Sardegna,2019.0,3.0,0.0,0.0,0
Abito da sposa,Sardegna,2019.0,4.0,1.0,0.0,0
Abito da sposa,Sardegna,2019.0,5.0,2.0,0.0,0
Abito da sposa,Sardegna,2019.0,6.0,0.0,0.0,0
Abito da sposa,Sardegna,2019.0,7.0,0.0,0.0,0
Abito da sposa,Sardegna,2019.0,8.0,0.0,0.0,0
Abito da sposa,Sardegna,2019.0,9.0,0.0,0.0,0
Abito da sposa,Sardegna,2019.0,10.0,2.0,0.0,0
Abito da sposa,Sardegna,2019.0,11.0,0.0,0.0,0
Abito da sposa,Sardegna,2019.0,12.0,0.0,0.0,0
Abito da sposa,Sardegna,2020.0,1.0,0.0,0.0,0
Abito da sposa,Sardegna,2020.0,2.0,0.0,0.0,0
Abito da sposa,Sardegna,2020.0,3.0,0.0,0.0,0
Abito da sposa,Sardegna,2020.0,4.0,0.0,0.0,0
Abito da sposa,Sardegna,2020.0,5.0,0.0,0.0,0
Abito da sposa,Sicilia,2018.0,1.0,0.0,0.0,0
Abito da sposa,Sicilia,2018.0,2.0,1.0,0.0,0
Abito da sposa,Sicilia,2018.0,3.0,1.0,0.0,0
Abito da sposa,Sicilia,2018.0,4.0,2.0,0.0,0
Abito da sposa,Sicilia,2018.0,5.0,2.0,0.0,0
Abito da sposa,Sicilia,2018.0,6.0,2.0,0.0,0
Abito da sposa,Sicilia,2018.0,7.0,3.0,0.0,0
Abito da sposa,Sicilia,2018.0,8.0,4.0,0.0,0
Abito da sposa,Sicilia,2018.0,9.0,2.0,0.0,0
Abito da sposa,Sicilia,2018.0,10.0,1.0,0.0,0
Abito da sposa,Sicilia,2018.0,11.0,0.0,0.0,0
Abito da sposa,Sicilia,2018.0,12.0,0.0,0.0,0
Abito da sposa,Sicilia,2019.0,1.0,4.0,0.0,0
