ticket_geo_region_name,ticket_taxonomy_tag_name,year,Rank,Max,Min,Demand_factor_max_to_min
Sicilia,Wedding planner,2019.0,4,9.0,11.0,8.0
Sicilia,Animazione per matrimonio,2019.0,5,2.0,8.0,4.2
Toscana,Affitto location matrimonio,2019.0,1,9.0,2.0,4.12
Toscana,Fotografo di matrimonio,2019.0,2,9.0,12.0,8.75
Toscana,Catering matrimoni,2019.0,3,5.0,11.0,27.0
Toscana,Wedding planner,2019.0,4,9.0,4.0,6.75
Toscana,Dj per matrimoni,2019.0,5,3.0,11.0,7.33
Trentino-Alto Adige,Affitto location matrimonio,2019.0,1,9.0,11.0,6.4
Trentino-Alto Adige,Trucco sposa,2019.0,2,1.0,10.0,9.0
Trentino-Alto Adige,Fotografo di matrimonio,2019.0,3,2.0,11.0,8.0
Trentino-Alto Adige,Dj per matrimoni,2019.0,4,1.0,10.0,7.0
Trentino-Alto Adige,Catering matrimoni,2019.0,5,5.0,1.0,6.0
Umbria,Affitto location matrimonio,2019.0,1,9.0,4.0,5.6
Umbria,Dj per matrimoni,2019.0,2,2.0,8.0,10.0
Umbria,Fotografo di matrimonio,2019.0,3,3.0,12.0,8.0
Umbria,Catering matrimoni,2019.0,4,7.0,8.0,7.0
Umbria,Video matrimonio,2019.0,5,1.0,2.0,7.0
Valle d'Aosta,Affitto location matrimonio,2019.0,1,8.0,2.0,3.0
Valle d'Aosta,Catering matrimoni,2019.0,2,4.0,2.0,3.0
Valle d'Aosta,Allestimenti e decorazioni per matrimonio,2019.0,3,4.0,2.0,2.0
Valle d'Aosta,Animazione per matrimonio,2019.0,4,2.0,1.0,2.0
Valle d'Aosta,Dj per matrimoni,2019.0,5,7.0,1.0,2.0
Veneto,Affitto location matrimonio,2019.0,1,9.0,1.0,3.1
Veneto,Fotografo di matrimonio,2019.0,2,5.0,12.0,15.0
Veneto,Dj per matrimoni,2019.0,3,5.0,12.0,4.43
Veneto,Catering matrimoni,2019.0,4,4.0,12.0,15.0
Veneto,Fiorista matrimonio,2019.0,5,5.0,12.0,23.0
Abruzzo,Affitto location matrimonio,2020.0,1,1.0,5.0,5.67
Abruzzo,Animazione per matrimonio,2020.0,2,1.0,3.0,6.0
Abruzzo,Fotografo di matrimonio,2020.0,3,1.0,3.0,5.0
Abruzzo,Trucco sposa,2020.0,4,2.0,5.0,4.0
Abruzzo,Parrucchiere matrimonio,2020.0,5,2.0,4.0,3.0
Basilicata,Affitto location matrimonio,2020.0,1,3.0,5.0,2.0
Basilicata,Dj per matrimoni,2020.0,2,1.0,2.0,2.0
Basilicata,Fiorista matrimonio,2020.0,3,2.0,3.0,2.0
Basilicata,Allestimenti e decorazioni per matrimonio,2020.0,4,2.0,1.0,1.0
Basilicata,Animazione per matrimonio,2020.0,5,2.0,1.0,1.0
Calabria,Affitto location matrimonio,2020.0,1,1.0,4.0,4.33
Calabria,Animazione per matrimonio,2020.0,2,1.0,3.0,9.0
Calabria,Trucco sposa,2020.0,3,1.0,4.0,8.0
Calabria,Fotografo di matrimonio,2020.0,4,1.0,3.0,2.0
Calabria,Dj per matrimoni,2020.0,5,1.0,4.0,5.0
Campania,Affitto location matrimonio,2020.0,1,1.0,4.0,6.94
Campania,Fotografo di matrimonio,2020.0,2,1.0,3.0,3.0
Campania,Trucco sposa,2020.0,3,1.0,5.0,21.0
Campania,Animazione per matrimonio,2020.0,4,1.0,5.0,10.0
Campania,Dj per matrimoni,2020.0,5,2.0,4.0,16.0
Emilia-Romagna,Affitto location matrimonio,2020.0,1,1.0,5.0,5.5
Emilia-Romagna,Fotografo di matrimonio,2020.0,2,1.0,4.0,10.0
Emilia-Romagna,Trucco sposa,2020.0,3,1.0,4.0,20.0
Emilia-Romagna,Catering matrimoni,2020.0,4,1.0,4.0,6.0
Emilia-Romagna,Video matrimonio,2020.0,5,2.0,4.0,9.0
Friuli Venezia Giulia,Affitto location matrimonio,2020.0,1,1.0,5.0,5.75
Friuli Venezia Giulia,Dj per matrimoni,2020.0,2,3.0,4.0,8.0
Friuli Venezia Giulia,Animazione per matrimonio,2020.0,3,1.0,4.0,7.0
Friuli Venezia Giulia,Catering matrimoni,2020.0,4,1.0,4.0,7.0
Friuli Venezia Giulia,Parrucchiere matrimonio,2020.0,5,1.0,2.0,5.0
Italia,Video matrimonio,2020.0,1,1.0,4.0,9.0
Italia,Animazione per matrimonio,2020.0,2,1.0,5.0,10.0
Italia,Torta nuziale,2020.0,3,2.0,5.0,5.5
Italia,Catering matrimoni,2020.0,4,1.0,5.0,8.0
Italia,Allestimenti e decorazioni per matrimonio,2020.0,5,2.0,4.0,3.0
Lazio,Affitto location matrimonio,2020.0,1,1.0,5.0,4.67
Lazio,Fotografo di matrimonio,2020.0,2,1.0,4.0,9.0
Lazio,Trucco sposa,2020.0,3,1.0,3.0,23.0
Lazio,Dj per matrimoni,2020.0,4,1.0,4.0,19.0
Lazio,Catering matrimoni,2020.0,5,2.0,5.0,8.0
Liguria,Affitto location matrimonio,2020.0,1,1.0,5.0,7.62
Liguria,Fotografo di matrimonio,2020.0,2,1.0,4.0,8.0
Liguria,Fiorista matrimonio,2020.0,3,2.0,4.0,5.0
Liguria,Trucco sposa,2020.0,4,1.0,5.0,5.0
Liguria,Allestimenti e decorazioni per matrimonio,2020.0,5,2.0,5.0,4.0
Lombardia,Affitto location matrimonio,2020.0,1,1.0,4.0,5.28
Lombardia,Fotografo di matrimonio,2020.0,2,1.0,4.0,5.4
Lombardia,Dj per matrimoni,2020.0,3,1.0,5.0,18.0
Lombardia,Trucco sposa,2020.0,4,1.0,4.0,35.0
Lombardia,Catering matrimoni,2020.0,5,1.0,4.0,10.67
Marche,Affitto location matrimonio,2020.0,1,1.0,5.0,5.5
Marche,Dj per matrimoni,2020.0,2,1.0,4.0,7.0
Marche,Catering matrimoni,2020.0,3,2.0,1.0,6.0
Marche,Animazione per matrimonio,2020.0,4,1.0,4.0,4.0
Marche,Fotografo di matrimonio,2020.0,5,1.0,3.0,4.0
Molise,Animazione per matrimonio,2020.0,1,1.0,3.0,3.0
Molise,Allestimenti e decorazioni per matrimonio,2020.0,2,1.0,2.0,2.0
Molise,Fotografo di matrimonio,2020.0,3,1.0,2.0,2.0
Molise,Parrucchiere matrimonio,2020.0,4,1.0,2.0,2.0
Molise,Affitto location matrimonio,2020.0,5,2.0,1.0,1.0
Piemonte,Affitto location matrimonio,2020.0,1,1.0,5.0,4.38
Piemonte,Fotografo di matrimonio,2020.0,2,1.0,4.0,6.33
Piemonte,Catering matrimoni,2020.0,3,1.0,3.0,8.0
Piemonte,Parrucchiere matrimonio,2020.0,4,2.0,4.0,15.0
Piemonte,Dj per matrimoni,2020.0,5,2.0,5.0,6.5
Puglia,Affitto location matrimonio,2020.0,1,1.0,4.0,4.6
Puglia,Dj per matrimoni,2020.0,2,1.0,4.0,19.0
Puglia,Fotografo di matrimonio,2020.0,3,1.0,3.0,2.8
Puglia,Fiorista matrimonio,2020.0,4,1.0,5.0,10.0
Puglia,Trucco sposa,2020.0,5,1.0,5.0,10.0
Sardegna,Affitto location matrimonio,2020.0,1,1.0,5.0,11.25
Sardegna,Fotografo di matrimonio,2020.0,2,1.0,4.0,3.0
Sardegna,Allestimenti e decorazioni per matrimonio,2020.0,3,1.0,3.0,6.0
Sardegna,Animazione per matrimonio,2020.0,4,1.0,4.0,5.0
Sardegna,Catering matrimoni,2020.0,5,1.0,4.0,5.0
Sicilia,Affitto location matrimonio,2020.0,1,1.0,3.0,7.06
Sicilia,Fotografo di matrimonio,2020.0,2,2.0,4.0,5.25
Sicilia,Fiorista matrimonio,2020.0,3,1.0,4.0,8.5
Sicilia,Animazione per matrimonio,2020.0,4,1.0,5.0,15.0
Sicilia,Catering matrimoni,2020.0,5,1.0,5.0,7.0
Toscana,Affitto location matrimonio,2020.0,1,1.0,5.0,7.38
Toscana,Fotografo di matrimonio,2020.0,2,1.0,4.0,23.0
Toscana,Dj per matrimoni,2020.0,3,1.0,3.0,16.0
Toscana,Trucco sposa,2020.0,4,1.0,5.0,15.0
Toscana,Fiorista matrimonio,2020.0,5,1.0,4.0,12.0
Trentino-Alto Adige,Affitto location matrimonio,2020.0,1,1.0,4.0,7.33
Trentino-Alto Adige,Trucco sposa,2020.0,2,1.0,5.0,9.0
Trentino-Alto Adige,Fotografo di matrimonio,2020.0,3,4.0,3.0,7.0
Trentino-Alto Adige,Dj per matrimoni,2020.0,4,1.0,3.0,6.0
Trentino-Alto Adige,Torta nuziale,2020.0,5,1.0,2.0,5.0
Umbria,Affitto location matrimonio,2020.0,1,1.0,4.0,3.33
Umbria,Dj per matrimoni,2020.0,2,2.0,4.0,9.0
Umbria,Fotografo di matrimonio,2020.0,3,2.0,3.0,4.0
Umbria,Catering matrimoni,2020.0,4,1.0,3.0,3.0
Umbria,Fiorista matrimonio,2020.0,5,2.0,3.0,2.0
Valle d'Aosta,Affitto location matrimonio,2020.0,1,2.0,4.0,2.0
Valle d'Aosta,Dj per matrimoni,2020.0,2,4.0,1.0,1.0
Valle d'Aosta,Fotografo di matrimonio,2020.0,3,1.0,3.0,1.0
Valle d'Aosta,Wedding planner,2020.0,4,1.0,2.0,1.0
Valle d'Aosta,Abito da sposa,2020.0,5,NA,NA,NA
Veneto,Affitto location matrimonio,2020.0,1,1.0,5.0,3.94
Veneto,Dj per matrimoni,2020.0,2,2.0,4.0,9.5
Veneto,Fotografo di matrimonio,2020.0,3,1.0,4.0,4.25
Veneto,Trucco sposa,2020.0,4,1.0,5.0,16.0
Veneto,Catering matrimoni,2020.0,5,1.0,4.0,12.0
