date,Energiezertifizierer,Dachdecker,Elektriker,Fenster,Solar,Smart Home,bauen,Einbruch,Schlüsseldienst,Blumen
2019-06-23,0.0,12.840931134820561,0.0,12.840931134820561,44,0,22,0,0,0
2019-06-30,0.0,0.0,0.0,23.779502101519558,0,0,0,0,0,67
2019-07-07,0.0,0.0,0.0,0.0,0,0,44,0,0,0
2019-07-14,0.0,0.0,0.0,0.0,25,0,0,0,0,25
2019-07-21,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2019-07-28,0.0,0.0,0.0,13.792111218881344,24,0,49,0,0,37
2019-08-04,0.0,12.365341092790171,0.0,0.0,22,0,0,0,0,0
2019-08-11,0.0,0.0,0.0,11.889751050759779,21,0,21,0,0,0
2019-08-18,0.0,0.0,0.0,0.0,0,0,0,0,0,21
2019-08-25,0.0,11.414161008729389,0.0,0.0,21,0,0,0,0,0
2019-09-01,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2019-09-08,0.0,0.0,0.0,0.0,21,0,21,0,0,42
2019-09-15,0.0,0.0,0.0,12.365341092790171,22,0,22,0,0,0
2019-09-22,0.0,0.0,0.0,0.0,0,0,41,0,0,19
2019-09-29,0.0,0.0,0.0,0.0,0,0,0,0,0,21
2019-10-06,0.0,0.0,0.0,0.0,22,0,22,0,0,0
2019-10-13,0.0,0.0,0.0,0.0,0,0,0,0,0,41
2019-10-20,0.0,0.0,0.0,0.0,0,0,37,0,0,19
2019-10-27,0.0,0.0,0.0,10.938570966698997,0,0,19,0,0,57
2019-11-03,0.0,0.0,10.462980924668607,10.462980924668607,0,0,18,0,0,18
2019-11-10,0.0,0.0,0.0,0.0,0,0,19,0,0,0
2019-11-17,0.0,0.0,0.0,0.0,0,0,58,0,0,20
2019-11-24,0.0,0.0,0.0,0.0,20,0,20,0,0,59
2019-12-01,0.0,0.0,0.0,0.0,20,0,19,0,0,0
2019-12-08,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2019-12-15,0.0,0.0,0.0,10.938570966698997,0,0,0,0,0,19
2019-12-22,0.0,0.0,0.0,0.0,43,0,0,0,0,21
2019-12-29,0.0,0.0,0.0,0.0,0,0,21,0,0,0
2020-01-05,0.0,0.0,0.0,0.0,0,0,19,0,0,76
2020-01-12,0.0,0.0,0.0,0.0,0,0,19,0,0,19
2020-01-19,0.0,0.0,0.0,9.987390882638215,18,0,34,0,0,18
2020-01-26,0.0,0.0,0.0,10.938570966698997,0,0,19,0,0,19
2020-02-02,0.0,0.0,0.0,0.0,20,0,0,0,0,20
2020-02-09,0.0,0.0,0.0,0.0,35,0,27,0,0,18
2020-02-16,0.0,0.0,0.0,20.45037180730682,18,0,18,0,0,18
2020-02-23,0.0,0.0,0.0,18.548011639185255,16,0,17,0,0,0
2020-03-01,0.0,0.0,0.0,9.511800840607824,0,0,0,0,0,50
2020-03-08,0.0,0.0,0.0,9.036210798577432,16,0,0,0,0,16
2020-03-15,0.0,0.0,0.0,0.0,0,0,15,0,0,22
2020-03-22,0.0,0.0,0.0,0.0,0,0,14,0,0,35
2020-03-29,0.0,0.0,0.0,7.609440672486259,0,0,14,0,0,43
2020-04-05,0.0,0.0,8.560620756547042,17.121241513094084,0,0,0,0,0,100
2020-04-12,0.0,0.0,0.0,0.0,31,0,32,0,0,31
2020-04-19,0.0,0.0,0.0,17.121241513094084,30,0,23,0,0,31
2020-04-26,0.0,0.0,8.08503071451665,8.08503071451665,14,0,28,0,0,36
2020-05-03,0.0,0.0,0.0,8.08503071451665,15,0,30,0,0,60
2020-05-10,0.0,0.0,0.0,8.560620756547042,14,0,0,0,0,30
2020-05-17,0.0,0.0,0.0,0.0,17,0,25,0,0,42
2020-05-24,0.0,0.0,0.0,17.121241513094084,23,0,16,0,0,39
2020-05-31,0.0,0.0,0.0,16.64565147106369,15,0,15,0,0,0
2020-06-07,0.0,0.0,0.0,8.560620756547042,0,0,38,0,0,15
2020-06-14,0.0,0.0,9.036210798577432,9.036210798577432,16,0,31,0,0,16
2020-06-21,0.0,0.0,0.0,0.0,17,0,17,0,0,17
2020-06-28,0.0,0.0,0.0,9.511800840607824,32,0,51,0,0,0
2020-07-05,0.0,9.987390882638215,0.0,9.987390882638215,0,0,19,0,0,19
2020-07-12,0.0,0.0,0.0,0.0,0,0,0,0,0,0
