date,Automazione cancelli,Certificato conformità impianto elettrico,Certificazione energetica,Costruzione o sostituzione tetto,Cronotermostato e termostato,Finestre blindate,Impianto di allarme,Installazione impianto di domotica,Installazione o sostituzione doppi vetri,Installazione o sostituzione finestre,Installazione o sostituzione impianto di videosorveglianza,Installazione o sostituzione inferriate,Installazione o sostituzione pannelli fotovoltaici,Installazione o sostituzione porte blindate,Installazione o sostituzione serrature,Installazione o sostituzione vetro antisfondamento,Motorizzazione tapparelle,Rifacimento facciata,Riparazione o manutenzione tetto
2018-11-01,0.0,7.142857142857142,8.571428571428571,0.0,1.4285714285714286,0.0,4.285714285714286,0.0,0.0,8.571428571428571,2.857142857142857,0.0,2.857142857142857,1.4285714285714286,0.0,0.0,0.0,0.0,2.857142857142857
2018-12-01,0.0,1.4285714285714286,8.571428571428571,1.4285714285714286,0.0,1.4285714285714286,2.857142857142857,0.0,0.0,2.857142857142857,0.0,0.0,1.4285714285714286,5.714285714285714,1.4285714285714286,0.0,0.0,0.0,1.4285714285714286
2019-01-01,0.0,1.4285714285714286,11.428571428571429,2.857142857142857,0.0,2.857142857142857,11.428571428571429,0.0,1.4285714285714286,11.428571428571429,4.285714285714286,0.0,1.4285714285714286,4.285714285714286,1.4285714285714286,0.0,0.0,0.0,0.0
2019-02-01,1.4285714285714286,4.285714285714286,8.571428571428571,1.4285714285714286,0.0,1.4285714285714286,5.714285714285714,0.0,2.857142857142857,11.428571428571429,1.4285714285714286,0.0,4.285714285714286,1.4285714285714286,0.0,0.0,2.857142857142857,0.0,1.4285714285714286
2019-03-01,0.0,0.0,14.285714285714285,0.0,0.0,2.857142857142857,12.857142857142856,0.0,2.857142857142857,4.285714285714286,2.857142857142857,0.0,7.142857142857142,5.714285714285714,0.0,0.0,0.0,1.4285714285714286,2.857142857142857
2019-04-01,0.0,0.0,10.0,4.285714285714286,0.0,0.0,7.142857142857142,0.0,2.857142857142857,5.714285714285714,0.0,0.0,0.0,1.4285714285714286,2.857142857142857,0.0,0.0,0.0,1.4285714285714286
2019-05-01,0.0,4.285714285714286,11.428571428571429,4.285714285714286,0.0,0.0,7.142857142857142,0.0,0.0,7.142857142857142,1.4285714285714286,0.0,5.714285714285714,7.142857142857142,1.4285714285714286,0.0,1.4285714285714286,0.0,4.285714285714286
2019-06-01,0.0,1.4285714285714286,14.285714285714285,0.0,0.0,0.0,4.285714285714286,0.0,1.4285714285714286,1.4285714285714286,1.4285714285714286,2.857142857142857,2.857142857142857,0.0,2.857142857142857,0.0,1.4285714285714286,0.0,0.0
2019-07-01,1.4285714285714286,10.0,7.142857142857142,2.857142857142857,0.0,0.0,8.571428571428571,0.0,1.4285714285714286,12.857142857142856,2.857142857142857,0.0,2.857142857142857,2.857142857142857,1.4285714285714286,0.0,2.857142857142857,1.4285714285714286,4.285714285714286
2019-08-01,0.0,2.857142857142857,5.714285714285714,2.857142857142857,0.0,0.0,5.714285714285714,1.4285714285714286,0.0,5.714285714285714,1.4285714285714286,4.285714285714286,2.857142857142857,1.4285714285714286,2.857142857142857,0.0,0.0,1.4285714285714286,1.4285714285714286
2019-09-01,0.0,1.4285714285714286,10.0,4.285714285714286,0.0,0.0,7.142857142857142,0.0,0.0,14.285714285714285,0.0,1.4285714285714286,5.714285714285714,5.714285714285714,5.714285714285714,0.0,8.571428571428571,0.0,4.285714285714286
2019-10-01,1.4285714285714286,5.714285714285714,7.142857142857142,1.4285714285714286,0.0,0.0,5.714285714285714,0.0,7.142857142857142,12.857142857142856,1.4285714285714286,7.142857142857142,1.4285714285714286,0.0,4.285714285714286,0.0,1.4285714285714286,1.4285714285714286,5.714285714285714
2019-11-01,0.0,0.0,2.857142857142857,1.4285714285714286,1.4285714285714286,0.0,2.857142857142857,1.4285714285714286,0.0,10.0,0.0,4.285714285714286,2.857142857142857,2.857142857142857,7.142857142857142,0.0,2.857142857142857,0.0,4.285714285714286
2019-12-01,0.0,5.714285714285714,4.285714285714286,0.0,0.0,1.4285714285714286,4.285714285714286,1.4285714285714286,0.0,11.428571428571429,4.285714285714286,4.285714285714286,2.857142857142857,0.0,0.0,0.0,0.0,0.0,2.857142857142857
2020-01-01,4.285714285714286,1.4285714285714286,4.285714285714286,4.285714285714286,0.0,1.4285714285714286,8.571428571428571,0.0,1.4285714285714286,18.571428571428573,0.0,2.857142857142857,7.142857142857142,5.714285714285714,2.857142857142857,1.4285714285714286,0.0,2.857142857142857,0.0
2020-02-01,1.4285714285714286,1.4285714285714286,2.857142857142857,1.4285714285714286,0.0,1.4285714285714286,8.571428571428571,1.4285714285714286,1.4285714285714286,25.71428571428571,4.285714285714286,5.714285714285714,10.0,4.285714285714286,1.4285714285714286,0.0,0.0,1.4285714285714286,0.0
2020-03-01,0.0,2.857142857142857,1.4285714285714286,1.4285714285714286,0.0,0.0,0.0,1.4285714285714286,1.4285714285714286,12.857142857142856,0.0,0.0,5.714285714285714,1.4285714285714286,1.4285714285714286,0.0,0.0,2.857142857142857,2.857142857142857
2020-04-01,0.0,0.0,2.857142857142857,1.4285714285714286,0.0,0.0,2.857142857142857,0.0,0.0,8.571428571428571,4.285714285714286,1.4285714285714286,10.0,0.0,4.285714285714286,1.4285714285714286,0.0,0.0,1.4285714285714286
2020-05-01,2.857142857142857,2.857142857142857,18.571428571428573,1.4285714285714286,1.4285714285714286,0.0,4.285714285714286,0.0,1.4285714285714286,40.0,2.857142857142857,8.571428571428571,100.0,5.714285714285714,1.4285714285714286,0.0,2.857142857142857,4.285714285714286,8.571428571428571
2020-06-01,0.0,2.857142857142857,12.857142857142856,0.0,7.142857142857142,0.0,0.0,1.4285714285714286,0.0,15.714285714285714,0.0,2.857142857142857,18.571428571428573,1.4285714285714286,0.0,0.0,0.0,0.0,2.857142857142857
2020-07-01,0.0,0.0,2.857142857142857,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,1.4285714285714286,0.0,1.4285714285714286,2.857142857142857,0.0,2.857142857142857,0.0,1.4285714285714286,0.0,0.0
