date,Energiezertifizierer,Dachdecker,Elektriker,Fenster,Solar,Smart Home,bauen,Einbruch,Schlüsseldienst,Blumen
2018-10-21,0.0,3.5423816952678107,0.0,19.925897035881434,8,4,22,4,0,19
2018-10-28,0.0,4.8707748309932395,4.8707748309932395,16.383515340613624,16,4,31,4,0,23
2018-11-04,0.0,0.0,0.0,21.254290171606865,8,0,20,12,0,15
2018-11-11,0.0,3.0995839833593344,13.28393135725429,18.15470618824753,12,4,20,0,0,23
2018-11-18,0.0,3.0995839833593344,3.0995839833593344,9.741549661986479,14,0,16,0,0,34
2018-11-25,0.0,3.0995839833593344,6.641965678627145,23.025481019240768,4,4,18,0,0,15
2018-12-02,0.0,0.0,3.0995839833593344,14.612324492979718,10,4,16,0,0,8
2018-12-09,0.0,3.0995839833593344,3.0995839833593344,18.15470618824753,6,0,20,0,0,8
2018-12-16,0.0,0.0,4.8707748309932395,13.28393135725429,10,0,12,0,0,19
2018-12-23,0.0,3.985179407176287,0.0,15.940717628705148,7,5,17,0,0,23
2018-12-30,0.0,0.0,0.0,14.612324492979718,9,0,28,0,0,17
2019-01-06,0.0,0.0,6.199167966718669,20.36869474778991,4,4,20,0,4,18
2019-01-13,0.0,0.0,6.199167966718669,14.169526781071243,13,0,15,0,0,22
2019-01-20,0.0,0.0,7.970358814352574,11.069942797711908,6,4,17,0,4,25
2019-01-27,0.0,0.0,4.8707748309932395,22.582683307332292,10,4,14,4,0,30
2019-02-03,0.0,3.5423816952678107,6.641965678627145,11.512740509620384,10,4,16,4,4,34
2019-02-10,0.0,3.0995839833593344,3.0995839833593344,21.254290171606865,10,4,20,0,0,38
2019-02-17,0.0,0.0,9.741549661986479,25.682267290691627,8,0,25,0,0,34
2019-02-24,0.0,6.199167966718669,6.641965678627145,28.78185127405096,13,0,31,0,0,41
2019-03-03,0.0,6.199167966718669,3.0995839833593344,23.911076443057723,13,4,29,4,0,41
2019-03-10,0.0,3.0995839833593344,4.8707748309932395,23.468278731149244,7,0,23,4,0,18
2019-03-17,0.0,0.0,3.0995839833593344,35.866614664586585,8,0,14,0,0,23
2019-03-24,0.0,0.0,4.8707748309932395,15.940717628705148,17,0,31,0,0,26
2019-03-31,0.0,6.641965678627145,4.8707748309932395,26.125065002600103,14,4,27,0,4,48
2019-04-07,0.0,0.0,3.0995839833593344,36.75221008840354,9,4,50,0,0,44
2019-04-14,0.0,3.5423816952678107,0.0,27.453458138325534,13,4,33,0,0,38
2019-04-21,0.0,3.5423816952678107,0.0,23.025481019240768,17,4,30,4,0,29
2019-04-28,0.0,6.199167966718669,3.0995839833593344,18.597503900156006,19,0,39,4,0,32
2019-05-05,0.0,3.0995839833593344,3.0995839833593344,32.32423296931877,7,4,22,0,0,32
2019-05-12,0.0,6.199167966718669,6.199167966718669,18.597503900156006,15,4,19,0,4,39
2019-05-19,0.0,3.0995839833593344,0.0,21.254290171606865,15,0,28,0,0,25
2019-05-26,0.0,3.0995839833593344,3.0995839833593344,22.139885595423817,13,4,26,0,0,18
2019-06-02,0.0,0.0,8.41315652626105,22.582683307332292,13,0,20,0,0,16
2019-06-09,0.0,0.0,2.656786271450858,16.8263130525221,5,3,19,0,0,15
2019-06-16,0.0,0.0,7.527561102444098,20.36869474778991,11,0,23,3,3,29
2019-06-23,0.0,2.656786271450858,2.656786271450858,23.911076443057723,7,3,22,0,0,29
2019-06-30,0.0,3.0995839833593344,0.0,23.468278731149244,21,0,16,0,0,30
2019-07-07,0.0,0.0,4.427977119084764,18.15470618824753,29,4,22,0,4,21
2019-07-14,0.0,3.5423816952678107,3.5423816952678107,11.955538221528862,16,0,26,0,0,27
2019-07-21,0.0,3.5423816952678107,3.5423816952678107,30.553042121684868,13,4,17,4,0,37
2019-07-28,0.0,0.0,3.5423816952678107,10.627145085803432,19,0,24,0,0,21
2019-08-04,0.0,0.0,0.0,15.497919916796672,13,0,15,0,0,14
2019-08-11,0.0,0.0,7.084763390535621,23.911076443057723,17,0,10,3,3,35
2019-08-18,0.0,2.656786271450858,0.0,19.040301612064482,10,3,22,3,0,16
2019-08-25,0.0,2.656786271450858,5.756370254810192,15.497919916796672,7,0,20,3,3,29
2019-09-01,0.0,5.313572542901716,9.741549661986479,15.055122204888196,10,0,15,0,0,9
2019-09-08,0.0,2.656786271450858,2.656786271450858,22.139885595423817,12,3,23,3,0,22
2019-09-15,0.0,5.756370254810192,0.0,20.81149245969839,3,3,15,0,10,26
2019-09-22,0.0,0.0,2.656786271450858,19.040301612064482,18,3,16,0,0,9
2019-09-29,0.0,2.656786271450858,3.0995839833593344,17.269110764430575,16,0,9,0,3,17
2019-10-06,0.0,0.0,9.741549661986479,23.911076443057723,13,3,20,3,0,20
2019-10-13,0.0,0.0,5.313572542901716,10.627145085803432,3,3,16,3,0,15
2019-10-20,0.0,0.0,6.641965678627145,10.184347373894955,12,3,15,0,3,15
2019-10-27,0.0,0.0,2.656786271450858,11.512740509620384,11,3,26,3,0,24
2019-11-03,0.0,5.313572542901716,15.055122204888196,15.497919916796672,18,3,28,0,0,24
2019-11-10,0.0,2.656786271450858,2.656786271450858,11.512740509620384,6,3,25,3,0,15
2019-11-17,0.0,0.0,4.8707748309932395,26.56786271450858,12,3,24,3,0,26
2019-11-24,0.0,0.0,2.656786271450858,24.796671866874675,10,3,12,6,3,20
2019-12-01,0.0,0.0,7.970358814352574,22.139885595423817,12,0,5,0,0,15
2019-12-08,0.0,2.656786271450858,2.656786271450858,12.841133645345813,15,0,22,3,3,6
2019-12-15,0.0,5.313572542901716,7.970358814352574,22.139885595423817,6,0,22,0,3,15
2019-12-22,0.0,6.199167966718669,0.0,10.627145085803432,11,0,19,4,4,50
2019-12-29,0.0,0.0,3.0995839833593344,27.010660426417058,11,0,18,4,0,35
2020-01-05,0.0,0.0,4.8707748309932395,22.582683307332292,18,0,27,0,0,17
2020-01-12,0.0,0.0,3.5423816952678107,23.911076443057723,7,3,20,3,3,25
2020-01-19,0.0,2.656786271450858,2.656786271450858,20.81149245969839,16,0,20,4,3,31
2020-01-26,0.0,0.0,2.656786271450858,21.69708788351534,12,0,28,0,18,21
2020-02-02,0.0,0.0,3.985179407176287,25.682267290691627,14,6,23,0,24,21
2020-02-09,0.0,2.656786271450858,2.656786271450858,26.125065002600103,12,0,27,0,11,32
2020-02-16,0.0,2.656786271450858,0.0,28.339053562142485,9,0,34,0,6,40
2020-02-23,0.0,0.0,3.5423816952678107,17.711908476339055,9,0,14,3,8,27
2020-03-01,0.0,4.8707748309932395,7.084763390535621,15.497919916796672,9,0,29,0,8,22
2020-03-08,0.0,2.213988559542382,3.5423816952678107,20.36869474778991,12,0,12,0,10,18
2020-03-15,0.0,0.0,4.427977119084764,14.169526781071243,10,3,21,0,15,45
2020-03-22,0.0,0.0,10.627145085803432,24.796671866874675,19,3,19,0,9,62
2020-03-29,0.0,0.0,0.0,19.483099323972958,12,0,38,0,2,96
2020-04-05,0.0,0.0,0.0,28.339053562142485,8,0,36,0,3,100
2020-04-12,0.0,0.0,3.5423816952678107,25.682267290691627,17,3,34,0,3,65
2020-04-19,0.0,0.0,6.641965678627145,21.254290171606865,13,3,44,3,0,36
2020-04-26,0.0,0.0,2.213988559542382,19.483099323972958,20,2,40,2,17,76
2020-05-03,0.0,2.213988559542382,2.213988559542382,25.682267290691627,24,0,36,0,20,49
2020-05-10,0.0,2.213988559542382,3.0995839833593344,27.010660426417058,24,3,28,0,10,47
2020-05-17,0.0,0.0,2.213988559542382,24.3538741549662,25,0,34,0,3,35
2020-05-24,0.0,2.213988559542382,2.213988559542382,27.010660426417058,29,0,23,0,0,55
2020-05-31,0.0,2.213988559542382,2.213988559542382,27.453458138325534,24,3,21,0,3,31
2020-06-07,0.0,2.213988559542382,2.213988559542382,19.483099323972958,19,3,23,0,0,23
2020-06-14,0.0,0.0,4.427977119084764,20.36869474778991,16,3,23,0,0,31
2020-06-21,0.0,4.8707748309932395,9.741549661986479,28.339053562142485,19,6,24,3,0,28
2020-06-28,0.0,4.8707748309932395,6.199167966718669,21.69708788351534,19,3,20,0,0,25
2020-07-05,0.0,2.656786271450858,2.656786271450858,19.925897035881434,13,3,27,0,3,34
2020-07-12,0.0,9.741549661986479,9.741549661986479,19.483099323972958,53,0,35,0,0,23
