ticket_taxonomy_tag_name,ticket_geo_region_name,Year,Month,Distribution_of_tickets
Nutrizionista,Friuli Venezia Giulia,2019,0,0.03
Nutrizionista,Friuli Venezia Giulia,2019,1,0.05
Nutrizionista,Friuli Venezia Giulia,2019,2,0.08
Nutrizionista,Friuli Venezia Giulia,2019,3,0.09
Nutrizionista,Friuli Venezia Giulia,2019,4,0.14
Nutrizionista,Friuli Venezia Giulia,2019,5,0.10
Nutrizionista,Friuli Venezia Giulia,2019,6,0.07
Nutrizionista,Friuli Venezia Giulia,2019,7,0.09
Nutrizionista,Friuli Venezia Giulia,2019,8,0.11
Nutrizionista,Friuli Venezia Giulia,2019,9,0.09
Nutrizionista,Friuli Venezia Giulia,2019,10,0.11
Nutrizionista,Friuli Venezia Giulia,2019,11,0.05
Nutrizionista,Friuli Venezia Giulia,2020,0,0.49
Nutrizionista,Friuli Venezia Giulia,2020,1,0.32
Nutrizionista,Friuli Venezia Giulia,2020,2,0.12
Nutrizionista,Friuli Venezia Giulia,2020,3,0.07
Nutrizionista,Italia,2019,0,0.06
Nutrizionista,Italia,2019,1,0.07
Nutrizionista,Italia,2019,2,0.10
Nutrizionista,Italia,2019,3,0.09
Nutrizionista,Italia,2019,4,0.12
Nutrizionista,Italia,2019,5,0.09
Nutrizionista,Italia,2019,6,0.06
Nutrizionista,Italia,2019,7,0.08
Nutrizionista,Italia,2019,8,0.11
Nutrizionista,Italia,2019,9,0.09
Nutrizionista,Italia,2019,10,0.07
Nutrizionista,Italia,2019,11,0.05
Nutrizionista,Italia,2020,0,0.47
Nutrizionista,Italia,2020,1,0.30
Nutrizionista,Italia,2020,2,0.13
Nutrizionista,Italia,2020,3,0.10
Nutrizionista,Lazio,2019,0,0.05
Nutrizionista,Lazio,2019,1,0.07
Nutrizionista,Lazio,2019,2,0.09
Nutrizionista,Lazio,2019,3,0.10
Nutrizionista,Lazio,2019,4,0.13
Nutrizionista,Lazio,2019,5,0.09
Nutrizionista,Lazio,2019,6,0.06
Nutrizionista,Lazio,2019,7,0.08
Nutrizionista,Lazio,2019,8,0.11
Nutrizionista,Lazio,2019,9,0.10
Nutrizionista,Lazio,2019,10,0.07
Nutrizionista,Lazio,2019,11,0.05
Nutrizionista,Lazio,2020,0,0.48
Nutrizionista,Lazio,2020,1,0.29
Nutrizionista,Lazio,2020,2,0.13
Nutrizionista,Lazio,2020,3,0.10
Nutrizionista,Liguria,2019,0,0.05
Nutrizionista,Liguria,2019,1,0.08
Nutrizionista,Liguria,2019,2,0.08
Nutrizionista,Liguria,2019,3,0.09
Nutrizionista,Liguria,2019,4,0.13
Nutrizionista,Liguria,2019,5,0.13
Nutrizionista,Liguria,2019,6,0.07
Nutrizionista,Liguria,2019,7,0.07
Nutrizionista,Liguria,2019,8,0.10
Nutrizionista,Liguria,2019,9,0.10
Nutrizionista,Liguria,2019,10,0.08
Nutrizionista,Liguria,2019,11,0.04
Nutrizionista,Liguria,2020,0,0.49
Nutrizionista,Liguria,2020,1,0.25
Nutrizionista,Liguria,2020,2,0.13
Nutrizionista,Liguria,2020,3,0.13
Nutrizionista,Lombardia,2019,0,0.06
Nutrizionista,Lombardia,2019,1,0.08
Nutrizionista,Lombardia,2019,2,0.09
Nutrizionista,Lombardia,2019,3,0.09
Nutrizionista,Lombardia,2019,4,0.12
Nutrizionista,Lombardia,2019,5,0.09
Nutrizionista,Lombardia,2019,6,0.06
Nutrizionista,Lombardia,2019,7,0.08
Nutrizionista,Lombardia,2019,8,0.11
Nutrizionista,Lombardia,2019,9,0.09
Nutrizionista,Lombardia,2019,10,0.07
Nutrizionista,Lombardia,2019,11,0.05
Nutrizionista,Lombardia,2020,0,0.49
Nutrizionista,Lombardia,2020,1,0.30
Nutrizionista,Lombardia,2020,2,0.11
Nutrizionista,Lombardia,2020,3,0.10
Nutrizionista,Marche,2019,0,0.07
Nutrizionista,Marche,2019,1,0.07
Nutrizionista,Marche,2019,2,0.09
Nutrizionista,Marche,2019,3,0.10
Nutrizionista,Marche,2019,4,0.13
Nutrizionista,Marche,2019,5,0.10
Nutrizionista,Marche,2019,6,0.05
Nutrizionista,Marche,2019,7,0.08
Nutrizionista,Marche,2019,8,0.10
Nutrizionista,Marche,2019,9,0.09
Nutrizionista,Marche,2019,10,0.07
Nutrizionista,Marche,2019,11,0.05
Nutrizionista,Marche,2020,0,0.45
Nutrizionista,Marche,2020,1,0.27
Nutrizionista,Marche,2020,2,0.16
Nutrizionista,Marche,2020,3,0.11
Nutrizionista,Molise,2019,0,0.06
Nutrizionista,Molise,2019,1,0.05
Nutrizionista,Molise,2019,2,0.10
Nutrizionista,Molise,2019,3,0.10
Nutrizionista,Molise,2019,4,0.10
Nutrizionista,Molise,2019,5,0.10
Nutrizionista,Molise,2019,6,0.10
Nutrizionista,Molise,2019,7,0.10
Nutrizionista,Molise,2019,8,0.09
Nutrizionista,Molise,2019,9,0.10
Nutrizionista,Molise,2019,10,0.07
Nutrizionista,Molise,2019,11,0.03
Nutrizionista,Molise,2020,0,0.34
Nutrizionista,Molise,2020,1,0.37
Nutrizionista,Molise,2020,2,0.17
Nutrizionista,Molise,2020,3,0.11
Nutrizionista,Piemonte,2019,0,0.06
Nutrizionista,Piemonte,2019,1,0.07
Nutrizionista,Piemonte,2019,2,0.10
Nutrizionista,Piemonte,2019,3,0.10
Nutrizionista,Piemonte,2019,4,0.12
Nutrizionista,Piemonte,2019,5,0.10
Nutrizionista,Piemonte,2019,6,0.07
Nutrizionista,Piemonte,2019,7,0.07
Nutrizionista,Piemonte,2019,8,0.10
Nutrizionista,Piemonte,2019,9,0.09
Nutrizionista,Piemonte,2019,10,0.07
Nutrizionista,Piemonte,2019,11,0.05
Nutrizionista,Piemonte,2020,0,0.46
Nutrizionista,Piemonte,2020,1,0.33
Nutrizionista,Piemonte,2020,2,0.11
Nutrizionista,Piemonte,2020,3,0.09
Nutrizionista,Puglia,2019,0,0.05
Nutrizionista,Puglia,2019,1,0.08
Nutrizionista,Puglia,2019,2,0.12
Nutrizionista,Puglia,2019,3,0.09
Nutrizionista,Puglia,2019,4,0.10
Nutrizionista,Puglia,2019,5,0.07
Nutrizionista,Puglia,2019,6,0.07
Nutrizionista,Puglia,2019,7,0.09
Nutrizionista,Puglia,2019,8,0.11
Nutrizionista,Puglia,2019,9,0.10
Nutrizionista,Puglia,2019,10,0.06
Nutrizionista,Puglia,2019,11,0.05
Nutrizionista,Puglia,2020,0,0.49
Nutrizionista,Puglia,2020,1,0.30
Nutrizionista,Puglia,2020,2,0.11
Nutrizionista,Puglia,2020,3,0.10
Nutrizionista,Sardegna,2019,0,0.06
Nutrizionista,Sardegna,2019,1,0.06
Nutrizionista,Sardegna,2019,2,0.12
Nutrizionista,Sardegna,2019,3,0.10
Nutrizionista,Sardegna,2019,4,0.13
Nutrizionista,Sardegna,2019,5,0.08
Nutrizionista,Sardegna,2019,6,0.07
Nutrizionista,Sardegna,2019,7,0.06
Nutrizionista,Sardegna,2019,8,0.10
Nutrizionista,Sardegna,2019,9,0.10
Nutrizionista,Sardegna,2019,10,0.08
Nutrizionista,Sardegna,2019,11,0.05
Nutrizionista,Sardegna,2020,0,0.45
Nutrizionista,Sardegna,2020,1,0.30
Nutrizionista,Sardegna,2020,2,0.16
Nutrizionista,Sardegna,2020,3,0.10
Nutrizionista,Sicilia,2019,0,0.04
Nutrizionista,Sicilia,2019,1,0.07
Nutrizionista,Sicilia,2019,2,0.09
Nutrizionista,Sicilia,2019,3,0.08
Nutrizionista,Sicilia,2019,4,0.12
Nutrizionista,Sicilia,2019,5,0.09
Nutrizionista,Sicilia,2019,6,0.07
Nutrizionista,Sicilia,2019,7,0.08
Nutrizionista,Sicilia,2019,8,0.11
Nutrizionista,Sicilia,2019,9,0.12
Nutrizionista,Sicilia,2019,10,0.09
Nutrizionista,Sicilia,2019,11,0.05
Nutrizionista,Sicilia,2020,0,0.48
Nutrizionista,Sicilia,2020,1,0.29
Nutrizionista,Sicilia,2020,2,0.13
Nutrizionista,Sicilia,2020,3,0.11
Nutrizionista,Toscana,2019,0,0.05
Nutrizionista,Toscana,2019,1,0.08
Nutrizionista,Toscana,2019,2,0.11
Nutrizionista,Toscana,2019,3,0.09
Nutrizionista,Toscana,2019,4,0.12
Nutrizionista,Toscana,2019,5,0.09
Nutrizionista,Toscana,2019,6,0.06
Nutrizionista,Toscana,2019,7,0.08
Nutrizionista,Toscana,2019,8,0.11
Nutrizionista,Toscana,2019,9,0.09
Nutrizionista,Toscana,2019,10,0.07
Nutrizionista,Toscana,2019,11,0.05
Nutrizionista,Toscana,2020,0,0.45
Nutrizionista,Toscana,2020,1,0.32
Nutrizionista,Toscana,2020,2,0.16
Nutrizionista,Toscana,2020,3,0.07
Nutrizionista,Trentino-Alto Adige,2019,0,0.04
Nutrizionista,Trentino-Alto Adige,2019,1,0.06
Nutrizionista,Trentino-Alto Adige,2019,2,0.10
Nutrizionista,Trentino-Alto Adige,2019,3,0.10
Nutrizionista,Trentino-Alto Adige,2019,4,0.12
Nutrizionista,Trentino-Alto Adige,2019,5,0.13
Nutrizionista,Trentino-Alto Adige,2019,6,0.07
Nutrizionista,Trentino-Alto Adige,2019,7,0.08
Nutrizionista,Trentino-Alto Adige,2019,8,0.09
Nutrizionista,Trentino-Alto Adige,2019,9,0.07
Nutrizionista,Trentino-Alto Adige,2019,10,0.08
Nutrizionista,Trentino-Alto Adige,2019,11,0.06
Nutrizionista,Trentino-Alto Adige,2020,0,0.43
Nutrizionista,Trentino-Alto Adige,2020,1,0.31
Nutrizionista,Trentino-Alto Adige,2020,2,0.12
Nutrizionista,Trentino-Alto Adige,2020,3,0.14
Nutrizionista,Umbria,2019,0,0.06
Nutrizionista,Umbria,2019,1,0.07
Nutrizionista,Umbria,2019,2,0.11
Nutrizionista,Umbria,2019,3,0.11
Nutrizionista,Umbria,2019,4,0.11
Nutrizionista,Umbria,2019,5,0.11
Nutrizionista,Umbria,2019,6,0.08
Nutrizionista,Umbria,2019,7,0.08
Nutrizionista,Umbria,2019,8,0.09
Nutrizionista,Umbria,2019,9,0.09
Nutrizionista,Umbria,2019,10,0.07
Nutrizionista,Umbria,2019,11,0.03
Nutrizionista,Umbria,2020,0,0.39
Nutrizionista,Umbria,2020,1,0.38
Nutrizionista,Umbria,2020,2,0.12
Nutrizionista,Umbria,2020,3,0.11
Nutrizionista,Valle d'Aosta,2019,0,0.00
Nutrizionista,Valle d'Aosta,2019,1,0.00
Nutrizionista,Valle d'Aosta,2019,2,0.00
Nutrizionista,Valle d'Aosta,2019,3,0.00
Nutrizionista,Valle d'Aosta,2019,4,0.13
Nutrizionista,Valle d'Aosta,2019,5,0.00
Nutrizionista,Valle d'Aosta,2019,6,0.13
Nutrizionista,Valle d'Aosta,2019,7,0.13
Nutrizionista,Valle d'Aosta,2019,8,0.00
Nutrizionista,Valle d'Aosta,2019,9,0.25
Nutrizionista,Valle d'Aosta,2019,10,0.38
Nutrizionista,Valle d'Aosta,2019,11,0.00
Nutrizionista,Valle d'Aosta,2020,0,1.00
Nutrizionista,Valle d'Aosta,2020,1,0.00
Nutrizionista,Valle d'Aosta,2020,2,0.00
Nutrizionista,Valle d'Aosta,2020,3,0.00
Nutrizionista,Veneto,2019,0,0.06
Nutrizionista,Veneto,2019,1,0.07
Nutrizionista,Veneto,2019,2,0.09
Nutrizionista,Veneto,2019,3,0.10
Nutrizionista,Veneto,2019,4,0.13
Nutrizionista,Veneto,2019,5,0.10
Nutrizionista,Veneto,2019,6,0.06
Nutrizionista,Veneto,2019,7,0.07
Nutrizionista,Veneto,2019,8,0.11
Nutrizionista,Veneto,2019,9,0.08
Nutrizionista,Veneto,2019,10,0.07
Nutrizionista,Veneto,2019,11,0.06
Nutrizionista,Veneto,2020,0,0.42
Nutrizionista,Veneto,2020,1,0.33
Nutrizionista,Veneto,2020,2,0.14
Nutrizionista,Veneto,2020,3,0.11
Idraulico,Abruzzo,2019,0,0.08
Idraulico,Abruzzo,2019,1,0.06
Idraulico,Abruzzo,2019,2,0.05
Idraulico,Abruzzo,2019,3,0.04
Idraulico,Abruzzo,2019,4,0.10
Idraulico,Abruzzo,2019,5,0.09
Idraulico,Abruzzo,2019,6,0.11
Idraulico,Abruzzo,2019,7,0.10
Idraulico,Abruzzo,2019,8,0.11
Idraulico,Abruzzo,2019,9,0.09
Idraulico,Abruzzo,2019,10,0.10
Idraulico,Abruzzo,2019,11,0.09
Idraulico,Abruzzo,2020,0,0.25
Idraulico,Abruzzo,2020,1,0.33
Idraulico,Abruzzo,2020,2,0.25
Idraulico,Abruzzo,2020,3,0.17
Idraulico,Basilicata,2019,0,0.13
Idraulico,Basilicata,2019,1,0.06
Idraulico,Basilicata,2019,2,0.06
Idraulico,Basilicata,2019,3,0.09
Idraulico,Basilicata,2019,4,0.09
Idraulico,Basilicata,2019,5,0.10
Idraulico,Basilicata,2019,6,0.12
Idraulico,Basilicata,2019,7,0.09
Idraulico,Basilicata,2019,8,0.07
Idraulico,Basilicata,2019,9,0.09
Idraulico,Basilicata,2019,10,0.07
Idraulico,Basilicata,2019,11,0.01
Idraulico,Basilicata,2020,0,0.50
Idraulico,Basilicata,2020,1,0.30
Idraulico,Basilicata,2020,2,0.00
Idraulico,Basilicata,2020,3,0.20
Idraulico,Calabria,2019,0,0.08
Idraulico,Calabria,2019,1,0.06
Idraulico,Calabria,2019,2,0.09
Idraulico,Calabria,2019,3,0.06
Idraulico,Calabria,2019,4,0.09
Idraulico,Calabria,2019,5,0.10
Idraulico,Calabria,2019,6,0.09
Idraulico,Calabria,2019,7,0.14
Idraulico,Calabria,2019,8,0.09
Idraulico,Calabria,2019,9,0.10
Idraulico,Calabria,2019,10,0.03
Idraulico,Calabria,2019,11,0.07
Idraulico,Calabria,2020,0,0.30
Idraulico,Calabria,2020,1,0.22
Idraulico,Calabria,2020,2,0.25
Idraulico,Calabria,2020,3,0.22
Idraulico,Campania,2019,0,0.08
Idraulico,Campania,2019,1,0.08
Idraulico,Campania,2019,2,0.07
Idraulico,Campania,2019,3,0.07
Idraulico,Campania,2019,4,0.09
Idraulico,Campania,2019,5,0.09
Idraulico,Campania,2019,6,0.09
Idraulico,Campania,2019,7,0.08
Idraulico,Campania,2019,8,0.10
Idraulico,Campania,2019,9,0.08
Idraulico,Campania,2019,10,0.08
Idraulico,Campania,2019,11,0.08
Idraulico,Campania,2020,0,0.25
Idraulico,Campania,2020,1,0.22
Idraulico,Campania,2020,2,0.31
Idraulico,Campania,2020,3,0.22
Idraulico,Emilia-Romagna,2019,0,0.08
Idraulico,Emilia-Romagna,2019,1,0.07
Idraulico,Emilia-Romagna,2019,2,0.08
Idraulico,Emilia-Romagna,2019,3,0.05
Idraulico,Emilia-Romagna,2019,4,0.08
Idraulico,Emilia-Romagna,2019,5,0.09
Idraulico,Emilia-Romagna,2019,6,0.10
Idraulico,Emilia-Romagna,2019,7,0.07
Idraulico,Emilia-Romagna,2019,8,0.09
Idraulico,Emilia-Romagna,2019,9,0.11
Idraulico,Emilia-Romagna,2019,10,0.10
Idraulico,Emilia-Romagna,2019,11,0.08
Idraulico,Emilia-Romagna,2020,0,0.38
Idraulico,Emilia-Romagna,2020,1,0.27
Idraulico,Emilia-Romagna,2020,2,0.18
Idraulico,Emilia-Romagna,2020,3,0.16
Idraulico,Friuli Venezia Giulia,2019,0,0.07
Idraulico,Friuli Venezia Giulia,2019,1,0.09
Idraulico,Friuli Venezia Giulia,2019,2,0.09
Idraulico,Friuli Venezia Giulia,2019,3,0.06
Idraulico,Friuli Venezia Giulia,2019,4,0.07
Idraulico,Friuli Venezia Giulia,2019,5,0.09
Idraulico,Friuli Venezia Giulia,2019,6,0.10
Idraulico,Friuli Venezia Giulia,2019,7,0.08
Idraulico,Friuli Venezia Giulia,2019,8,0.10
Idraulico,Friuli Venezia Giulia,2019,9,0.07
Idraulico,Friuli Venezia Giulia,2019,10,0.09
Idraulico,Friuli Venezia Giulia,2019,11,0.09
Idraulico,Friuli Venezia Giulia,2020,0,0.29
Idraulico,Friuli Venezia Giulia,2020,1,0.27
Idraulico,Friuli Venezia Giulia,2020,2,0.22
Idraulico,Friuli Venezia Giulia,2020,3,0.22
Idraulico,Italia,2019,0,0.08
Idraulico,Italia,2019,1,0.07
Idraulico,Italia,2019,2,0.08
Idraulico,Italia,2019,3,0.06
Idraulico,Italia,2019,4,0.08
Idraulico,Italia,2019,5,0.09
Idraulico,Italia,2019,6,0.10
Idraulico,Italia,2019,7,0.08
Idraulico,Italia,2019,8,0.09
Idraulico,Italia,2019,9,0.10
Idraulico,Italia,2019,10,0.09
Idraulico,Italia,2019,11,0.07
Idraulico,Italia,2020,0,0.34
Idraulico,Italia,2020,1,0.27
Idraulico,Italia,2020,2,0.21
Idraulico,Italia,2020,3,0.18
Idraulico,Lazio,2019,0,0.10
Idraulico,Lazio,2019,1,0.08
Idraulico,Lazio,2019,2,0.07
Idraulico,Lazio,2019,3,0.06
Idraulico,Lazio,2019,4,0.09
Idraulico,Lazio,2019,5,0.08
Idraulico,Lazio,2019,6,0.10
Idraulico,Lazio,2019,7,0.08
Idraulico,Lazio,2019,8,0.08
Idraulico,Lazio,2019,9,0.09
Idraulico,Lazio,2019,10,0.10
Idraulico,Lazio,2019,11,0.07
Idraulico,Lazio,2020,0,0.33
Idraulico,Lazio,2020,1,0.27
Idraulico,Lazio,2020,2,0.20
Idraulico,Lazio,2020,3,0.21
Idraulico,Liguria,2019,0,0.08
Idraulico,Liguria,2019,1,0.09
Idraulico,Liguria,2019,2,0.09
Idraulico,Liguria,2019,3,0.08
Idraulico,Liguria,2019,4,0.06
Idraulico,Liguria,2019,5,0.08
Idraulico,Liguria,2019,6,0.12
Idraulico,Liguria,2019,7,0.09
Idraulico,Liguria,2019,8,0.06
Idraulico,Liguria,2019,9,0.08
Idraulico,Liguria,2019,10,0.11
Idraulico,Liguria,2019,11,0.05
Idraulico,Liguria,2020,0,0.30
Idraulico,Liguria,2020,1,0.29
Idraulico,Liguria,2020,2,0.22
Idraulico,Liguria,2020,3,0.19
Idraulico,Lombardia,2019,0,0.08
Idraulico,Lombardia,2019,1,0.07
Idraulico,Lombardia,2019,2,0.07
Idraulico,Lombardia,2019,3,0.07
Idraulico,Lombardia,2019,4,0.09
Idraulico,Lombardia,2019,5,0.10
Idraulico,Lombardia,2019,6,0.09
Idraulico,Lombardia,2019,7,0.08
Idraulico,Lombardia,2019,8,0.09
Idraulico,Lombardia,2019,9,0.10
Idraulico,Lombardia,2019,10,0.09
Idraulico,Lombardia,2019,11,0.07
Idraulico,Lombardia,2020,0,0.34
Idraulico,Lombardia,2020,1,0.29
Idraulico,Lombardia,2020,2,0.20
Idraulico,Lombardia,2020,3,0.18
Idraulico,Marche,2019,0,0.10
Idraulico,Marche,2019,1,0.09
Idraulico,Marche,2019,2,0.07
Idraulico,Marche,2019,3,0.07
Idraulico,Marche,2019,4,0.07
Idraulico,Marche,2019,5,0.08
Idraulico,Marche,2019,6,0.09
Idraulico,Marche,2019,7,0.10
Idraulico,Marche,2019,8,0.08
Idraulico,Marche,2019,9,0.10
Idraulico,Marche,2019,10,0.08
Idraulico,Marche,2019,11,0.07
Idraulico,Marche,2020,0,0.33
Idraulico,Marche,2020,1,0.30
Idraulico,Marche,2020,2,0.16
Idraulico,Marche,2020,3,0.20
Idraulico,Molise,2019,0,0.10
Idraulico,Molise,2019,1,0.07
Idraulico,Molise,2019,2,0.07
Idraulico,Molise,2019,3,0.00
Idraulico,Molise,2019,4,0.02
Idraulico,Molise,2019,5,0.10
Idraulico,Molise,2019,6,0.12
Idraulico,Molise,2019,7,0.17
Idraulico,Molise,2019,8,0.19
Idraulico,Molise,2019,9,0.05
Idraulico,Molise,2019,10,0.07
Idraulico,Molise,2019,11,0.05
Idraulico,Molise,2020,0,0.43
Idraulico,Molise,2020,1,0.29
Idraulico,Molise,2020,2,0.29
Idraulico,Molise,2020,3,0.00
Idraulico,Piemonte,2019,0,0.07
Idraulico,Piemonte,2019,1,0.07
Idraulico,Piemonte,2019,2,0.07
Idraulico,Piemonte,2019,3,0.06
Idraulico,Piemonte,2019,4,0.09
Idraulico,Piemonte,2019,5,0.08
Idraulico,Piemonte,2019,6,0.11
Idraulico,Piemonte,2019,7,0.08
Idraulico,Piemonte,2019,8,0.10
Idraulico,Piemonte,2019,9,0.10
Idraulico,Piemonte,2019,10,0.10
Idraulico,Piemonte,2019,11,0.07
Idraulico,Piemonte,2020,0,0.34
Idraulico,Piemonte,2020,1,0.30
Idraulico,Piemonte,2020,2,0.21
Idraulico,Piemonte,2020,3,0.15
Idraulico,Puglia,2019,0,0.09
Idraulico,Puglia,2019,1,0.08
Idraulico,Puglia,2019,2,0.08
Idraulico,Puglia,2019,3,0.07
Idraulico,Puglia,2019,4,0.07
Idraulico,Puglia,2019,5,0.10
Idraulico,Puglia,2019,6,0.11
Idraulico,Puglia,2019,7,0.11
Idraulico,Puglia,2019,8,0.10
Idraulico,Puglia,2019,9,0.07
Idraulico,Puglia,2019,10,0.07
Idraulico,Puglia,2019,11,0.05
Idraulico,Puglia,2020,0,0.31
Idraulico,Puglia,2020,1,0.28
Idraulico,Puglia,2020,2,0.24
Idraulico,Puglia,2020,3,0.17
Idraulico,Sardegna,2019,0,0.06
Idraulico,Sardegna,2019,1,0.06
Idraulico,Sardegna,2019,2,0.09
Idraulico,Sardegna,2019,3,0.07
Idraulico,Sardegna,2019,4,0.06
Idraulico,Sardegna,2019,5,0.08
Idraulico,Sardegna,2019,6,0.12
Idraulico,Sardegna,2019,7,0.09
Idraulico,Sardegna,2019,8,0.10
Idraulico,Sardegna,2019,9,0.10
Idraulico,Sardegna,2019,10,0.10
Idraulico,Sardegna,2019,11,0.08
Idraulico,Sardegna,2020,0,0.28
Idraulico,Sardegna,2020,1,0.28
Idraulico,Sardegna,2020,2,0.18
Idraulico,Sardegna,2020,3,0.27
Idraulico,Sicilia,2019,0,0.06
Idraulico,Sicilia,2019,1,0.06
Idraulico,Sicilia,2019,2,0.08
Idraulico,Sicilia,2019,3,0.05
Idraulico,Sicilia,2019,4,0.08
Idraulico,Sicilia,2019,5,0.08
Idraulico,Sicilia,2019,6,0.12
Idraulico,Sicilia,2019,7,0.10
Idraulico,Sicilia,2019,8,0.10
Idraulico,Sicilia,2019,9,0.09
Idraulico,Sicilia,2019,10,0.09
Idraulico,Sicilia,2019,11,0.09
Idraulico,Sicilia,2020,0,0.30
Idraulico,Sicilia,2020,1,0.16
Idraulico,Sicilia,2020,2,0.31
Idraulico,Sicilia,2020,3,0.23
Idraulico,Toscana,2019,0,0.08
Idraulico,Toscana,2019,1,0.07
Idraulico,Toscana,2019,2,0.07
Idraulico,Toscana,2019,3,0.06
Idraulico,Toscana,2019,4,0.08
Idraulico,Toscana,2019,5,0.08
Idraulico,Toscana,2019,6,0.12
Idraulico,Toscana,2019,7,0.09
Idraulico,Toscana,2019,8,0.08
Idraulico,Toscana,2019,9,0.08
Idraulico,Toscana,2019,10,0.09
Idraulico,Toscana,2019,11,0.09
Idraulico,Toscana,2020,0,0.34
Idraulico,Toscana,2020,1,0.27
Idraulico,Toscana,2020,2,0.22
Idraulico,Toscana,2020,3,0.17
Idraulico,Trentino-Alto Adige,2019,0,0.05
Idraulico,Trentino-Alto Adige,2019,1,0.07
Idraulico,Trentino-Alto Adige,2019,2,0.11
Idraulico,Trentino-Alto Adige,2019,3,0.09
Idraulico,Trentino-Alto Adige,2019,4,0.11
Idraulico,Trentino-Alto Adige,2019,5,0.07
Idraulico,Trentino-Alto Adige,2019,6,0.10
Idraulico,Trentino-Alto Adige,2019,7,0.08
Idraulico,Trentino-Alto Adige,2019,8,0.10
Idraulico,Trentino-Alto Adige,2019,9,0.07
Idraulico,Trentino-Alto Adige,2019,10,0.09
Idraulico,Trentino-Alto Adige,2019,11,0.06
Idraulico,Trentino-Alto Adige,2020,0,0.38
Idraulico,Trentino-Alto Adige,2020,1,0.25
