Year,ticket_geo_region_name,Loc_type,Distribution
2018,Molise,Ristorante,NA
2018,Molise,Cascina,NA
2018,Molise,Borgo antico,NA
2018,Molise,Villa,NA
2018,Molise,Castello,NA
2018,Piemonte,Ristorante,0.2
2018,Piemonte,Cascina,0.16
2018,Piemonte,Borgo antico,0.01
2018,Piemonte,Villa,0.09
2018,Piemonte,Castello,0.08
2018,Sardegna,Ristorante,0.35
2018,Sardegna,Cascina,0.13
2018,Sardegna,Borgo antico,0.03
2018,Sardegna,Villa,0.03
2018,Sardegna,Castello,NA
2018,Sicilia,Ristorante,0.18
2018,Sicilia,Cascina,0.06
2018,Sicilia,Borgo antico,0.05
2018,Sicilia,Villa,0.25
2018,Sicilia,Castello,0.02
2018,Trentino-Alto Adige,Ristorante,NA
2018,Trentino-Alto Adige,Cascina,NA
2018,Trentino-Alto Adige,Borgo antico,NA
2018,Trentino-Alto Adige,Villa,NA
2018,Trentino-Alto Adige,Castello,NA
2018,Toscana,Ristorante,0.08
2018,Toscana,Cascina,0.13
2018,Toscana,Borgo antico,0.04
2018,Toscana,Villa,0.17
2018,Toscana,Castello,0.07
2018,Umbria,Ristorante,NA
2018,Umbria,Cascina,NA
2018,Umbria,Borgo antico,NA
2018,Umbria,Villa,NA
2018,Umbria,Castello,NA
2018,Veneto,Ristorante,0.28
2018,Veneto,Cascina,0.06
2018,Veneto,Borgo antico,0.01
2018,Veneto,Villa,0.23
2018,Veneto,Castello,0.04
2019,Abruzzo,Ristorante,0.36
2019,Abruzzo,Cascina,0.03
2019,Abruzzo,Borgo antico,0.0
2019,Abruzzo,Villa,0.27
2019,Abruzzo,Castello,0.03
2019,Valle d'Aosta,Ristorante,NA
2019,Valle d'Aosta,Cascina,NA
2019,Valle d'Aosta,Borgo antico,NA
2019,Valle d'Aosta,Villa,NA
2019,Valle d'Aosta,Castello,NA
2019,Puglia,Ristorante,0.25
2019,Puglia,Cascina,0.07
2019,Puglia,Borgo antico,0.03
2019,Puglia,Villa,0.17
2019,Puglia,Castello,0.03
2019,Basilicata,Ristorante,NA
2019,Basilicata,Cascina,NA
2019,Basilicata,Borgo antico,NA
2019,Basilicata,Villa,NA
2019,Basilicata,Castello,NA
2019,Calabria,Ristorante,0.42
2019,Calabria,Cascina,0.08
2019,Calabria,Borgo antico,0.02
2019,Calabria,Villa,0.17
2019,Calabria,Castello,0.05
2019,Campania,Ristorante,0.25
2019,Campania,Cascina,0.02
2019,Campania,Borgo antico,0.01
2019,Campania,Villa,0.44
2019,Campania,Castello,0.07
2019,Emilia-Romagna,Ristorante,0.17
2019,Emilia-Romagna,Cascina,0.13
2019,Emilia-Romagna,Borgo antico,0.02
2019,Emilia-Romagna,Villa,0.24
2019,Emilia-Romagna,Castello,0.04
2019,Friuli Venezia Giulia,Ristorante,0.0
2019,Friuli Venezia Giulia,Cascina,0.0
2019,Friuli Venezia Giulia,Borgo antico,0.0
2019,Friuli Venezia Giulia,Villa,0.5
2019,Friuli Venezia Giulia,Castello,0.5
2019,Italia,Ristorante,0.19
2019,Italia,Cascina,0.04
2019,Italia,Borgo antico,0.05
2019,Italia,Villa,0.52
2019,Italia,Castello,0.2
2019,Lazio,Ristorante,0.22
2019,Lazio,Cascina,0.07
2019,Lazio,Borgo antico,0.01
2019,Lazio,Villa,0.35
2019,Lazio,Castello,0.03
2019,Liguria,Ristorante,0.29
2019,Liguria,Cascina,0.02
2019,Liguria,Borgo antico,0.05
2019,Liguria,Villa,0.24
2019,Liguria,Castello,0.02
2019,Lombardia,Ristorante,0.14
2019,Lombardia,Cascina,0.09
2019,Lombardia,Borgo antico,0.03
2019,Lombardia,Villa,0.29
2019,Lombardia,Castello,0.06
2019,Marche,Ristorante,0.19
2019,Marche,Cascina,0.03
2019,Marche,Borgo antico,0.06
2019,Marche,Villa,0.34
2019,Marche,Castello,0.09
2019,Molise,Ristorante,NA
2019,Molise,Cascina,NA
2019,Molise,Borgo antico,NA
2019,Molise,Villa,NA
2019,Molise,Castello,NA
2019,Piemonte,Ristorante,0.21
2019,Piemonte,Cascina,0.04
2019,Piemonte,Borgo antico,0.01
2019,Piemonte,Villa,0.19
2019,Piemonte,Castello,0.08
2019,Sardegna,Ristorante,0.46
2019,Sardegna,Cascina,0.07
2019,Sardegna,Borgo antico,NA
2019,Sardegna,Villa,0.04
2019,Sardegna,Castello,NA
2019,Sicilia,Ristorante,0.16
2019,Sicilia,Cascina,0.07
2019,Sicilia,Borgo antico,0.07
2019,Sicilia,Villa,0.27
2019,Sicilia,Castello,0.07
2019,Trentino-Alto Adige,Ristorante,NA
2019,Trentino-Alto Adige,Cascina,NA
2019,Trentino-Alto Adige,Borgo antico,NA
2019,Trentino-Alto Adige,Villa,NA
2019,Trentino-Alto Adige,Castello,NA
2019,Toscana,Ristorante,0.2
2019,Toscana,Cascina,0.08
2019,Toscana,Borgo antico,0.07
2019,Toscana,Villa,0.22
2019,Toscana,Castello,0.02
2019,Umbria,Ristorante,NA
2019,Umbria,Cascina,NA
2019,Umbria,Borgo antico,NA
2019,Umbria,Villa,NA
2019,Umbria,Castello,NA
2019,Veneto,Ristorante,0.24
2019,Veneto,Cascina,0.06
2019,Veneto,Borgo antico,0.03
2019,Veneto,Villa,0.28
2019,Veneto,Castello,0.07
2020,Abruzzo,Ristorante,0.0
2020,Abruzzo,Cascina,0.0
2020,Abruzzo,Borgo antico,0.0
2020,Abruzzo,Villa,0.84
2020,Abruzzo,Castello,0.16
2020,Valle d'Aosta,Ristorante,NA
2020,Valle d'Aosta,Cascina,NA
2020,Valle d'Aosta,Borgo antico,NA
2020,Valle d'Aosta,Villa,NA
2020,Valle d'Aosta,Castello,NA
2020,Puglia,Ristorante,0.13
2020,Puglia,Cascina,0.0
2020,Puglia,Borgo antico,0.0
2020,Puglia,Villa,0.62
2020,Puglia,Castello,0.25
2020,Basilicata,Ristorante,NA
2020,Basilicata,Cascina,NA
2020,Basilicata,Borgo antico,NA
2020,Basilicata,Villa,NA
2020,Basilicata,Castello,NA
2020,Calabria,Ristorante,0.0
2020,Calabria,Cascina,0.0
2020,Calabria,Borgo antico,0.0
2020,Calabria,Villa,0.67
2020,Calabria,Castello,0.33
2020,Campania,Ristorante,0.42
2020,Campania,Cascina,0.03
2020,Campania,Borgo antico,0.0
2020,Campania,Villa,0.22
2020,Campania,Castello,0.17
2020,Emilia-Romagna,Ristorante,0.34
2020,Emilia-Romagna,Cascina,0.0
2020,Emilia-Romagna,Borgo antico,0.0
2020,Emilia-Romagna,Villa,0.38
2020,Emilia-Romagna,Castello,0.29
2020,Friuli Venezia Giulia,Ristorante,0.0
2020,Friuli Venezia Giulia,Cascina,0.0
2020,Friuli Venezia Giulia,Borgo antico,0.0
2020,Friuli Venezia Giulia,Villa,0.55
2020,Friuli Venezia Giulia,Castello,0.45
2020,Italia,Ristorante,0.2
2020,Italia,Cascina,0.04
2020,Italia,Borgo antico,0.05
2020,Italia,Villa,0.46
2020,Italia,Castello,0.26
2020,Lazio,Ristorante,0.1
2020,Lazio,Cascina,0.0
2020,Lazio,Borgo antico,0.1
2020,Lazio,Villa,0.55
2020,Lazio,Castello,0.25
2020,Liguria,Ristorante,0.0
2020,Liguria,Cascina,0.0
2020,Liguria,Borgo antico,0.0
2020,Liguria,Villa,0.69
2020,Liguria,Castello,0.31
2020,Lombardia,Ristorante,0.21
2020,Lombardia,Cascina,0.07
2020,Lombardia,Borgo antico,0.03
2020,Lombardia,Villa,0.21
2020,Lombardia,Castello,0.21
2020,Marche,Ristorante,0.0
2020,Marche,Cascina,0.0
2020,Marche,Borgo antico,0.0
2020,Marche,Villa,0.58
2020,Marche,Castello,0.42
2020,Molise,Ristorante,NA
2020,Molise,Cascina,NA
2020,Molise,Borgo antico,NA
2020,Molise,Villa,NA
2020,Molise,Castello,NA
2020,Piemonte,Ristorante,0.28
2020,Piemonte,Cascina,0.0
2020,Piemonte,Borgo antico,0.0
2020,Piemonte,Villa,0.35
2020,Piemonte,Castello,0.37
2020,Sardegna,Ristorante,NA
2020,Sardegna,Cascina,NA
2020,Sardegna,Borgo antico,NA
2020,Sardegna,Villa,NA
2020,Sardegna,Castello,NA
2020,Sicilia,Ristorante,0.17
2020,Sicilia,Cascina,0.0
2020,Sicilia,Borgo antico,0.0
2020,Sicilia,Villa,0.51
2020,Sicilia,Castello,0.32
2020,Trentino-Alto Adige,Ristorante,NA
2020,Trentino-Alto Adige,Cascina,NA
2020,Trentino-Alto Adige,Borgo antico,NA
2020,Trentino-Alto Adige,Villa,NA
2020,Trentino-Alto Adige,Castello,NA
2020,Toscana,Ristorante,0.25
2020,Toscana,Cascina,0.0
2020,Toscana,Borgo antico,0.0
2020,Toscana,Villa,0.47
2020,Toscana,Castello,0.28
2020,Umbria,Ristorante,NA
2020,Umbria,Cascina,NA
2020,Umbria,Borgo antico,NA
2020,Umbria,Villa,NA
2020,Umbria,Castello,NA
2020,Veneto,Ristorante,0.25
2020,Veneto,Cascina,0.0
2020,Veneto,Borgo antico,0.0
2020,Veneto,Villa,0.44
2020,Veneto,Castello,0.31
