date,mariage chic _x,mariage nature ,mariage romantique ,mariage original ,mariage traditionnel ,isPartial_x,mariage chic _y,mariage élégant ,mariage bohème ,mariage champêtre ,mariage glamour ,isPartial_y,mariage chic ,mariage vintage,mariage plage ,isPartial
2020-02-09,59,11,14,32,4,False,61,0,19,12,0,False,61,9,12,False
2020-02-16,80,3,10,29,10,False,69,0,17,16,2,False,69,11,14,False
2020-02-23,71,10,6,30,4,False,72,0,11,11,2,False,72,18,7,False
2020-03-01,53,15,5,23,6,False,42,0,7,8,3,False,42,13,6,False
2020-03-08,58,10,8,26,4,False,46,0,9,9,3,False,46,10,9,False
2020-03-15,15,2,7,10,4,False,15,0,6,8,2,False,15,7,3,False
2020-03-22,39,5,6,11,5,False,34,2,7,5,0,False,34,7,3,False
2020-03-29,27,7,6,19,6,False,26,0,5,9,2,False,26,3,7,False
2020-04-05,18,10,5,13,2,False,13,0,7,8,4,False,13,8,6,False
2020-04-12,35,2,9,23,11,False,31,0,6,10,4,False,31,7,7,False
2020-04-19,28,7,13,12,6,False,18,2,11,13,5,False,18,6,11,False
2020-04-26,41,6,8,15,5,False,29,3,9,10,2,False,29,4,11,False
2020-05-03,43,14,0,29,14,True,0,0,0,14,0,True,0,0,14,True
