date,paysagiste,store banne,panneau solaire,Gazon synthétique,pisciniste
2018-11-11,0.3,0.11,0.315,0.03,0.02
2018-11-18,0.165,0.145,0.345,0.025,0.02
2018-11-25,0.26,0.1,0.425,0.065,0.16
2018-12-02,0.275,0.04,0.365,0.03,0.02
2018-12-09,0.245,0.04,0.195,0.1,0.065
2018-12-16,0.18,0.045,0.27,0.0,0.03
2018-12-23,0.215,0.06,0.29,0.0,0.025
2018-12-30,0.36,0.05,0.29,0.165,0.02
2019-01-06,0.34,0.12,0.305,0.02,0.025
2019-01-13,0.325,0.12,0.355,0.09,0.03
2019-01-20,0.34,0.11,0.335,0.06,0.105
2019-01-27,0.305,0.125,0.31,0.105,0.04
2019-02-03,0.34,0.105,0.29,0.085,0.045
2019-02-10,0.375,0.315,0.29,0.125,0.055
2019-02-17,0.465,0.16,0.43,0.14,0.14
2019-02-24,0.31,0.26,0.29,0.185,0.04
2019-03-03,0.385,0.36,0.3,0.1,0.095
2019-03-10,0.415,0.23,0.34,0.115,0.105
2019-03-17,0.57,0.305,0.325,0.195,0.055
2019-03-24,0.595,0.53,0.515,0.215,0.115
2019-03-31,0.435,0.5,0.405,0.21,0.065
2019-04-07,0.325,0.355,0.46,0.13,0.06
2019-04-14,0.44,0.35,0.355,0.21,0.07
2019-04-21,0.365,0.44,0.355,0.145,0.06
2019-04-28,0.445,0.385,0.38,0.195,0.045
2019-05-05,0.39,0.345,0.26,0.185,0.14
2019-05-12,0.45,0.19,0.33,0.17,0.1
2019-05-19,0.35,0.36,0.39,0.2,0.1
2019-05-26,0.305,0.545,0.29,0.165,0.13
2019-06-02,0.505,0.51,0.36,0.09,0.16
2019-06-09,0.405,0.36,0.41,0.1,0.125
2019-06-16,0.405,0.39,0.295,0.245,0.145
2019-06-23,0.25,0.735,0.465,0.2,0.235
2019-06-30,0.47,0.72,0.615,0.165,0.23
2019-07-07,0.395,0.515,0.53,0.165,0.115
2019-07-14,0.69,0.335,0.455,0.125,0.165
2019-07-21,0.31,0.4,0.32,0.225,0.16
2019-07-28,0.225,0.35,0.385,0.185,0.19
2019-08-04,0.44,0.39,0.37,0.145,0.055
2019-08-11,0.375,0.35,0.425,0.135,0.185
2019-08-18,0.32,0.295,0.39,0.17,0.27
2019-08-25,0.34,0.325,0.335,0.105,0.165
2019-09-01,0.47,0.29,0.34,0.105,0.155
2019-09-08,0.53,0.175,0.36,0.03,0.05
2019-09-15,0.43,0.155,0.48,0.23,0.03
2019-09-22,0.4,0.15,0.295,0.15,0.12
2019-09-29,0.315,0.195,0.28,0.105,0.045
2019-10-06,0.445,0.16,0.445,0.04,0.04
2019-10-13,0.32,0.095,0.32,0.03,0.02
2019-10-20,0.465,0.09,0.34,0.045,0.045
2019-10-27,0.345,0.2,0.415,0.08,0.055
2019-11-03,0.375,0.095,0.39,0.025,0.025
2019-11-10,0.235,0.04,0.365,0.025,0.085
2019-11-17,0.275,0.035,0.465,0.025,0.085
2019-11-24,0.255,0.11,0.325,0.025,0.035
2019-12-01,0.41,0.155,0.385,0.075,0.045
2019-12-08,0.34,0.1,0.43,0.025,0.075
2019-12-15,0.355,0.115,0.26,0.095,0.035
2019-12-22,0.22,0.085,0.27,0.105,0.06
2019-12-29,0.315,0.095,0.445,0.02,0.045
2020-01-05,0.33,0.105,0.28,0.035,0.085
2020-01-12,0.39,0.11,0.245,0.095,0.04
2020-01-19,0.4,0.05,0.335,0.035,0.05
2020-01-26,0.535,0.095,0.29,0.04,0.015
2020-02-02,0.43,0.235,0.38,0.115,0.15
2020-02-09,0.455,0.17,0.31,0.035,0.155
2020-02-16,0.52,0.195,0.465,0.225,0.055
2020-02-23,0.4,0.245,0.425,0.045,0.035
2020-03-01,0.4,0.27,0.325,0.06,0.105
2020-03-08,0.545,0.245,0.255,0.12,0.095
2020-03-15,0.28,0.2,0.145,0.1,0.075
2020-03-22,0.29,0.21,0.25,0.135,0.125
2020-03-29,0.355,0.365,0.26,0.115,0.07
2020-04-05,0.505,0.6,0.355,0.24,0.165
2020-04-12,0.47,0.525,0.42,0.25,0.125
2020-04-19,0.525,0.455,0.325,0.395,0.15
2020-04-26,0.35,0.47,0.445,0.255,0.165
2020-05-03,0.415,0.56,0.335,0.215,0.19
2020-05-10,0.475,0.38,0.365,0.195,0.205
2020-05-17,0.49,1.0,0.4,0.335,0.3
2020-05-24,0.59,0.965,0.465,0.4,0.325
2020-05-31,0.485,0.68,0.405,0.365,0.245
2020-06-07,0.515,0.385,0.425,0.185,0.115
2020-06-14,0.49,0.525,0.44,0.36,0.42
