Year,ticket_geo_region_name,Spend_type,Distribution
2020,Deutschland,Günstige Hochzeit,0.12
2020,Deutschland,Kosten Hochzeit,0.55
2020,Deutschland,Hochzeit Geld,0.22
2020,Deutschland,Hochzeit Preis,0.11
2020,Hamburg,Günstige Hochzeit,NA
2020,Hamburg,Kosten Hochzeit,0.63
2020,Hamburg,Hochzeit Geld,0.37
2020,Hamburg,Hochzeit Preis,NA
2020,Hessen,Günstige Hochzeit,NA9
2020,Hessen,Kosten Hochzeit,0.39
2020,Hessen,Hochzeit Geld,0.34
2020,Hessen,Hochzeit Preis,0.17
2020,Niedersachsen,Günstige Hochzeit,0.19
2020,Niedersachsen,Kosten Hochzeit,0.56
2020,Niedersachsen,Hochzeit Geld,0.18
2020,Niedersachsen,Hochzeit Preis,NA7
2020,Mecklenburg-Vorpommern,Günstige Hochzeit,NA
2020,Mecklenburg-Vorpommern,Kosten Hochzeit,0.67
2020,Mecklenburg-Vorpommern,Hochzeit Geld,0.33
2020,Mecklenburg-Vorpommern,Hochzeit Preis,NA
2020,Nordrhein-Westfalen,Günstige Hochzeit,0.13
2020,Nordrhein-Westfalen,Kosten Hochzeit,0.47
2020,Nordrhein-Westfalen,Hochzeit Geld,0.28
2020,Nordrhein-Westfalen,Hochzeit Preis,0.13
2020,Rheinland-Pfalz,Günstige Hochzeit,0.29
2020,Rheinland-Pfalz,Kosten Hochzeit,0.57
2020,Rheinland-Pfalz,Hochzeit Geld,0.14
2020,Rheinland-Pfalz,Hochzeit Preis,NA
2020,Saarland,Günstige Hochzeit,NA
2020,Saarland,Kosten Hochzeit,NA
2020,Saarland,Hochzeit Geld,1.0
2020,Saarland,Hochzeit Preis,NA
2020,Sachsen,Günstige Hochzeit,0.19
2020,Sachsen,Kosten Hochzeit,0.52
2020,Sachsen,Hochzeit Geld,0.29
2020,Sachsen,Hochzeit Preis,NA
2020,Sachsen-Anhalt,Günstige Hochzeit,NA
2020,Sachsen-Anhalt,Kosten Hochzeit,0.78
2020,Sachsen-Anhalt,Hochzeit Geld,0.22
2020,Sachsen-Anhalt,Hochzeit Preis,NA
2020,Schleswig-Holstein,Günstige Hochzeit,0.18
2020,Schleswig-Holstein,Kosten Hochzeit,0.52
2020,Schleswig-Holstein,Hochzeit Geld,0.3
2020,Schleswig-Holstein,Hochzeit Preis,NA
2020,Thüringen,Günstige Hochzeit,NA
2020,Thüringen,Kosten Hochzeit,0.62
2020,Thüringen,Hochzeit Geld,0.38
2020,Thüringen,Hochzeit Preis,NA
